1693965133# #张艺谋这标题党写的真吓人，太无语了允悲
1692416370# #这是一张代表着耻辱的照片。照片拍摄于1937年12月，而耻辱则来自于天安门城楼上的那5个字。。。1937年7月7日，卢沟桥事变爆发，日军攻破宛平城，29日，日军长驱直入，罪恶的铁蹄踏进了北平城，这座寓意“外安内和，长治久安”之义的千年古城正式宣告落入敌手。。。12月13日，国民政府首府南京也陷落，远在
1693824205# #为什么多数人喜欢日落不是日出日出的时候还在睡梦中；日落的时候正好下班，刚才我还拍了张日落照片，给大伙欣赏欣赏。
1694837725# #上海普陀曹杨新村是新中国成立后上海建设的第一座工人新村，这里有我的童年。如今这里早已不再有早年的喧哗，一切都变得很安静！带着微博去旅行‬‬上海身边事
1697194539# #命真大，逃过一劫。
1694752513# #13岁已经上初一了，啥事都懂这是想害死人的节奏，有多大仇呀。如果长大了可想而之。
1691723863# #红莲，结棍，种了老好看额good
1687645912# #白俄罗斯称普里戈任同意停止在俄领土行动普里戈任接受了白俄罗斯总统卢卡申科的提议，停止瓦格纳武装人员在俄罗斯领土上的行动。白俄罗斯方面称，目前已经提出了“绝对有利和可接受的解决方案，按此方案瓦格纳的安全也可以得到保障”。。。普里戈任随后在他的社交平台上写道：“整个行进中瓦格纳士兵没
1692673890# #泰警方称日均近200华人被贩卖每天有将近两百个人被贩卖？而这其中，很大一部分是华人。这是何等令人震惊的数据！这不仅是这公布的数据就够吓人了，为这些被赎卖到缅甸的华人命运而担心，同时，也意味着最少有200个家庭陷入危险恐惧中，祈祷贩卖到缅甸的人早日逃离魔窟，与家人团聚。
1697423864# #近日，中国国民党前主席洪秀柱怒轰“台独“民进党：缺礼义廉耻、缺民族教育，不认可中华民族。。。洪秀柱，不愧为爱国志士，海峡两岸统一的中坚力量，敢于直面台独分裂势力揭露其罪行。涨姿势日常
1687216540# #1954年，毛主席在杭州主持起草宪法工作，期间毛主席给少奇同志写了一封信。。。少奇同志：派张一平同志送上宪法初稿五份，请查收处理。余详本日电陈。。。敬礼。&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;。此信寥寥数语，简单明了。不拖泥带水，但是其艺术性极却非常高！新星v计划历史
1695812785# #对性欺凌之恶光有道歉远远不够这只是冰山一角，想想这么多学校还有多少霸凌没暴光出来的?细思极恐，我们的教育那里出了问题？如何能改善一点点???
1690844127# #游青岛，奥帆边上的海岸。天空有些灰暗，远处的大厦屋顶隐约在云层中；海水拍岸，引得孩子惊声连连。仲夏清凉计划带着微博去旅行
1696721335# #吴德：市委几位书记的情况，一个个惨得很。。毛泽东曾说过：“吴德有德，吴德是老实人。”吴德的口述就是一个有德之人所说的老实话。。。1966年的11月至1967年1月，北京新市委已经瘫痪，我们不能在市委正常办公了，就搬到京西宾馆办公。这样，又遭到中央文革小组的指责，他们说市委怕群众，已经变成地下市
1695389985# #中国女足16比0蒙古女足太厉害了，16：0，这是大开杀戒啊。哪一天杀杀小日本，不多，来个3：0就可以了。
1693823848# #无数年轻人受困于三十而立什么叫三十而立？做让自己喜欢的自己，为自己争取一点自己喜欢做的事情，给自己增加一点有意思的生活内容，这就是真正的三十而立。
1702471355# #南京城沦陷前是什么样这段历史，与你我的过去和未来勾连，经历的伤痛和不屈的抗争会时刻提醒我们：这强大，来之不易，这和平，来之不易。
1700914044# #去年的今天，张三爷走了！
1701662676# #真的要制止一些营销手段了，否则真的会培养出一堆有问题的，极端性强的的用户群体。支持比亚迪和其他车企，恶意摸黑对长久下去对任何实体企业都不利。
1697418601# #加沙地带超1000人在废墟中失踪希望世界和平，希望没有战火纷飞，希望没有侵略，希望孩子们平安长大，希望所有人都有温暖的家园。唉！图片看的让我很难受。
1703503891# #法院披露订婚强奸案详情订刑强奸强奸不争辫，这种谈恋爱中发生的三年太重。三月都多，女方都收彩礼了，有违道德而以。
1701224795# #这些招不知道好不好用？先收藏下，如有需要，下次试试看行不行。
1694270688# #广东暴雨后动物们怎么样了大自然的破坏力量常常是在人类的承受极限之上，我们每个人都要有一种敬畏自然的自我教育。“人定胜天”只是一种理想气慨，而非实力实际。
1691565606# #北京一副镇长救灾牺牲妻子发声痛悼那么好的一位公仆，为了保护老百姓生命财产安全，献出了自己宝贵的生命，正值壮年，痛惜。
1699703729# #在生活中不是每个人都这么幸运的。但是我也希望每个人都幸运，都像这位男士一样幸运。
1696596596# #东北这地方，冬季是嘎嘣嘎嘣的冷。不过，北国风光，万里雪飘，也是景色无限！
1691728123# #缅甸柬埔寨来抢中国游客了缅甸，柬埔寨。来抢中国游客了，计划吸引80万到100万中国游客。。。从文字上看起来两国是“诚意满满”，不过，值得玩味的是，柬埔寨、缅甸发力中国旅游市场之际，最近恰逢一部《孤注一掷》电影正在国内院线热映，影片中将东南亚电诈园区血腥、残忍手段真实呈现在银幕上，让观影
1702081732# #中央政治研究室。。上世纪五六十年代，在北京沙滩大院，与中宣部、《红旗》杂志社在同一座大楼办公的，还有中央政治研究室，但它在社会上鲜为人知。。。早在1941年，中共中央就在延安成立了政治研究室，但在解放战争时停办。。。1954年，毛泽东指名要陈伯达、田家英等人筹备成立新的政治研究室。1955年，重建
1694767108# #一斤鸭脖70元年轻人大喊少抓点以前一个鸭头3块钱，现在一个鸭头要卖9块钱，这就是为什么卤味三巨头卖不动了。当然还有卖鸭头鸭脖的店员小动作太多，零碎都压在下面，让人感觉很不舒服。
1694749232# #瑞幸与星巴克的竞争，变成了前凤凰卫视主持人曾子墨与前央视主持人张蔚的竞争。
1698740614# #近日，据今日俄罗斯报道，巴勒斯坦的儿童向普京求救“请求您制止这场残酷的种族战争”，视频中可以听到轰炸声和炮击声！以色列在联大展示斩首视频巴以冲突
1697503460# #加沙现有供应只能维持24个小时以色列在处理与加沙地带的冲突时，提出了一些人道主义要求，例如，以色列军方曾发表声明，称出于“人道主义”原因，要求加沙地带北部所有居民撤往南部地区。但以色列军队在加沙地带进行的空袭中，袭击了正在撤离的车辆。这就是以色列所谓的人道主义吗？
1697340912# #K5133次旅客列车运行中脱轨施工引起的交通事故，人员平安就好！但要举一反三，防微杜渐，认真抓好四不放过，客车运营无小事。希望这样的事越来越少，保障以后的正常安全运营。哈尔滨铁路局通报K5133脱轨
1700090421# #票证时期，上海普通市民的生活。。上海收藏家邵根才从六十年代就开始有意无意地收藏票证，他的几套票证都被上海市档案馆收藏展览，比如从1960年到2005年的电费单，1959年到1990年的购粮本等。他还收藏有1963年的华侨特供的“0.1块肥皂票”、“3钱鱼票”，“五分油票”，邵根才说:“大概是切成鱼片买，否
1690276298# #吴亦凡公司注册资本40万逃税过亿罚6个亿。判刑13年。没什么好惋惜的，一个加拿大人赚了中国人的钱还犯了强奸罪想跑没门。吴亦凡犯强奸聚众淫乱二审开庭
1695889164# #国庆假门还没出就亏了3500元机票不像火车票，不是民生基本保障的出行方式，航空公司根据人流量变动价格，跟城乡结合部的面巴一样，要走的时候人还没满，只要给钱就让上。
1693977672# #福州2名牺牲消防员身份已确认向抢险途中遇难的消防勇士致敬！你们用生命换来人民的财产安全，你们是最棒的，是英雄！向英雄的家人和亲人致崇高敬意！
1692530194# #警惕电影孤注一掷在身边上演在现实生活中这样情况大有人在，有的人为了挣更多的钱，明知道是违法的事都要干，也许在他的认知里觉得这种事，最多是道德的问题，即使被抓了问题也不大。如果大家留意一下，在城市的步行街或者是车站、地铁口总有一些年轻人拿着一些小卡片让人家去抽奖或者是免费体验消费
1692497721# #1900年6月21日，慈禧向八国联军宣战后，直隶候补道谭文焕与义和团联系，率领民军参与了攻打天津租界和保卫海光寺的战斗。然而，他的参战之路最终以悲剧收场。1900年8月21日，谭文焕被八国联军逮捕，经过短暂审讯后被判处死刑。随后，他被押送至天津，交由八国联军在天津成立的都统衙门处理，最终在1900
1690239564# #叶剑英元帅说过：“毛、刘、周、朱、陈、林、邓，除了毛主席的后6位，还有各位老帅等其他人，我叶剑英也算一个。从一定意义上讲，哪一个都不是省油的灯，让我们从心底佩服一个人不容易，但在长期的中国革命斗争中，大家逐渐认识了毛主席，别人也都当过头，但都不行，只有毛主席把我们这些人拢起来干成
