1701835427# #清者自清
1702267740# #作者：。不主动，美女就会让别的男人爬到她身上，不拒绝，就会有丑女爬到你身上，。不承诺，就没有哪个女人，。愿意让你趴在她身上。。。工作也一样：。不主动，好位置就会让别人弄走。。不拒绝，什么瘪事都安排给你，。还经常受批。。不承诺，没有哪个领导相信你，。因为领导感觉不到你的决心
1699429974# #为9万多家电商刷好评嫌犯被刑拘【曝光！江西警方侦破网络水军案涉案40亿元】很多人习惯先看评价再买单。但在江西警方破获的一起案件中，刷单网站组织大量“网络水军”，为9万多家电商刷好评嫌犯被刑拘，涉案资金流水高达40亿元。该特大刷单平台分工明确，有推广招商团队、三个等级的“刷手”、客
1703207412# #吸脂超话。丰胸腰腹吸脂➕手臂吸脂。手臂吸脂自体脂肪丰胸脂肪丰胸。。女生之前胸部有B罩杯的基础，生完宝宝后乳房完全萎缩，基本上腺体都没有了。同时女生还非常瘦，只能是取手臂➕腰腹的脂肪，来做脂肪填充胸部。。。腰腹➕手臂吸脂量1300毫升，经过离心➕过滤后获得筋膜脂肪550毫升，单侧胸
1703292396# #转发微博
1701561134# #转发微博
1702698596# #苏大惠　江苏医惠保即将截止参保“江苏医惠保1号”投保不限户籍，只要是江苏医保群众就可通过官方指定投保平台“江苏医惠保1号”微信公众号，或者支付宝搜索“江苏医惠保1号”进行在线投保。目前，“江苏医惠保1号”已全面开通医保个账支付渠道，全省职工医保人员可使用医保个人账户余额为本人和
1703466741# #转发微博
1703822545# #指挥家惋惜花费千万舞台糊弄观众凤凰网视频 来自微博视频号。【中国第一位女指挥家谈音乐剧糊弄现状：现在很肤浅】指挥家惋惜花费千万舞台糊弄观众“唯乐不可以为伪”这是郑小瑛对待音乐的态度，她始终认为音乐就要做到“真实”。谈及我国的音乐剧现状，剧院装修的富丽堂皇，投资几百几千万的
1701481431# #转发微博
1699937411# #37岁的搞笑艺人·岩井勇气今天宣布与19岁女艺人·奥森皐月结婚。两人于2017年在电视台的一个节目里相识。
1699332168# #冷知识，原来美国的州长和总统并不是上下级关系，州长是由选民直接选举产生的，而总统也是选民选举产生的，他们的州长并不需要对总统负责。。。有的时候，州长与总统的意见不合还要硬刚的针锋相对的，只因州长和总统都是选民产生的。各州内的具体事物有各州长决定，总统不能干涉。总统只管大方面的事，比
1702462293# #朝鲜战争结束后,小岛上的光头仰天长叹，对儿子说：。在这个世界上，没有人是毛泽东的对手，盟国（美国）说我不行，可是他们又怎样呢，我看他们西方国家也是一群蠢猪。。他们与中共毛泽东比，从哪方面都无法相比！。16个国家最精良的军队,竟然被毛泽东打的如此狼狈，耻辱啊！。毛泽东也是中国人的骄傲啊，更
1700701325# #转发微博
1702945065# #一名19岁女孩在河南下晚自习回家时遭到六名小混混的骚扰，她的父亲得知情况后迅速赶到现场，却遭到殴打。在绝境中，父亲不得已拿起砖头，将其中一名小混混击毙，并打伤了其他五人。经过审理，河南法院裁定父亲属于正当防卫，对其给予了支持。。。这一事件引发了社会对于正当防卫的广泛讨论。面对此类事件
1703561654# #我分享了《坐在毛主席身边的江苏人纪念毛泽东主席诞辰130周年》
1701389116# #转发微博
1701561124# #转发微博
1700613867# #【东方红太阳升】网友们:早上好心今天是2023年11月22日（十月初十小雪），距离2024年元旦还有40天。加油！一同迎接2024年的到来拳头
1702809968# #伟大的领袖毛主席流芳百世！
1700126269# #转发微博
1702386886# #人生感悟当社会整体混沌时，多数人随波逐流，主动地迎合或消极地被挟持，一时间泥沙俱下。此时，我们要保持清醒的头脑——不畏浮云遮望眼。人在得意时，总有人对你阿谀奉承，精神贿赂。开始，你可能有所警觉，时间一久，习以为常，忘乎所以，以为自己才华盖世，可以左右乾坤。其实，在茫茫人海中，
1702369556# #涉嫌分尸华人妻子和岳父母，嫌疑人落网后首次露面！死者亲属披露更多细节。当地时间12月8日，涉嫌杀害华人妻子梅·李·哈斯克尔以及她父母的“好莱坞富二代”塞穆尔·哈斯克尔首次出庭。35岁的哈斯克尔赤裸上身，腰间围着防自杀罩衫，手里拿着一个装着小牛奶盒的塑料袋，站在法官面前。他被告知将继续被
1703745915# #9岁女孩耗时2个月制作剪纸版清明上河图【厉害！9岁女孩耗时2个月制作剪纸版清明上河图】长2.7米，宽0.68米，人物百态活灵活现，繁华市井、小桥流水，呼之欲出…近日，新疆昌吉市9岁女孩孙雨轩耗时2个月制作剪纸作品《清明上河图》，作品被当地美术馆展出。女孩学习剪纸两年多，剪纸作品有近百幅。
1703466573# #转发微博
1703034011# #转发微博
1699316848# #转发微博
1699505769# #多数胰腺癌病人确诊后1年内死亡多数胰腺癌病人确诊后1年内死亡【导致胰腺癌发病的重要因素有哪些】胰腺癌发病率不高，仅占全部恶性肿瘤的2.6%，属于“小众癌症”。但它死亡率高，得病者“凶多吉少”，素有“癌中之王”之称。据江苏省肿瘤医院（南京医科大学附属肿瘤医院）肝胆胰外科主任医师张
1703058152# #作者：剋剋啊。关于哈尔滨退票事件。一：关于价格。不止一个视频吐槽哈尔滨冰雪大世界的票价问题，323的团购价格，说是什么涨价太离谱，专坑外地人，为此，我专门去搜索往年的价格，但可惜的是，由于疫情，哈尔冰已经三年没有开园了，但每年都在做，因为这不仅仅是赚钱的原因，冰雪大世界更是哈尔滨的一
1700112367# #苏大惠苏大帮 江苏医惠保是一种保障，用不上最好。简单点说，自己用不上开心，帮助别人是爱心，为社会献出爱心，大爱无疆！
1701655686# #郭晶晶的儿子霍中曦！作为霍家第四代长孙，站在第一排C位。年仅10岁的他，会紧紧牵着妹妹的手，会非常有礼貌的跟长辈打招呼，小小年纪持重得体落落大方！！
1699317852# #苏大惠苏大爱江苏医惠保1号，衔接“双通道”，用药保障全面：。“江苏医惠保1号”衔接医保“双通道”政策，投保患者在定点零售药店购买“双通道”药品，医保报销后“江苏医惠保1号”还将按规定进行赔付。
1700179228# #拿出实际行动来，停止向台湾出售军火，明确表态不会协防台湾，支持中国以任何方式统一中国，撤销所有对中国企业的制裁，取消对中国产品增加的关税。侵权即删
1700992104# #苏大惠“江苏医惠保1号“它这不仅是一种医疗保险，更是一种人文关怀的体现，它充分体现出”我为人人浪花一朵，人人为我大海碧波”的共同价值观，充分表现出每一个人乐于奉献的精神！
1703823117# #作者；大象搬砖。毛主席时代的省委书记什么样？。请看这一张大合影，是1961年，华东地区六个省的省委第一书记们合影。左一是江苏省委书记第一书记江渭清，左二是福建省委第一书记叶飞，左三是浙江省委第一书记江华，左四是安徽省委第一书记曾希圣，左五是山东省委第一书记谭启龙，最后是江西省委第一书记
1703638042# #转发微博
1703400810# #可可西里网红狼铁饭碗被端，如今开始带徒弟哈哈哈哈哈哈
1702179608# #高亭宇获得男子500米冠军【速度滑冰世界杯波兰站：高亭宇获得男子500米冠军】北京时间12月9日，在波兰马佐夫舍地区托马舒夫举行的2023—2024赛季国际滑联速度滑冰世界杯第四站比赛中，中国队选手高亭宇以34.70的成绩获得男子500米金牌。这也是北京冬奥会后，高亭宇获得的首个国际滑联顶级赛事冠军
1700555788# #郭晶晶认全红婵为“干女儿”||郭晶晶为守护尚且较小的全红婵尽心尽力，让我们为郭晶晶和全红婵加油。以上内容素材来源于网络，如有侵权请联系本人删除，
1701148525# #南部战区发布消息称，已驱离了非法闯入我西沙领海的美国‘霍珀‘号导弹驱逐舰。现在的情况就是这样，军事上特别硬，经济上又特别软。一边坚决驱离外军舰机的挑衅，一边又大力发展和欧美的经贸关系。甚至连日韩都想挽救一下子。就是这么个错综复杂的局面，有点乱花渐欲迷人眼吧。来源；战刀007
1701305218# #老胡这种退休正厅级干部，组织部门应该组织他们多到基层做服务工作，一年三个月采风是起码的。
1703821656# #东莞业主600万买96平房现280万没人要【东莞业主600万买96平房现280万没人要，自称“断供已成必选项”】据每经房产报道：近日，有网友在社交平台分享，其2020年11月在东莞松山湖买了某开发商一套96平方米的房子，当时花了572.6万元，含税费600万元出头。。“半年没还月供了，前几天银行通知要还月供
1700712347# #专家解读考研人数下降【专家解读考研人数下降】据教育部官网消息，2024年全国硕士研究生招生考试报名人数为438万。相比前两年有所减少，2023年为474万，2022年为457万。中国教育科学研究院研究员储朝晖认为，考研报名人数减少背后有几个因素，主要影响因素还是就业。对于很多本科毕业生来说，如果
1700870113# #转发微博
1699488299# #转发微博
1702858791# #转发微博
1703634954# #毛主席的亲侄子，毛泽民烈士之子—毛远新，在毛主席130周年诞辰之际，提前回到家乡韶山给主席拜寿！
1701561204# #转发微博
1703561781# #转发微博
1699247031# #一小时吹填出一个足球场，中国“造岛神器”到底有多厉害？11月6日，“中国式现代化·青年的回答——我比任何时候更懂你（第三季）”系列短视频之《中国“造岛神器”到底有多厉害？》正式上线。。。本集视频中，青青“答”人——“天鲸号”党支部副书记、副政委张旭和AI数字人小青，带大家打卡中国首艘超
