1700519487# #开了三年还无法收本，那一定会倒闭！
1691823176# #胡雪岩传奇（4）。。就在胡雪岩艰难谋事的同时，王有龄却在京师遇到了贵人，这也意味着胡雪岩的筹码押对了人。。。话说王有龄从杭州乘漕船迤逦北上，因运河淤积不通，只得改走旱路。为了节省盘缠，他专寻机会搭便车，若等不到机会，就只能靠步行。如此辗转数月，他总算来到了北京通州，前面就是京师了。通
1696247083# #巨大的旅游消费市场！世界独一无二，不服来战！哈哈赞
1700640094# #我发表了头条文章:《现代小说名篇欣赏（一）郭沫若的《歧路》》
1700769957# #纪录片，她被林家选妃，老了也挺难看的。哎，这可真是:。戎马一生岁葱茏。功成名就养老虎。。携眷出逃越国境，。成败一瞬尸骨枯。
1693876011# #2015年，"苏富比拍卖行"（苏富比Sotheby's是一家以拍卖艺术品及文物而著称的拍卖会，是世界上最古老的拍卖行，于1744年3月11日在伦敦成立，其办事处设于英国伦敦庞德街及纽约曼哈顿约克大道）拍卖了一批抗战时期，八路军党政领导人写给曾到延安访问的美国军人的亲笔信。其中便有毛主席写给美军少
1695574862# #1972年9月27日，毛主席将一部《楚辞集注》作为礼物送给来访的日本首相田中角荣。
1694819774# #我发表了头条文章:《撒谎能手和迫害狂麦卡锡》
1692691294# #有人说：照片前排左一这个人如果活着今年整80，现在的老人80都算年轻的，是他随父母走错了路。我怎么感觉是父母随他走错了路呢？
1688577683# #1937年，贺子珍负气出走苏联时途径兰州与兰州八路军办事处的秘书朱良才（左）等人的合影，也是她以主席夫人身份在国内留下的最后一张照片。
1691271123# #这是老胡说的话？令我震惊！
1701942076# #到群众中间去，跟群众唠唠嗑，是毛泽东一生追求的享受。
1692255784# #恶名昭著的明代权术家严嵩（4）。。因此，事无大小，都要自己处理。要防御言官，要扼杀政敌，要处心积虑讨好皇帝，多少天也不能回家休息一次。他太累了，无力步行进入西苑门了。皇帝许他骑马，马也骑不了，皇帝又特许他坐小轿直到直庐台阶下，虽然想到夏言坐小轿曾被自己诬为怠慢皇帝的一大罪状，但不坐
1689929225# #1981年，华国锋辞去了国务院总理的职务，但仍然担任主席，不过，他已将重心由工作转向了生活，平日里深居简出，很少在公众场合露面。这一年的除夕夜，中央准备举行一场国宴，向华国锋发出了邀请函。这种公开宴会的邀请函，华国锋半年中接到多次了，但都被他婉拒了，这次，也没例外。耀邦同志亲自给华打
1697584161# #各国政要陆续抵达人民大会堂，出席欢迎晚宴。中俄引领，大国外交！赞赞赞
1689675690# #北大书记访台感受：“家一样的感觉”。是啊，本来就是自己家嘛。
1703487253# #参观长春电影制片厂，震撼！深受震动！新中国第一部科教片，第一部儿童片，第一部短故事片，第一部木偶片。第一部国际上获奖影片，第一部故事片。第一部彩色风光音乐片，第一部动画片，第一部少数民族题材影片，第一部喜剧片，第一部体育题材影片，第一部长纪录片，第一部译制片，第一部彩色电影等等，
1702619085# #这是联合国的胜利✌
1694509936# #大清最后一次科举考试试题，有网友试着解析了一下考题，你看着觉得难吗？我觉得不咋难允悲允悲允悲。。。1分析周唐、秦魏军队管理，孰优孰劣。2贾宜5饵三戎之法（类似二桃杀三士）班固，秦穆公，中行说各有看法你觉得谁说的（做得）对，为什么？说说！。3诸葛亮有变法之实无改革之心，王安石行改革
1701416874# #我发表了头条文章:《听喻大华讲道光皇帝（结束篇）》
1697972504# #十万伦敦人街头游行，高呼“解放巴勒斯坦”！
1692887028# #我发表了头条文章:《阴险狠毒，擅权自恣的女皇吕雉（1）》
1692489794# #不具备出道条件，这回应太喜感了哈哈哈哈哈哈
1697980135# #当年它被纳粹残害，活过来后，它又残害别人。
1688185766# #山东大学拟聘二名硕士为公寓管理员。其实这不奇怪，我记得前些年还曝过一次，公厕招硕士呢允悲。
1702003255# #我发表了头条文章:《光绪皇帝（5）》
1693571180# #西安两医生收下红包后淡定数钱…一点不担心犯错误
1690267371# #太需要自我的人，结婚没什么好处。性格好的人，结婚是一个不错的选择。就这么简单！
1696133779# #1960年，62岁的周总理接受英国记者采访的珍贵历史影像。
1690935411# #李玟火化了，一代歌后的人生就此落幕，引起艺坛震荡，一片唏嘘声。。李玟的老公乐裕民现身殡仪馆，按下了火化按钮。这是因为他们仍然是夫妻，虽然传闻他们正在办理离婚手续，但手续没办完呢，歌后便选择了谢幕，因此，他们仍然是法律意义上的夫妻，乐裕民是唯一有资格，有权力按下火化钮的那个人，而不
1691710596# #胡雪岩传奇（2）。。胡雪岩到杭州后，在蒋老板介绍的钱庄里当学徒，他从"学生子"到"跑街"，再升到"出店"，成绩都很突出，经常得到同行和客户的赞扬。"出店"主要负责跑市面，打探消息，发掘、招揽客户，弄清储户的详细情况，催讨欠债，登门送礼，应对客户各类不时之需等，是个八面玲珑的角色，也是钱庄的
1692525502# #胡雪岩传奇（18）。。红黑两道通吃，生丝、军火、钱庄等生意越做越旺的胡雪岩，几年中成天奔走于沪、杭、湖之间，难得有一日清闲。。。一次，胡雪岩、郭庆春、七姑娘等人在盛泽镇谈完生意后，突然来了兴致，想到太湖一游。。。这次谈生意，本该由尤老五出面，但他平日事务繁忙，便让七姑娘做了全权代表。七姑
1692588069# #辅佐齐桓公创立霸业的管仲（3）。。这时的邢国又被狄人洗劫一空，于是齐桓公和管仲同宋、曹两国，帮助邢国把都城迁到夷仪（今聊城西南），这里靠近齐国，较为安全。使破乱的邢国得到安定。。。邢、卫两国都遭狄人洗劫，在齐桓公、管仲的主持下，得以复国。当时人们都赞赏地说：邢国人迁进新都城，好像回到
1699278964# #毛主席讲话原声，谈共产党的严重的缺点，那就是：思想上的主观主义、工作上的官僚主义、组织上的宗派主义…。
1694511120# #普京抵达符拉迪沃斯托克，普京还是那枚老帅锅，保镖仍然是那么的尽职尽责的保卫俄罗斯的国宝，金总行踪仍然保密不告诉你，我们的副总理受到了接见，进行了友好交谈。
1693576927# #蒋氏家族后代中的纯种中国人。
1699337039# #不允许私自做棺材其实是怕你土葬占用耕地。其实，深葬不占用土地啊，上面该种啥种啥呗，如果都占用土地的话，从古至今，我们还能有土地吗？
1700366331# #普京回应戴高乐孙子。。当地时间11月17日，普京出席圣彼得堡国际文化论坛全会时，法兰西第五共和国创建者戴高乐将军的孙子皮埃尔．戴高乐在论坛上向普京提问时说，他希望法国加入金砖合作机制。。普京回应说，"至于法国参与金砖合作机制的工作，如果法国有意愿，可以提交申请，我们会研究的。我已经提到
1702088376# #我发表了头条文章:《光绪皇帝（6）》
1695095816# #我发表了头条文章:《倒行逆施的窃国大盗袁世凯（二）》
1700814361# #1979年9月26日，86岁的宋庆龄在家宴请马海德，为其祝寿。
1701340276# #外长王毅在联合国为巴勒斯坦人民主持公道，横刀立马，发言铿锵有力！
1699757059# #官员为什么要向私营企业主行贿？私营企业主拿了就拿了，没拿就没拿，为什么要死？这个私营企业主还是有事！
1703635456# #我发表了头条文章:《大清相国陈廷敬（10）》
1702641518# #活活被以色列气死的！
1702013458# #贺龙元帅在朝鲜战场上的讲话录音。
1704027840# #锅包肉68，要的的确有点高了，咱别跟青岛大虾比行吗？
1695020882# #这就对了！一步一步来！
1697018949# #塞尔维亚街头出现中国警察。这是旨在便利旅塞中国公民、华侨华人同塞警方的沟通，协调解决安全诉求。是双方继2019年首次启动警务联巡后再度合作。
1702293973# #我发表了头条文章:《现代诗歌名篇欣赏：邹荻帆的《无题》》
1690106829# #从缅北逃回的男子讲述吃人的缅北。如果打工不出家门口，是不是就不能被骗去缅北了？
1689818718# #坚韧不拔的戴高乐（23）。。还使戴高乐意外高兴的是，他一回到拉密堡就遇到卡特鲁将军。这位学识渊博的五星上将是在戴高乐离开伦敦后到达那里的。丘吉尔接待他时对他大事吹捧了一番。据戴高乐猜测，丘吉尔甚至提出让这位将军接替戴高乐。9月22日，丘吉尔电告戴高乐，他已经作主"以你的名义"请卡特鲁将军
1702019251# #我发表了头条文章:《大清相国陈廷敬（1）》
1702112543# #我发表了头条文章:《大清相国陈廷敬（2）》
1697339584# #果不其然，对传统剧目不熟悉，材料写错了。不敢改，一是说明材料不是自己写的，是秘书写的，但也可能是自己写的，由于对传统剧目不熟悉，叫不准也这么地了。
1692349412# #1988年，邓颖超给宋美龄写信，深情回忆国共合作，共同抗日的往事，希望以平等的态度，共商国是，推动国家早日统一…“庐山初识，忽忽五十年矣，山城之聚，金陵之唔，犹历历如昨…”
1688717290# #抗战胜利后，我国处决日本战犯的真实影像。
1699406705# #我们的大班长也是工农兵学员。工农兵学员有基层工作经验，有实践，虽然文化课的基础差一些，但毕业后再回到生产实践中会更出色，也会弥补文化课基础差的不足。相反，现在的大学本科不如那时的工农兵呢！一个时代，一段历史轨迹而已。
1702635381# #他说的对吗？鼠目寸光了吧？燕雀安知鸿鹄之志！
1688186534# #1957年，毛主席出席苏联阅兵式。
