1703760997# #“技术应该在车上，而不是在PPT上。”领跑汽车这是在内涵谁？
1688794505# #男生考上研究生辞掉上万月薪工作。。很明显看出他对自己的人生有自己的规划，一万一个月工资又怎么样？像他这种专业毕业，研究生毕业工资可能更高。
1699486127# #前几天我就说了，第二家能搞定卫星通信的很可能是荣耀，这几天就得到了证实！。。现在能沉下心来搞技术的不多了，荣耀脱胎于华为，同样崇尚技术至上，每年都愿意投入巨额资金搞研发，这样的企业想不成功都难！。。你觉得荣耀手机现在有什么短板吗？
1700459702# #不管别人如何，我自己已经不买任何小日子的东西。。。日本核污水第三轮排海今日结束
1698120136# #华为澄清将发射1万枚6G移动低轨卫星。。现在就是有一帮人喜欢这么造谣胡吹！某音、某微视频号特别多，老年人也特别喜欢看……
1699832923# #我坚持使用安卓机的原因之一，就是它的NFC真的太好用了！。。我复制了单位的门禁卡，开门吃饭都用它，开通公交卡后坐地铁还有优惠。我的华为/荣耀手机还可以通过NFC和平板、笔记本实现多屏协同。现在如果让我不用NFC，我肯定不会习惯！。。这些便利，iPhone用户应该感受不到吧？
1689377329# #奔跑吧原地消失术。。我们蓝台的剪刀手牛逼，这成果绝对可以写入工作履历了，以后无论是找工作还是接私单，这就是金名片啊！嘻嘻
1692660048# #iPhone换C口安卓不通用。。我觉得iPhone15系列换C口后，应该是不支持安卓线的快充，毕竟充电协议不一样，如果连普通充电都限制，那真是作死了！
1697947458# #苹果CEO库克称超95%产品在中国造。。库克心里会不明白？我们要的是产业链整体获利，来养活千千万万的中国工人和企业，而不是只做低端的工作来获得一些微波的利润！
1695340194# #厨子的A17确实升级了，但iPhone15Pro却退步了。。。极客湾iPhone15系列的评测视频显示，A17Pro虽然性能更强，但iPhone15Pro由于散热依旧摆烂，不仅发热严重，CPU和GPU功耗也翻车，导致续航比上一代倒退不少！。。明明是地表最强的手机芯片，却偏偏一点散热方案都没有！厨子这刀砍在了自己的大腿上了！
1698192480# #苹果发布会不再是半夜。。这意思，我们得感谢库克？
1701770380# #股市我好想看看老胡的账户，现在是亏还是赢？
1697243129# #我觉得制约折叠屏普及的还是它的重量，一旦手机的重量可以做到媲美直板机的重量，相信很多人会愿意尝试折叠屏手机，这一点从荣耀MagicV2的销量就可以看出来。。。荣耀MagicVs2这次将整机重量降低至了229克，不仅仅是成为了目前市场上大屏内折叠手机中最轻薄的存在，更是比一般的直板机都要轻薄，我觉得
1690434492# #可怕啊！这也死的太冤了！。。说真的，现在很多工作还是很需要专业性的，比如空调安装，需要具有电工、机务的相关专业知识才行，希望可以对这方面的从业人员取证上岗。
1689860288# #封神新妲己出场镜头。。要不是知道这是妲己出场，我直接看视频还真会以为是某个恐怖片的预告。允悲
1695003440# #前两天荣耀发了这张图，其实大家不必过度解读。。。事实是，荣耀官方账号每天都会发一个类似的晚安文案。荣耀虽然是从华为独立出来的，很多员工曾经都是华为旗下的人员，这都人被认为荣耀还会回归华为。。。但我觉得，他们两就像已经分家的兄弟，既是亲人，也是对手！荣耀既然已经从华为独立出来了，今后肯
1694910522# #荣耀这是啥意思？想家了？
1702091906# #来了，来了！终于来了！。。荣耀Magic6Pro入网，卫星移动终端5G手机，支持100W超级快充。
1697977381# #还真没想到，华为5.5G这么快就完成了关键技术测试！真得感谢老美的帮忙，不这么逼一把，就算以华为的研发能力估计也没这么快。
1698801976# #SVIP免费领SVIP体验卡免费领送你一张SVIP体验卡，点击免费领取，即刻获得去机型小尾巴、个性Flag、内容权益、动态头像、评论气泡等超多尊贵权益。快快点击链接领取，和我一起畅享SVIP尊贵权益吧！『SVIP体验卡』
1698149609# #胡锡进称不能放任股市持续跌下去。。没想到老胡才进股市这么些日子，就亏了这么多？允悲
1699796615# #吓我一跳！我以为卢总犯啥事了！允悲
1703575093# #3999起，nova12Pro的起步价格涨了好多啊！3999确实买不到配置高点的华子了！笑cry
1703510344# #发布了头条文章：《南卡OEMix评测：佩戴舒适，音质卓越，开放式耳机新选择》
1703072275# #放弃容易，坚持从未容易！。。在我们的生活中，有很多时候我们会遇到各种各样的困难和挑战，有时候我们会感到无助和失落，甚至想要放弃。但是，如果我们能够坚持下去，不断努力和奋斗，就一定能够克服这些困难，实现自己的梦想。。。河蚌青年就是这样一群人，他们有着坚定的信念和执着的追求，他们不畏困难
1702077480# #每天早起打卡。。早呀！吃好早餐，和大佬会面去！
1701489491# #每次看到有些人对华为的恶评，我都觉得有点搞笑。😂他们说看着恶心，可是华为强了那么久，一直是国内科技公司的领头羊，这可不是一天两天的功夫。还有人说什么华为现在是鼎盛时期，这是什么意思？你是对鼎盛有误解还是对华为有误解？👀。。华为的实力和后劲，可不是你可以简单看表象的。否则老美也不
1699148210# #杭州明天降温十几度？！注意保暖啊！
1697097964# #华为发布全球首个全系列5.5G解决方案。。三年前就说了，当华为解决了芯片制造的问题，就是华为起飞的时候！5.5G！遥遥领先。
1699000161# #有人调侃荣耀X50i的这个后置摄像头模组是，iPhone、Magic、Art缝合怪。。。不过，这样子我觉得还是蛮好看的。。。另外，据说荣耀X50i这次用上了零风险调光的oled护眼屏，而且屏幕的边框级窄，应该很多人会喜欢吧？
1704003785# #杨洋对荣耀是真爱啊！大家元旦快乐！
1696911598# #荣耀MagicVs2搭载骁龙8+处理器，2K护眼内屏，16GB大内存，66W快充，这配置你觉得卖多少合适？。。盲猜个6999起！
1691541760# #华为的这个思路确实不错，为问界这个品牌打造一套标准，让想参与的厂家根据这个标准来建厂生产产品，那么不管是哪个厂家，江淮也好，奇瑞也好，赛力斯也好，它们都在一个标准下生产车，车质量也能统一！。。难怪问界销量平平华为也不急，这是在花费大量的精力在建统一标准，不愧是品牌运作高手，干什么前
1691020082# #联想客服的情商不会这么低吧？。。蹲个后续！
1695045841# #大家在给华为Mate60系列贴镜头膜的时候，一定要注意它后面的两个关键部位。。。一个是激光对焦传感器，一个是后收音麦克风，如果贴膜或戴上有镜头保护的手机壳后，会影响手机的拍照的效果和录像时的收声效果哦！
1699798519# #网友P的华为P70，甄姬应该比这美多了！
1690532085# #今年是最适合买房的年份，你相信吗？
1701042351# #一直很好奇，几十年前的美国登月号称不止一次了，现在怎么就突然登不上了呢？。。还有他们带回来的月壤和我们取来的月壤成分还不一样！疑点重重啊！。。谷歌AI认定美国登月照片或造假
1703839526# #小米汽车材料的事，又有反转了！。。交大材料杨磊再发声称：小米材料确实是自主研发的，之前没看清材料表，对不起小米汽车了。
1696141959# #今天给老爸的吉利缤越保养一下，没想到4S店很空，大家是都出去玩了吗？
1704012096# #胡锡进希望2024年股市迈过拐点往上走。。希望胡总2024年能赚钱，我的股票也可以顺利解套！笑cry笑cry笑cry
1696822975# #看到最新的手游收入排行榜，王者荣耀依旧是中国手游收入榜的榜首。。。最近好久没玩王者荣耀了，你们玩吗？
1690931587# #每天早起打卡。。兄弟们早安！我拍照是不是越来越好看了？笑而不语。。荣耀Magic5Pro
1700620028# #荣耀100系列的这次人像功能表现相当不错，人物脸部细节丰富、眉毛、皱纹都能清晰呈现，中间这张相片的高光压制能力也相当出众，暗部细节也能清晰呈现。
1691215711# #荣耀Magic5Pro在暗光环境下的表现相当不错，在博物馆灯光昏暗的环境下，基本按下快门就能成像，清晰也是不错，色彩丰富，成片率还是挺高的。
1701660735# #你以为漫威不想复活钢铁侠和黑寡妇？只是找不到合适的借口而已！doge。。好不容易塑造的世界观，不能说改就改啊！粉丝不买账以后怎么赚钱？。。所以，漫威不复活钢铁侠和黑寡妇，但是会创造出更多的复活钢铁侠和黑寡妇。嘻嘻。漫威不会复活钢铁侠
1703578794# #华为发布首款星闪套装。。华为的星闪技术确实牛逼啊！极大的降低了无线设备之间连接的延时，对现有的蓝牙体系就是一个碾压式的打击，未来肯定是星闪的天下。。。华为发布首款星闪键盘
1694072209# #听说，麒麟9000S仅仅是华为的一个前菜，发布会还有更猛的家伙！
1691719055# #网红要让补课行为断根为何引家长担忧。。浙江人211录取率5%都不到，不卷能行吗？问题的根本就不是补不补课，根源的教育资源太少的问题！
1695796112# #西安巨响绵阳巨响。。西安和绵阳距离这么远都听到了巨响，这是什么巨大的声音？
1689854316# #总结一下荣耀手表4第七天使用情况。。。手表开启连续心率、血氧检测、睡眠监测功能，24小时佩戴，有5天进行了30分钟的户外运动，另外，每天电话20个左右，消息提醒无数。。。其中，有一天因为我拍视频，手表设置为长亮，耗电异常高，所以如果排除异常耗电的这一天，续航差不多9天左右。。。这样的续航时间，
