1602822161# #快讯|广州花都发现1例新冠肺炎疑似病例快讯|广州花都发现1例新冠肺炎疑似病例
1614386878# #凤凰新闻【截至2月26日24时新型冠状病毒肺炎疫情最新情况】2月26日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例10例，均为境外输入病例（广东5例，陕西2例，天津1例，上海1例，四川1例）；...
1622991643# #我正在看【广州一核酸检测人员中暑晕倒市民：穿那么厚水都没喝很感谢他们】，分享给你，一起看吧！广州一核酸检测人员中暑晕倒市民：穿那么厚水都没喝很感谢他们
1559301257# #赞
1604567812# #我分享了的文章
1626256893# #澳大利亚新州新增89例新冠病例 政府宣布加强病毒检测--澳新频道--人民网（分享自
1698628114# #分享图片
1692168739# #《中俄朝行动在即？李尚福访俄之际俄朝通话，美三军成“没头苍蝇”》中俄朝行动在即？李尚福访俄之际俄朝通话，美三军成“没头苍蝇”
1597203056# #特朗普：如果我输了大选，美国人人都得学中文了特朗普：如果我输了大选，美国人人都得学中文了
1681986583# #《人生的境界》。毛泽东曾这样评价杜月笙：“终其一生，做到六个字，有本事，没脾气。”按常理说，“黑帮大佬”应该是性格很拽，暴躁易怒的样子。可是杜月笙完全跟这不沾边儿。他曾说过一句经典的话：“头等人，有本事，没脾气；二等人，有本事，有脾气；末等人，没本事，大脾气。”。1951年8月，
1659232782# #搜狐新闻:【“携手共筑强军梦喜迎党的二十大”网络倡议书】
1689212795# #亲们早上好！。今天是2023年7月13日星期四，阴历五月二十六。。武汉市今天晴天转多云，南风三级，29℃~36℃，空气污染24（优），空气湿度67%。明天多云，气温26℃~34℃。。当你能够忘记你的过去，看重你的现在，乐观你的未来时，你就站在了生活的最高处。当你明白成功不会显赫你，失
1697332724# #玫瑰一天一个愿望，点燃新的希望；跳跳太阳合十。玫瑰一天一个祝福，心情格外舒畅；跳跳太阳合十。玫瑰一天一个问候，彼此快乐安康！跳跳太阳合十。玫瑰跳跳太阳早上好合十咖啡爱心握手
1586245007# #永远记住张静静
1630109360# #分享图片
1605089854# #新冠疫情让人一刻也不能放松，我每天出门口罩、手套都戴着，尽管喘不过气，还得坚持。回家洗手，换衣服。路线只有一条，从家到公园，锻炼1小时左右，然后沿线返回家。坚持就是胜利！让我们一起努力！微笑
1692062007# #分享图片
1615117177# #凤凰新闻【王毅：将于4月春暖花开的时候，向世界展示湖北浴火重生的新面貌】【环球网报道】3月7日（星期日）下午3时，十三届全国人大四次会议在人民大会堂新闻发布厅举行记者会，邀请国务委员兼外交部长王毅就“中国外交政策和对外关系”相关问题...
1594116689# #高考来了，加油！
1700617507# #青山托幸福，绿水带吉祥，新的一天，平安为先，一声问候，胜似相見，真诚祝福，健康永远！。早上好！呲牙胜利玫瑰
1634602617# #分享图片
1621673654# #双星陨落！两位国士相继去世相隔两分钟双星陨落！两位国士相继去世相隔两分钟
1662250321# #亲们早上好！。今天是2022年9月4日星期日，阴历八月初九。。武汉市今天多云，北风二级，气温20℃~31℃，空气污染36（优），空气湿度72%。明天多云，气温20℃~31℃。。人生最难做到的，是告别复杂，回归简单，找到内心真正渴求的东西。戒是一种智慧，更是一种境界，戒
1630323598# #恩施地心谷景区（2021.7.9）
1613383903# #凤凰新闻【时隔10天石家庄再现确诊病例，市委书记实地检查隔离点】2月14日，河北省新增1例本地新冠肺炎确诊病例，为石家庄市报告。流调显示，确诊病例1月10日转运至藁城区指定隔离点进行集中隔离医学观察，2月13日晚因发热转入医...
1685617272# #六一儿童节的中山公园人流
1617410971# #分享图片
1615022862# #分享图片
1650798871# #五一友情提示：如果解封，轻点疯，疯过了，还得封，若再封，都得疯，解封不代表可以到处疯，所以请大家悠着点疯偷笑是封还是疯，取决于你想疯还是想封，不想封就别疯捂脸捂脸～
1600252428# #转发微博
1651883580# #分享图片
1595220306# #凤凰新闻【紧急！大量蝗虫入境】据农业农村部消息，6月底以来，黄脊竹蝗大量持续从老挝丰沙里省迁移至我国云南江城、勐腊等边境地区，波及范围13.5万亩，其中农田3.2万亩，林地10.3万亩。7月...
1622811333# #【南方PLUS客户端】无人驾驶车队向广州荔湾隔离区运送物资疫情之下，一群另类“抗疫英雄”挺身而出，送餐送药无惧感科技抗疫广州无人车、无人机驶入隔离区,保障物资配送
1672198935# #转发：这次病毒确实不能当普通感冒也不是大号感冒，得的人会有感觉跟平时感冒不一样，感觉不烧了好像是好了，可是一直说不出来哪里不对劲？这次病毒不发烧后的康复期比较长，有的人失去嗅觉、味觉、甚至一直饿或是一直不觉得饿、还有的人一直咳粘痰还有的人一直就睡不醒浑身没劲，更有的就是走快了或者
1570233897# #赞
1617583932# #分享图片
1591102840# #卢祖洵：用不了多久，我们就可以摘下口罩、自由呼吸了
1646726585# #各位老师好，根据最新疫情防控排查通知：。。请各单位迅速对2022年2月22日（含）以来有天津市西青区；2月26日（含）以来有山东威海市文登区龙山路街道、环翠区凤林街道、皇冠街道、竹岛街道和田和街道；3月3日（含）以来有辽宁沈阳市大东区东站街道和沈河区新北站街道；2月28日（含）以来有云南昆明市呈
1644827360# #请各单位迅速对1月27日（含）以来有江苏省苏州市苏州工业园区旅居史来鄂返鄂人员开展追踪排查工作。如排查出相关人员，请第一时间与社区联系（主校区联系华科大社区87542343，同济校区联系同济社区83694992）。。请各单位统计有关排查情况，于明日（2月15日）17:00时前更新并填写信息统计表，反馈到xbms
1689471649# #分享图片
1657288065# #上联：昨天七七事变。下联：今天安倍祭天。横批：老天有眼
1637454896# #早安吉祥太阳玫瑰咖啡合十。道理是生活的智慧，经历是自己的人生。信仰是高于生活的道理，而活在现实里的人，就必然要接受现实里的琐碎和繁杂。人活着，纵然有学不完的道理，但能让人变得成熟的更是人生的经历和磨砺。而人只有在经历中变得成熟，才能把生活看成永恒的道理。。玫瑰
1657240968# #亲们早上好！。今天是2022年7月8日星期五，阴历六月初十。。武汉市今天多云，南风一级，气温26℃~35℃，空气污染51（优），空气湿度87%。明天晴天，气温28℃~36℃。。做人要一半聪明一半糊涂，把聪明的眼光对向自己，对自己的缺点错误，一定要心如明镜明察秋毫，一点不能马虎放过。
1688018927# #大雨后的香溪河
1673312284# #亲们早上好！。今天是2023年1月10日星期二，阴历腊月十九。。武汉市今天晴天，霾，北风二级，气温2℃~15℃，空气污染238（重度污染），空气湿度63%。明天多云，霾，气温3℃~18℃。。生活中有很多小事，举手之劳便可完成，但是很多人都不愿意去做。一个人的成功往往不止
1639701487# #分享图片
1644109448# #分享图片
1620730195# #澳大利亚维州新增1例新冠病例 患者完成隔离后确诊--澳新频道--人民网（分享自
1631941274# #分享图片
1577182569# #说得对赞渴望、梦想、追求、奋斗，实现自我价值马到成功
1593770969# #大拇指指甲上有竖纹是怎么回事大拇指指甲上有黑色竖纹的原因手指甲上有竖纹图解保健学堂猿猴健康网|www.533120.com
1601422644# #分享图片
1673312566# #分享图片
1622807615# #【澎湃新闻】改-快递哥车祸苏醒发现摩托被顺走(01:22)近日，贵州贵阳。顺丰快递哥杜师傅出车祸昏迷，快递哥车祸苏醒发现摩托被顺走:对方趁我意识不清还想扯手机
1698885505# #感恩是一种修养，感恩是一种气度，感恩是一种境界，感恩是一种美德，感恩是一种人品，感恩是一种智慧，感恩更是一种责任。当你拥有了那颗感恩的心，你永远就是人生中的智者。愿所有人都能：情如谦裕结草衔环，恩似灵峰厚德载物。感恩自然，聆听每一次的花开花落；我们感恩生活，珍惜生活中的每一次感动
1571910892# #新浪邮箱问候语物尽其用，人尽其责。
1692350715# #搜狐新闻:【朝鲜发出核战争警告：不再是会不会发生的问题，而是何时发动-搜狐新闻】
1544416009# #新浪邮箱问候语中午好！不必羡慕他人手中的玫瑰，因为你也有一朵百合。
1551004030# #转发微博
1692666485# #七夕感恩生命中所有的相遇鲜花鲜花鲜花
1606818375# #澳大利亚新南威尔士州多地出现火情 11月平均气温创下历史新高--澳新频道--人民网（分享自
1657527906# #搜狐新闻:【上海大面积封控消息不实–上海下周将大面积封控并采取“百日行动”？上海发布回应】
1665881286# #亲们早上好！。今天是2022年10月16日星期日，阴历九月二十一（世界粮食日）。。武汉市今天晴天，北风一级，气温14℃~26℃，空气污染55（良），空气湿度99%。明天晴天，气温9℃~22℃。。世事如落花，心境自空明，宽容大度，笑对人生。春有百花秋望月，夏有凉风冬听雪。心中若无烦
1679619211# #转发微博
1578060746# #2020
1624579082# #分享图片
1608773531# #分享视频
1686188548# #分享图片
1688515942# #转发微博
1605261908# #如何安全食用冷冻冰鲜食品？北京疾控建议这样做（分享自
1605683378# #凤凰新闻【法国一电台重大失误！误发英女王、美前总统等近百条讣告】法国国际广播电台（RFI）网站主页16日出现重大失误，因“技术问题”连续发布近百条讣告，“死亡名单”包括多位健在的世界名人。据英国广播公司当日报道，英国女王伊丽...
1605093310# #凤凰新闻【潜江发现一例境外返鄂人员核酸检测阳性武汉卫健委发布紧急通告】11月10日，潜江市发现一例境外返鄂人员核酸检测阳性。11月11日，经省专家组初步认定为境外输入无症状感染者。经调查，该感染者10月16日从哈萨克斯坦经白俄罗斯...
