1692014555# #7.28
1700191148# #国家发改委：努力解决制约民营经济发展的难点、堵点和痛点问题
1694672537# #A股走成这样，估计不少投资者在琢磨少奋斗十年的方法…哈哈
1687917571# #6月27日晚，市值不足30亿元、上市同样刚满一年的亚香股份（301220）也公布了公司股东的大幅减持计划，公司三名股东合计拟减持不超过16.07%股份
1695775846# #上市公司存在破发、破净情形，或者最近三年未进行现金分红、累计现金分红金额低于最近三年年均净利润30%（以下统称分红不达标）的，控股股东、实控人不得通过二级市场减持本公司股份。。这种消息，应该早点来嘛。。现在夜总会人都走了，舞女才开始慢慢解钮扣，效果肯定不及预期
1696745754# #闲着没事，臆想一下，如果诺贝尔奖基金由A股基金经理打理，会怎么样？。。马上想到了芯片弯道超车天团哈哈
1695106341# #它真不要脸。
1702959272# #12月17日，海银财富官微发布公告称：近期受经济下行的影响，项目出现迟延，给投资人带来不便，深表歉意
1697036506# #羊城晚报：连线以色列华人商会：当地华人至少3人中弹，4人失联
1687564988# #贫富差距、房价问题、医疗问题、家庭教育开支……。。消费内需提振需要实实在在的让利于民…
1692933302# #浙江广电宣布停播中国好声音什么样的水土环境就有什么样的节目，我已经好多年不看电视了。。爸妈的卧室放了一个电视，孩子们的娱乐室放一个电视，主要给他们看动画片，客厅和主卧都没电视。。既不能让我愉悦，又不能让我增加知识，还是眼不见为净
1692367716# #投资就投资，市场主要问题很明显，不可能看不出来。。投资还树一个假想敌，把主要责任推到外部，给国内的意见不同的戴高帽子，动不动上纲上线。。其实，他们只是为了投机讨好、方便赚流量钱而已，和大妈、于丽、地瓜之流也没多大区别
1700460069# #11月1日以来，在岸离岸人民币分别升值1.4%、1.6%，同期美元指数大幅走弱2.7%。。所以，消息面上，A股利好其实不多
1694498331# #所以700多万软肋还是太多了doge
1686882206# #在A股投资，那是在虎口里抢肉，在衙门快刀上讨生活。。所以，不要挑肥拣瘦，蚊子腿也是肉，赚的不多，也比亏强。。昨天短线，今天或明天止盈都可以。。以前经济好，都牛短熊长，现在的经济现状，整天喊牛市，无异于痴人说梦
1703226294# #港股手游股大跌首先，中国经济、A股长期向好，理由看各大新闻媒体铺天盖地的报道，这里不赘述了。。其次，教培在前，手游在后，说明各行业高质量发展阶段到来。。公安部又在依法严打网红大V造谣传谣等乱象，说明一切都在往最好的方向发展
1687744866# #又跳水了，继续等待
1691731156# #感觉尾盘会有一波负拉升，拭目以待嘻嘻
1699492192# #金观平：活跃资本市场关键在深化改革。。那你倒是行动啊？。。财务造假、限售股转融通……
1695454164# #一些预制菜，保质期一年……那要放多少防腐剂啊。。现在大部分人家做好的蔬菜，基本上都是当天吃，吃不完就扔。。觉得不影响身体的专家，可以先让自己家孩子每天晚上吃一顿预制菜，吃两年再来说
1695431455# #斩首行动是现代战争重要的战术手段，有助于减少普通士兵的伤亡，并让战争的发动者、组织者、指挥者感受到比在战场一线更具危机，从而降低战争的发生或者尽早结束战争。。斩首行动，还容易会让敌军内部出现裂痕，最终出现内讧，对老百姓也是利好，可以减少平民伤亡
1696204807# #津巴布韦通过一项禁止批评政府的法律，违反将面临最高20年监禁
1687004200# #三年。。。犯罪成本也太低了
1692944089# #看来卖对了
1696659710# #李蓓，今年初强烈看多地产股。。前一阵子骂外资搅屎棍（原来A股在她心目中就是…）。。现在又墙裂看好A股进入牛市。。就问你怕不怕哈哈
1697793701# #上个月就说过了，有些人把A股想简单了。。他们以为，上面一句活跃股市，下面必然会有这个结果。。事实证明，当利益链根深蒂固、盘根错节的时候，想要改变，是非常困难的事情
1689904865# #做狗并不是一件容易的事，首先要放弃人的尊严，还要让主子看入眼才行。做人就简单多了，因为天生就是！
1698044409# #A股虽然经常负上涨，但也有一点好：。。A股不像媒体那样——老是放出大话出去，最后让人笑话。。A股不吹牛、不掩盖，倒是真性情哈哈
1701742766# #一人花近10万买彩票中2亿。。经济高质量发展阶段，彩票成为不少人心中的唯一希望，今年前十月，彩票销售额同比增长53%。。可是，你真的能中大奖吗？有人从未来穿越回来，花十万中2亿呢，而且巧妙的不用交税，你们斗得过他们？哈哈哈哈。。不过，由于上了热搜，这个穿越回来的主任倒不敢兑奖了，你说好
1691667404# #环球时报援引日媒：报考人数持续下降，越来越多日本人不愿当公务员。。在这里，不得不批评一下日本人，明显觉悟不高啊，不肯牺牲自己为大众服务。。看看我们这边，积极性多高。据公考资讯网，国考报名的都超过250万人了
1694175520# #先把漏洞补了再谈其它
1695433994# #你要是能做得到，早就打了吧哈哈
1703071586# #3000点是A股底部首先，旗帜鲜明唱多A股，看好经济发展。。我宣布3000点是底部，2900是底部尖尖哈哈
1701218134# #环球时报援引日媒：美国人预期寿命连降3年。。外交部：美方行径严重破坏国际经贸规则，不得人心、不会得逞
1702900753# #胡锡进谈“股市历险”：跌到2800点以下肯定敢加仓，2800点以下遍地都是黄金。。老胡几个意思，根本没有跌到2800以下的如果…老胡对A股大牛市没有信心？哈哈哈哈
1702193645# #前提是房价和收入比正常、房贷低利率不离谱吧。。如果房价过高，银行利率又高，那普通群众一辈子给房子卖命、给银行打工，那扩大消费从何谈起呢？
1690942345# #收肉了，休息休息，都是口惠，就没看到一条实实在在的东西
1697335518# #对无权无势的投资者来说是砒霜。。对一部分有权有势的利益链条来说却是肥肉。。堵住A股漏洞难度在这里。。目前A股改革徐徐而进放在以前也许不错。。但是现在全球经济压力、国内行业爆雷，恢复经济迫在眉睫，时间不等人啊，等恶化了再改效果也差远了
1693964528# #经济日报金观平：自主创新托起“中国芯”
1699003807# #证监会：将出台《资本市场投资端改革行动方案》加大中长期资金引入力度
1686984938# #一颗老鼠头为何要省级调查组才能查清。。一味和稀泥、愚弄舆论的人，也应受到严肃处理。。为什么愚弄舆论的人越来越多了呢？
1695097342# #是这样吗？对我们有多大影响？
1697246062# #我们相信一个人或媒体，前提是他讲真话。。如果他是个造谣的惯犯，一直嘴上一套背后一套。。那你相信他的基础在哪呢？。。我支持任泽平的这个观点
1703043099# #证券板块砸盘。。专家来分析一下，是不是牛市的预兆？哈哈
1690248648# #昨天换股觉得自己对了。。今天看开盘，傻眼了。。不过，好歹都赚了几个点允悲
1690804814# #转发微博
1694741663# #量化：蚊子腿也是肉啊
1697765209# #3000点开盘就破了允悲
1692085979# #程序猿问题很严峻
1703251729# #分享图片
1703134925# #他们的工作，网友早就总结过了，什么上面雕花来着？哈哈
1703647371# #丁胖子金牌讲师被全网禁言。。之前是假要饭，这一下恐怕要成全职要饭了。。又一个求仁得仁的例子哈哈……
1702771533# #古代和近代的太监原来是这样定义的哈哈
1698547169# #A股注册制这样搞，如果不完善制度，只是让社保基金、汇金往里填，恐怕都难以填满他们的欲望，指数回暖也不容易
1687655376# #重仓A股的股民松了一口气，不过，还不能完全放松警惕。。历史上，造反被招安的还能有什么好下场？瓦格纳手握精兵，岂能任人宰割。。通过这个风波，大俄内部矛盾激烈以及军方无能也暴露无遗，前线乌军肯定信心倍增。。预计，好戏还在后头，年内吃更大瓜的预测不变
1690878092# #这是A股吧？允悲
1689823060# #捞一点证券做个超短，博弈反人性
1689487148# #经济日报：以国内大循环吸引全球资源要素
1690426025# #消费者总是在弱势一方！摊手
1689212467# #今天证券是来骗炮的，还是来真的？
1701431428# #拼多多这次市值击败阿里不是因为temu发力了吗？。。我主要在淘宝上买，拼多多也买过几次，感觉确实很便宜，但质量确实一般，想着一分钱一分货，也没有退货退款过。。拼多多的成长，说明我们的低收入群体大有人在，这几年消费逆升级的也不少
1687310449# #端午期间，大概率会出现怎么样的财经信息？。。今天埋伏，节后兑现
1700789819# #救地产行情。。妖股跌的稀里哗啦
1688969999# #转发微博
1687929556# #转发微博
1687588511# #俄总统普京将发表讲话。。会不会是因为身体原因……
