1701737709# #赞
1690494897# #女子抱娃摔倒抽搐路过护士跪地急救赞连云港赣榆，女子抱娃时意外摔倒，下一秒失去意识开始抽搐，所幸有人站出来抢回一命。不少网友表示，设计这种斜坡路面害人不浅，如不改进还会有更多人摔倒，应该追责。郎摘新闻超话
1690806292# #卖的鱼只是草草加工，回家还得自个细细打理
1698070712# #河南一地限制每日20时至次日7时遛狗没必要如此吧？规范养狗固然必须，此举超出“规范”之范围。凡事莫要走极端，包括一刀切。
1690464660# #警方回应夫妻深夜摆摊妻子跳河身亡唉，当有媒体报道摆摊一天能挣大几千上万，却没想到真实的摆摊人，却如此不易……泪v光计划
1700220611# #有惊有险……
1696370460# #涨知识
1690670293# #有点意思，贵州几名男子胳膊夹石头，玩起了水下行走，网友：＂看这架势应该是要去龙宫谈业务。＂允悲郎摘新闻超话
1690944992# #赞赞赞
1693644659# #允悲
1694683426# #股市，究竟谁在赚钱？疑问疑问疑问
1703573875# #老人骑改装后的三轮车闯红灯与丰田车刮蹭死亡，交警认定：老人负全责，司机无责任……郎摘新闻超话
1692828254# #官媒报道了……
1690034832# #农民工爸爸下班回家一脸笑容，给孩子带了零食，给妻子买了水果……心郎摘新闻超话
1690513336# #分享图片
1702877815# #给住院婆婆吃泡面博主被拘山东警方：编造虚假信息，“给住院婆婆吃泡面”视频博主被拘……
1701986823# #你知道吗？感冒发热头痛时传染性最强近期呼吸道疾病高发。医生提示感冒后出现恶寒、发热、头痛时，是传染性最强的时候。患者应该如何科学用药？孩子感冒了，家长需要戴口罩吗？扩散话筒郎摘新闻超话
1697700957# #这……
1693823430# #转发微博
1703417984# #分享图片
1702354908# #100张年度旅行照片近年来，走过大江南北，无数次旅行，让我深深体会到，生活半径得以延伸，眼界视野得以拓展。旅行，是用脚步丈量世界，用眼睛发现美好，用心灵感受自然，它能让你很多东西近在眼前，路在脚下。而这些，是你文字无法描述的美好，亦是你屏幕无法体验的身临其境。
1700127300# #愿邀请5万名美国青少年来华交流学习好事赞
1698789600# #俩男孩离家出走男子暖心报警送回心赞10月30日，河南安阳。凌晨三点多，一男子在户外看见俩男孩蜷缩地上睡觉，于是热心帮忙给他们买了包子，开电暖扇给孩子取暖。询问得知男孩因与妈妈吵架才离家出走，至今已有三天。于是男子报警说明情况，警察将其带走寻找家人。郎摘新闻超话
1693538193# #上海太平洋百货正式谢幕【太平洋百货闭店最后一刻：管理层鞠躬致谢，顾客举着发票离开】晚上10点之后，商场管理层和员工在门口向最后一批离店顾客鞠躬致谢。面对无数镜头，两位顾客举着当天发票走出商场宾并接受媒体采访……郎摘新闻超话
1701939150# #越剧传承，大有作为赞
1702266381# #给城里人一点赚钱震撼今天的年轻人，生活真是多姿多彩，比如赚钱，方式可是越来越多样化了，有人在农村开披萨店，有人可以在湖上创业，有人做职业伴娘……说到底，她们就是通过打破固有思想，实现自己的财富自由。这也说明了，只要敢想敢干，处处都能上岸，挺好的赞
1695170974# #餐厅员工发顾客打娃视频后赔1万离职9月19日，阻拦母亲殴打女儿的西餐厅员工江先生在赔偿对方1万元后，已辞职离开长沙。此前，媒体报道女子胡某因女儿摔倒，衣服被手里的冰激凌弄脏，这位母亲情绪失控殴打并用椅子砸向女儿，江先生和同事上前阻拦并将事发视频发布上网。江先生称，事发后该女子多次来
1694147014# #车重要，还是人重要？
1697342378# #这个引体向上难度不小，冠军的背后有着常人难以想象的付出和努力。赞郎摘新闻超话
1703801617# #月嫂因婴儿哭闹采取过激行为被行拘【重庆警方：月嫂因婴儿哭闹心情烦躁采取过激行为，已行拘】针对重庆一名月嫂被指虐待刚出生26天婴儿一事，12月28日晚，澎湃新闻重庆市公安局江北区分局获悉，经送医检查，婴儿身体表征无异常。警方通过核查就诊情况、询问、查看监控、相关人员、征询儿科专家意见
1692318938# #转发微博
1697977974# #男足终于有好消息了耶
1691055302# #女子将剩饭菜倒入邻桌锅里店家道歉湖北武汉，男子吃自助取菜期间，邻桌女子将剩饭菜倒其锅内，男子家属回应：故意的，倒完还在笑。不少网友表示，太离谱太缺德了，要是有传染病怎么办？这是从骨子里透露出来的坏。怒郎摘新闻超话
1701505320# #分享图片
1700350600# #老人骑改装后的三轮车闯红灯与丰田车刮蹭死亡，交警认定：老人负全责……老人骑车闯红灯遭撞被判全责郎摘新闻超话
1693527821# #怒
1689409443# #允悲
1696579806# #惠州某楼盘，房价从14000-16000降价到8000多，老业主心态崩了，集体到售楼部抗议！因为房价跌了，就逼着地产商退钱……郎摘新闻超话
1699528381# #分享图片
1689304917# #允悲允悲允悲
1691750077# #赞
1699322761# #VPlus双11惠聚周年庆来了，订阅年费抢限量300张早鸟折扣券，低至3折起，仅限3天，订阅后抽现金红包，100%中奖（最高奖1111元），点击下方卡片订阅↓苹果ios用户支付方法：
1697111677# #谢谢支持作揖
1699870634# #很好赞
1702885058# #老人骑车逆行摔倒SUV未接触被判担次责【交警：没碰到≠没责任话筒】12月10日，在安徽合肥一丁字路口处，一辆黑色SUV减速右拐。此时，一名七旬老人骑着电动车逆行摔倒在车前，双方并未碰撞。事故发生后，司机主动下车搀扶老人却被要求担责并支付手术费用。最终，司机被判定承担次责，要承担一定责
1693015229# #赞
1695732107# #凄美？允悲
1694476148# #漂亮赞
1690506708# #大妈们，太不让人省心了……吃惊抓狂郎摘新闻超话
1697373168# #网传河南一乡政府禁止农民机械收花生因领导检查、扬尘太大乡政府禁止农民机械设备收花生?河南延津县有关部门：引导错峰作业降尘的解释有误，致群众误解郎摘新闻超话（华商报）
1699361587# #允悲
1703318262# #12月15日，广东。厂里员工因为家庭条件特殊，经常带着宝宝上班，老板非但不责怪，还贴心地买玩具哄娃……话说这个老板真心不错心赞郎摘新闻超话
1694135661# #这个信息不知核实过没有？但据说个知识点，日本不产三文鱼，日本三文鱼本来就是挪威产的，挪威基本不受核废水影响，受影响的就是东亚和北美西海岸。郎摘新闻超话
1689392051# #允悲赞
1700917758# #允悲
1702779344# #罗永浩直播回应炮轰东方甄选看罗永浩在直播中，针对东方甄选的风波发表的看法，说东方甄选可能是直播电商在中国诞生后，自己见过的最恶心、最low的公司，强调头部主播在公司应拿走大部分利益，这不是老板厚道，而是市场价值的公平分配。这个事件发酵已有些天了，希望东方甄选能以此为契机，提升产品
1698928691# #很感动赞
1701344161# #这，转的晕晕乎乎有点儿厉害……哈哈哈哈哈哈郎摘新闻超话
1693403787# #深圳网红交警“熊警官”查酒驾查到区长被调岗？当事人辟谣：太扯了！是自愿转岗允悲郎摘新闻超话
1702338000# #陈佩斯的作品，百看不厌，除了吃面条，还有这……允悲哈哈郎摘新闻超话
1696458095# #上个厕所帐篷就没毁了音乐节童话一个人，即便是做了一百件好事，也抵不过一次犯罪；一个城市，即便是发展再完善，一个丑闻也会令她大打折扣。此事，建议南阳妥善处理，否则，难免成为当地一道难于抹去的阴影，在一定程度上会影响当地的经济发展和对外合作。v光计划
1695300382# #预制菜将来或许是个发展方向，这个没问题。问题是，现行食品安全还难以被人信任……
1691497977# #警方回应云南罗平有人当街砍伤多人【属于刑事案件，嫌疑人已被控制拳头】8月8日，有网友发消息称，云南省曲靖市罗平县有人当街行凶砍伤了多人。8日，罗平县有关部门工作人员称，该案属于刑事案件，公安部门正在侦办中。罗平县一派出所工作人员表示，县城确实发生了当街砍人的事情，县城一派出所已
1703996100# #七成定律……
1703495537# #2023请回答时光飞逝，似乎2023年的日期还没写够，转眼2024年已进入倒计时。回眸2023年，有无数个温暖瞬间治愈心灵，增人信心，给人力量。在这一年，我们每一个人，有收获亦有失去，有所得也有遗憾，然，过去的终将成为过去，接下来的日子更值得我们去期待。
1694597759# #允悲
1693185329# #允悲
1695111961# #抓狂
1692331097# #民警火场坚持进里屋发现酣睡老人吃惊🙏赞近日，山东临清，一民房突然深夜着火，周围邻居发现后立即报警。警察赶到后，了解到房屋主人是一位老人，迅速拿了一把锤头闯进火场，砸开里屋房门，发现一位老人酣睡中。民警连忙叫醒老人，扶到安全的地方，又与其他人合力把火扑灭。郎说警事超话
1694408662# #一口一个，小时候总听说老鹰吃小鸡，今天终于见到了……吃惊郎摘新闻超话
1691317745# #地震时夫妻同时惊醒护住宝宝【本能反应！心赞】8月6日凌晨，山东德州5.5级地震，监控拍下这幕令人动容，地震时夫妻同时惊醒护住宝宝。网友：这一刻所有的爱都是本能。郎摘新闻超话
1691765172# #心
1703595114# #新京报：云南一农村5桌以上聚餐需报备
1693483602# #转发微博
1690965031# #7月31日，大连。女子遛狗在商家门口拉屎，商家出来让她擦了就完事，女子怒吼：谁家狗不拉屎，我今天忘带纸了怎么了！郎摘新闻超话
1694236703# #你知道吗？专家为什么不让烧秸秆？来听一下这位专家是怎么讲……摊手郎摘新闻超话
1691963531# #为成为榜一大哥男子夜间偷大蒜吃惊抓狂【“榜一大哥”的双重身份：白天打赏夜里盗窃】近日，山东菏泽。一男子偷盗大蒜被民警抓获，男子称其痴迷上直播间的一位主播，为了成为“榜一大哥”，他打赏的金额越来越大，因为钱财用尽，遂想到偷盗。（视频来源：相关人士）郎说警事超话
