1698363499# #乌克兰武装部队第25空降旅突击了俄军的一个阵地，俘虏一群俄国兵。俄乌战争
1688399706# #【乌克兰警告俄罗斯游客远离克里米亚海滩】乌克兰国防部昨天分享了一段视频，警告潜在的俄罗斯度假者远离克里米亚海滩。。。该部在Twitter上发布的一条消息中说：“我们去年夏天警告过你远离克里米亚。我们的季节性预报暴风雨天气即将到来”。。。文字随附的剪辑显示乌克兰对克里米亚的袭击，而游客和度假
1697753900# #俄罗斯国防部称苏-27在黑海上空拦截了英国RC-135侦察机和2架台风战斗机。俄乌战争
1688891943# #乌军使用的悍马车被击中，人没事继续干活。俄乌战争乌克兰反攻
1697240472# #美国称，近日朝鲜通过铁路向俄罗斯运送了300个装满弹药的集装箱。根据美国的说法，集装箱在9月7日至10月1日期间从朝鲜纳金运往俄罗斯杜内岛。。。另据白宫的约翰柯比的说法，最近几周，朝鲜向俄罗斯提供了1000多个集装箱的军事装备和弹药。俄乌战争武器装备
1697123771# #巴勒斯坦伊斯兰圣战组织军事人员SpoxAbuHamza说：“犹太复国主义者不知道我们为他们准备了什么。你在加沙信封中看到的，你会在其他地方看到的”。。。以色列军队宣布向加沙投下约6000枚炸弹。以色列巴勒斯坦冲突以色列正式向哈马斯宣战
1700263227# #以色列军方说，它从加沙希法医院附近的一栋建筑物中找到了19岁的以色列国防军下士诺亚·马西亚诺的尸体，她的葬礼在莫丁举行。。。据以色列军方称，至少有五名武装分子在约旦河西岸的杰宁被杀;。。世界卫生组织表示，它“非常关注”加沙的疾病传播，冬季的到来将使情况恶化;。。一名以色列官员说，以色列战争
1696832197# #以军的报复使加沙成为人间地狱，加沙地带处于毁灭边缘，加沙城恐将成为遗址。以色列巴勒斯坦冲突第六次中东战争会爆发吗
1698570874# #以色列安全部队在约旦河西岸杰宁逮捕了法塔赫领导人拉姆齐·法亚德。。。以色列军方表示，过去一天，战斗机袭击了加沙地带约450个哈马斯目标，包括指挥中心、观察哨和反坦克导弹发射阵地。以色列正式向哈马斯宣战
1697495047# #哈马斯发言人阿布·奥贝达发表了十分钟的声明。值得注意的是，他说，以色列空袭造成22名人质死亡。尽管他没有提供证据来支持他的主张。他还说，哈马斯有不同国籍的人质，并认为他们是“客人”。以色列正式向哈马斯宣战
1699940572# #数百名犹太活动家及其盟友在以色列驻芝加哥领事馆抗议。数百名犹太和平活动家及其盟友聚集在以色列驻芝加哥领事馆。。。示威者封锁了领事馆的入口，并要求美国支持加沙停火。。芝加哥领事馆位于一栋与奥格尔维交通中心相连的建筑内，奥格尔维交通中心是一个主要的通勤火车站。。。据本·洛伯（BenLorber）称，
1690035935# #7月22日上午克里米亚奥克蒂亚布尔斯克村附近，俄罗斯黑海舰队航空兵在该地区最大的油库发生爆炸。俄乌战争乌克兰反攻
1695687291# #根据一项新的科学研究，极端的全球变暖可能会在2.5亿年内将包括人类在内的所有哺乳动物从地球上抹去。。。研究警告说，温度可能会上升到70摄氏度（158华氏度），并将地球转变为“缺乏食物和水的敌对环境”。。。地球将升温到许多哺乳动物无法生存的程度，地球上的大陆将合并形成一个炎热、干燥、不适合居住
1688564258# #总参谋部发言人说：乌克兰武装部队在巴赫穆特方向的克里斯基耶夫卡地区的进攻中取得了成功。俄罗斯博主在电报中证实了该信息。俄乌战争乌克兰反攻
1699963734# #以色列国防军：手榴弹、卡拉什尼科夫步枪和炸药：步兵学校旅战斗队的战士突袭了哈马斯旅指挥官艾曼·诺法尔的总部，他在加沙地带的以色列军队袭击中丧生步兵学校旅战斗队的战士袭击了位于加沙地带北部一家混凝土厂地区的恐怖主义基础设施。以色列巴勒斯坦冲突
1698311076# #以色列军队昨晚在加沙地带对步兵和装甲部队进行了一次不同寻常和广泛的地面袭击。这次袭击在加沙境内的范围和深度都更大。其目的是从加沙地带内攻击哈马斯目标，并加强防御。这是一次比过去两周迄今在加沙地带进行的袭击更为广泛的行动。以色列正式向哈马斯宣战
1693990306# #乌军78赫茨特种部队在新普罗科皮夫卡——韦尔博韦之间的两军交战地带俘虏了一批俄军。俄乌战争乌克兰反攻
1703943530# #【波兰指一枚疑似俄罗斯导弹侵犯领空。波兰星期六（12月30日）重新启动对导弹部件的搜索行动】。。波兰指这枚导弹于星期五（29日）上午侵犯领空。路透社引述波兰军队作战司令部在社交媒体上发布的公告说：“12月30日……将在卢布林省（LublinVoivodeship）进行地面搜索，寻找昨天侵犯波兰领空的物体的组
1698363682# #阿夫迪夫卡俄乌两军战况激烈。俄乌战争
1698475834# #美国有线电视新闻网（CNN）消息：在过去八九小时前，数千名以色列军队从北部进入加沙，这次入侵比以前的入侵要大得多。。。拜登：在与伊朗有联系的团体袭击美军后，我们准备采取进一步措施。。。五角大楼记者：奥斯汀在与以色列国防部长的通话中强调了保护加沙公民的重要性。以色列正式向哈马斯宣战
1697754302# #五角大楼说，美国军舰击落了胡塞武装在也门发射的三枚对地攻击巡航导弹和几架向北飞越红海的无人机。表示他们可能正前往以色列的目标，但目前无法确认。。。在红海北部部署的航空母舰击落了也门胡塞武装发射的陆地攻击巡航导弹和几架无人机，根据的警告胡塞袭击可能正
1700694174# #拜登总统与埃及总统阿卜杜勒·法塔赫·塞西（AbdelFattahAl-Sisi）就人质交易进行的通话，该通话是在以色列总理办公室宣布推迟执行该协议后发布的。以色列巴勒斯坦冲突
1698206679# #黎巴嫩真主党武装势力一恐怖分子的最后狂欢。以色列正式向哈马斯宣战
1695686919# #乌克兰总统弗拉基米尔·泽连斯基25日宣布，首批美国援助的“艾布拉姆斯”主战坦克已经运抵乌克兰。。。　　泽连斯基在社交媒体上说，他从乌国防部长鲁斯捷姆·乌梅罗夫那里得知，首批“艾布拉姆斯”已经进入乌克兰，“正准备加强我们的作战旅”。俄乌战争武器装备乌克兰反攻
1694645774# #乌克兰国防军在黑海西北部摧毁了俄罗斯船只Tunets。俄乌战争
1699822142# #果敢同盟军11月12日战果。缅北多地爆发激烈战事
1689036163# #【俄乌战争最新战况】。。◆巴赫穆特阵线（包括巴赫穆特附近）。。乌克兰军队进入伯希夫卡定居点并部分清除了定居点。俄军随后反击，将守军推到西郊。。。俄罗斯大炮炮击了克利希基夫卡以西的先前阵地，表明乌克兰在该地区的进一步推进。乌克兰军队很可能控制了俯瞰定居点的大部分防御工事。。。◆扎波罗热阵线
1703983208# #【乌克兰武装部队150批次的另一个旅正式亮相】2023年10月17日，媒体报道了乌克兰可能组建5个新的机械化旅的消息。这些旅将参加2024年的反攻。第151机械化旅和第154机械化旅分别于10月和11月正式公开。。。12月27日，第153机械化旅正式成立。这支部队获得了它的徽章和座右铭——不被征服的力量（图2：第15
1699525083# #以色列飞机继续袭击加沙。以色列巴勒斯坦冲突
1702508258# #乌克兰武装部队在12月12日在阿夫迪耶夫卡和马林卡附近的冲突中摧毁了13辆坦克和12辆其他装甲车。俄乌战争
1696780865# #以色列的猛烈报复，空袭炸毁了加沙一座清真寺。以色列巴勒斯坦冲突第六次中东战争会爆发吗
1699624307# #乌克兰国防部情报总局证实，俄罗斯联邦黑海舰队的两艘小型两栖舰艇被乌克兰军队击中并摧毁。事发时刻被乌克兰战士公开，并引起全球各地关注。这一事件涉及到11770项目（塞尔纳级）的船只，据了解，这些船只不仅载有船员，同时还装载了装甲车，特别是APC-82。塞尔纳级的小型两栖舰艇以其快速、高载重的
1689092049# #俄占托克马克遭袭发生新的爆炸。俄乌战争乌克兰反攻
1690903376# #马里乌波尔发生爆炸。
1690471421# #乌军第47旅的M2A2BradleyODS-SA在与第78空降突击团在扎波罗热方向联合进攻行动中发射25毫米机炮。俄乌战争
1690302786# #先生当年退出文坛实乃明智之举，如今文坛书协亦充斥蝇营狗苟之辈。
1690467230# #俄罗斯联邦安全局拘留了俄罗斯黑海舰队的军人，指控他密谋用1公斤TNT炸毁黑海舰队的船只。俄乌战争乌克兰反攻
1696123701# #【据基辅报道，一名曾在乌克兰军事情报局工作的俄罗斯士兵叛逃到乌克兰】。。HUR发言人AndriyYusov表示，这名士兵名叫DanyloAlfyorov，自7月以来一直与乌克兰情报部门合作，据称成功说服了其他11名俄罗斯士兵叛逃到乌克兰一侧。。。尤索夫补充道，当怀疑出现并危及阿尔费约罗夫的生命时，乌克兰特种部队
1700266431# #11月16日至17日，以色列国防军继续在加沙北部展开军事行动。
1702423612# #【可憎又可怜的神棍像蟑螂一样在自由世界乱撞，谁收留他们谁就遭殃】波兰总统杜达：我们接收了100万乌克兰难民，他们融入了我们的社会，没有引发任何问题。然而，如果我们只接纳1000名阿拉伯穆斯林难民，情况就会完全不同。波兰可能会因为示威、爆炸、刺伤和谋杀而陷入混乱。我认为问题并非种族主义，
1699940384# #【哈马斯“提出释放70名人质以换取五天休战”】。巴勒斯坦激进组织哈马斯的武装派别表示，它告诉卡塔尔调解人，该组织准备释放多达70名被关押在加沙的妇女和儿童，以换取为期五天的休战。。。“休战应该包括完全停火，并允许在加沙地带到处提供援助和人道主义救济，”哈马斯武装派别卡萨姆旅发言人阿布·乌
1688514556# #【最近成立的乌克兰海军陆战队引入了新的视觉效果】。。乌克兰海军陆战队是2023年5月23日成立的武装部队的新分支。乌克兰海军陆战队以前是海军的一部分，但由于俄罗斯的持续入侵和乌克兰海军陆战队的特殊需求，他们与海军分离，并创建了一个新的分支——海军陆战队。。。为了支持海军陆战队分支的创建
1688876507# #利沃夫，开战500天纪念全程视频，马里乌波尔亚速斯塔尔钢铁厂英雄在场。
1700489346# #以色列军队炮火和直升机袭击MarounARas（图1）。以色列军队炮兵向Mhaibib射击（图2）。
1690074211# #最近都在发……
1693873577# #韦尔博韦村西部已经解放,乌军第46机械化旅的战士在行军途中，喜悦之情溢于言表。俄乌战争
1694438475# #南线乌军在行军途中。俄乌战争
1694568179# #【宇宙无敌来啦】9月12日,北韩领袖金正恩抵达俄罗斯展开国事访问。
1699461870# #以色列军队的录像显示，昨晚黎巴嫩南部真主党武器库遭到袭击后发生大规模爆炸。以色列巴勒斯坦冲突
1688948390# #乌军第三突击旅第二营在巴赫穆特附近的进攻行动。俄乌战争乌克兰反攻
1700146398# #【电诈分子明学昌自杀身亡！】11月16日，在缅甸各方的大力配合下，明国平、明菊兰、明珍珍3人被成功抓获并移交我公安机关，明学昌在抓捕过程中自杀身亡，中缅联合执法取得重大战果。揭秘缅北果敢四大家族缅北多地爆发激烈战事
1688338666# #乌克兰国民警卫队的欧米茄特种部队使用自杀式无人机追着俄军卡车和人员轰炸。俄乌战争乌克兰反攻
1699757653# #茶若醉人何须酒，唯有碎银解千愁。围炉煮茶。写字是一种生活dy：02195208160408qmVX：M937755466
1696407716# #塞瓦斯托波尔发生大爆炸，从地图上看，爆炸的位置犹在上次司令部被炸的位置附近。俄乌战争
