1650668899# #人应有志，勤学，作事要有恒心。。曾国藩
1678352574# #东方财富股票【中电兴发：公司自研的AI异构计算服务器主要是面向智慧城市等业务中的视频、图像分析等相关人工智能应用】有投资者在投资者互动平台提问：贵司的ai异构计算服务器是否能应用gpu算力领域？中电兴发(002298.SZ)3月6日在投资者互动平台表示，公司自研的AI异构计算服务器主要是面向智慧城
1673623109# #DanaWinner《SealedWithAKiss》
1669040574# #转发微博
1651413351# #不得不转的视频。《对了，五一节快乐！》允悲允悲
1680576953# #张继科疑似另一张500万欠条出现？中央政法委发声！
1699614276# #爵士乐，没有乐谱，必须即兴发挥。有时你需要暂停下来，让别人领奏；有时你独领风骚。在正确的时候做正确的事，你需要认真倾听乐队同伴的演奏，以便了解接下来怎么弹奏。所有出色的有创意的合作感觉应该都是相同的。要把你们的诸般技能像不同乐器一样组合在一起，即兴创作乐章，同时要服从团队的目标，
1687862281# #不管白猫黑猫抓到老鼠就是好猫，路路奔赚钱。。做事有理就好了
1661490063# #转发微博
1688420484# #转发微博
1688442365# #转发微博
1676671433# #重大数据或新闻。。--美国1月零售销售创近两年来最大增幅，制造业产出也强劲反弹。美国1月零售销售急升3.0%，创下近两年来最大增幅，此前曾连续两个月下降，民众购买了更多机动车和其他商品，这表明尽管借贷成本提高，但经济仍具韧性。强劲的零售销售增长，加上周三其他数据显示1月工厂生产有所改善，促使
1650191128# #开、拨、套、拉！『学习防烟面罩的正确使用方法』
1688935877# #转发微博
1674825648# #天冷，风大，人少，好看！。龙城广场
1684751697# #把深圳打造成世界上最好人工智能地区
1662457229# #希望拉菲和莱万，要有巴萨这个习惯，进球之后第一时间奔向助攻！
1701616196# #转发微博
1689778567# #《祝福》
1678207351# #转发微博
1699555293# #HHLR是高瓴旗下针对二级市场投资的基金管理平台，由独立投资团队负责管理运营。高瓴旗下各路资本定位也不同，VC是高瓴创投、PE是高瓴投资、二级人民币是瓴仁、二级美元QFII是HHLR，管理人都不相同，注册地海内外也不相同，团队也独立。
1659370045# #【会计行业十大影响力信息技术评选结果揭晓】上海国家会计学院主办、金蝶软件（中国）有限公司等单位联合主办的“会计科技Acctech应对不确定性挑战”高峰论坛近日在上海国家会计学院举行。本次论坛正式发布了2022年会计行业十大具有影响力的信息技术评选结果，分别是：财务云、会计大数据分析与处理技
1678298283# #分享图片
1660795866# #木、墓相通/这是城门立墓。笑cry
1674148579# #好好抓抓啦！李铁涉嫌严重违法接受监察调查另据中国足协官网消息，19日当天，中国足球协会党委召开扩大会议，通报中国足球协会执委、原秘书长刘奕涉嫌严重违法，常务副秘书长兼国管部部长陈永亮涉嫌严重违纪违法，目前正在接受纪检监察机关调查。
1651565499# #生活常识
1677979913# #本土进展。。1.【两会建言】小米雷军：大力发展汽车文化构建完善汽车数据安全管理体系。2.瑞芯微：RK3588是国内少数能媲美国外一线产品的智能座舱芯片。3.大族激光：接近式光刻机已投入市场步进式光刻机已启动用户优化。4.振芯科技：北斗终端所需核心元器件均实现了100%国产化设计。5.维峰电子：SDC等型号
1676830248# #转发微博
1672154950# #2022美股大盘点！8张图回顾美股的精彩一年
1650917329# #巴萨现在似乎二边锋站位不够灵活而且太边了，好象打左路进攻时，由右边锋竟呆站右边线上，好象10人在场上，打右路进攻时也左边锋也是类似，打中路进攻时，更是奇葩，由于二边锋太边，好象9人在作战，在长时间以少打多，疲劳不堪到了，下半场即伤员多多。。如此下去，巴萨倒下，只是时间问题！
1687791928# #转发微博
1701267320# #转发微博
1659884370# #《英超揭幕战上演伦敦德比阿森纳客场完胜水晶宫》英超揭幕战上演伦敦德比阿森纳客场完胜水晶宫
1670513984# #赞
1652778273# #转发微博
1651450074# #美食八个菜
1664892785# #截至2021年，日本过去经济衰退二十多年来涨得最强势的行业为廉价零售业、医药制造业、互联网行业、精密制造业。。国际汇率剧烈波动。短短一年间，美元兑日元从240骤降至120，购买美国国债的机构广泛亏损。为躲避风险，大量资金进入日本市场。。。同时，为了补贴因日元升值遭受打击的出口业，日本政
1669219229# #在世界杯期间听各个国家的国歌都各有不同，语言也不通，但似乎歌唱他们的国歌的歌唱者脸上都有这六个字坚韧，勇敢，自豪！
1693080860# #如果你追逐钱。钱就会跑。如果你追逐梦想。钱就会跑来追你。名人孙正义生活常识
1690776529# #还有一小跌即可？葛卫东又出手！大举减持
1650566293# #转发微博
1650205372# #生活常识。从伽利略之死想起，社会群众的需求？。稳定，尊重，快乐的生活！有了以上的东西，其他真理并不重要！社会上的一些瑕疵反而变成更加有趣的事情，真理或成为影响其获得快乐的异类。。一味追求真理可能被众责！
1678087964# #3月6日，沪指、深成指盘中弱势下探，随后跌幅收窄；创业板、科创50指数小幅震荡走高。两市成交额有所放大，全日成交约9500亿元，北向资金小幅净买入。。。截至收盘，沪指跌0.19%报3322.03点，深成指微跌0.08%报11842.88点，创业板指涨0.38%报2431.56点，科创50指数涨0.87%，上证50指数跌1.09%；两市合计
1664951693# #转发微博
1702739137# #转发微博
1667377240# #杨绛先生说：。。“一个女人最重要的能力，不是你把自己打扮得多么漂亮，也不是你赚钱有多么厉害，而是无论发生任何事情，你都有快乐起来的能力。”。。生活中，有风，有雨，。。但别忘记也会有阳光。。。但愿日子简单，抬头所见尽是温柔。
1692330182# #春天，冬季只是南北半球之隔。半球的冬季不是没花，只是少。到应季的半球去摘花。。挺好！
1667998667# #你看，人与猫是不沟通的，就是陪伴，玩耍，你读书，我睡觉，偶尔互相好奇好奇，但人不会跟猫抱怨「你怎么不懂我」，并且还挺满足的。所以我们以后，都不应该把男朋友女朋友当人了，我们就把他们当猫，我们互为猫。
1677263831# #喜剧
1664595894# #庆国庆。祝祖国生日快乐！。栉风沐雨，砥砺前行；。山河壮阔，国泰民安；。同志筑梦，共迎华诞！
1698799093# #我分享了的头条文章增发1万亿元国债，支持灾后重建和防灾减灾救灾
1677505745# #【中共中央、国务院印发《数字中国建设整体布局规划》】对全面建设社会主义现代化国家、全面推进中华民族伟大复兴具有重要意义和深远影响。(来自
1698061865# #华为汽车全产业链深度梳理，相关个股大全！值得收藏关注！
1676734770# #生活常识优秀的人不会过多计较昨天在爬山划破的衣服，而是计划得明天爬哪个山峰更能揽胜美景。晚安！
1658500415# #人生的复盘保持尊严，才有未来！自尊、自爱、自重、自律、自强。投机者往往惨淡收场！
1676640506# #【证监会：全面实行股票发行注册制制度规则发布实施】证券交易所、全国股转公司、中国结算、中证金融、证券业协会配套制度规则同步发布实施。2023年2月17日，中国证监会发布全面实行股票发行注册制相关制度规则，自公布之日起施行。证券交易所、全国股转公司、中国结算、中证金融、证券业协会配套制度
1666942421# #大多数男孩的一生，希望你有勇气看完。心
1652906819# #巴菲特对金融服务企业的选择还是有一番考量的。首先，他长期持有美国银行、美国运通、穆迪服务、美国合众、纽约梅隆、维萨卡、万事达等公司股票
1661683561# #华农制造世界首个龙眼与荔枝杂交出新品“脆蜜”
1688354298# #只有当进攻球员整体越过倒数第二名防守球员时，才判定为越位。
1654344515# #上一周，北向资金买入，过240亿！
1671865879# #八道菜
1691780810# #做空特斯拉大空头暴赚1054亿！搜狐网
1666079305# #10月18日，三大股指盘中冲高回落，沪指盘中一度冲击3100点，随后震荡翻绿；深成指、创业板指尾盘涨幅明显收窄；两市成交约7900亿元，成交额较此前两日小幅萎缩，北向资金净卖出超37亿元。。。截至收盘，沪指跌0.13%报3080.96点，深成指涨0.23%报11187.7点，创业板指涨0.49%报2446.93点、日线六连阳；两市
1659265622# #许冠杰《日本娃娃》
1673099957# #转发微博
1689674283# #生活常识
1672466502# #感染后，吃什么加速恢复？(免疫系统喜欢这些！)。。2500多年前"西方医学之父"希波克拉底名言：“让食物成为你的药物，而不要让药物成为你的食物。”。。目前，新冠-奥密克戎大范围感染是国内面临的主要挑战。而大家都已经知道了：抵御病毒、加快康复的唯一通用方法，是增强自身免疫系统。。。体育运动可强化
1679715533# #成功的关键需要的是聪明勤奋，而更重要的是站在时代的高速列车顺势而为。。生活常识生产小经验
1650620222# #沪指早盘冲高回落，午后再度拉升，一度涨近1%收复3100点，但随后涨幅快速收窄；深成指、创业板指午后亦拉升走高，尾盘再度回落，均创出年内新低；两市成交额较昨日明显萎缩，全日成交约7500亿元；北向资金大幅净流入，全日净买入近70亿元。。。截至收盘，沪指涨0.23%报3086.92点，深成指跌0.29%报11051.7
1674394356# #名曲欣赏
1659759769# #转发微博
1674949471# #华盖局有灵性，自命清高，不愿随波逐流，不利姻缘，有印星之功，有福星相照，或城中隐士，易孤，易晚婚，或易出家的高僧，易文，易玄学。
1682268054# #今日甜点【跨越百亿！东鹏饮料以绿色和创新引领行业发展】4月22日，全球增速极快的能量饮料龙头东鹏饮料（605499.SH）发布2022年度年报。报告期内，公司实现营业总收入85.05亿元，比上年同期增加21.89%；营业利润18.55亿元，比上年同期增长21.33%；公司归属于上市公司股东的净利润14.41亿元，比上年
