1691972540# #投资是令人激动和愉快的事，但如果不作准备，投资也是一件危险的事情。
1703594968# #这两个姐妹讲得很现实，这不是哪个人哪家个家的事，确实是个社会现象。
1702014890# #收藏学习
1688794931# #码住
1700054761# #不知不觉眼睛湿润了……
1701243681# #转发微博
1697269800# #不是国家不让降价，是降价了业主要闹！
1687939144# #泪
1702428823# #结婚前叫浪漫，结婚后叫查岗……
1700891307# #收藏学习
1694232292# #纪录片《回望梁启超》goodgoodgood
1695193661# #允悲
1697287447# #学到了，码住赞
1703903643# #看起来很不错，虽然挺长的
1702048335# #赞
1700894429# #赞
1697960843# #转发微博
1689858159# #你关注我多久了，还记得吗？。。有谁是股民，有买基金的吗？
1696134770# #转发微博
1696418491# #转发微博
1692613261# #高铁上有三个小男孩，他们年龄相仿。但是却仿佛让我看到他们今后的三种人生。。。第一个小孩跟爸爸在一起打打闹闹，尽情的玩闹，不在乎车里其他人的感受，他的爸爸并没有制止，也没有教育，只是用手臂在应对孩子的锤击。。。。。第二个孩子是被妈妈带着，这位妈妈仿佛想通过每一件事告诉孩子一些道理，每一
1700485159# #赞
1704017653# #厉害！
1703212497# #我真的要哭了，这个人是拯救了这一家人呀
1701922618# #新手必看！
1692944772# #各位高情商人才们，如何才能化解尴尬？
1692779323# #寻找主力痕迹——筹码峰之战法！。。筹码峰战法，顾名思义，就是通过观察股票筹码的分布情况，尤其是主力资金的筹码集中区域，来寻找主力的痕迹。这一战法的关键在于理解主力的运作模式和持有筹码的习惯。。。首先，我们需要通过一些股票分析软件，查看某只股票的筹码分布情况。一般来说，筹码分布的图表会
1694159084# #以我目前对政策百发百中的预测程度，平准基金成立这应该是99%的事儿，唯一的疑问就是平准基金的规模以及资金来源，到底需不需要发行特别国债呢？从现在的状况来看，国家暂时没有多余的钱用来搞平准了，得需要开杠杆才搞得了。
1690211897# #投资干货：判定波段趋势高低点，简单又实用的趋势铁三角，学到就是赚到！
1699192360# #码住慢慢看
1692181115# #投资自己，是个长期的过程。不要急功近利，不要追求短期利益。把人生的时间拉长，到末端。一辈子的几十年里，分成三份。三分之一，学习基本技能，三分之一掌握人生生存技巧；剩下的三分之一就是终身的受益时间。
1692514538# #转发微博
1699286970# #码住慢慢听！
1687672359# #码住慢慢看
1700298479# #转发微博
1698484061# #赞
1700881415# #赞
1698906373# #难怪又跌了允悲
1698923659# #码住慢慢的看
1704192183# #码住慢慢看！
1692976264# #刚刚囤了一箱盐50包，就收到了老公发来的图片，默默的又把盐退了笑cry
1700055586# #《越狱》速通
1692362022# #只要从人民根本利益出发，没有干不好的。每天光打自己的小九九，摆不平的！
1695612120# #物联网产业链全景图（附股），收藏备用。
1696158219# #霸气十足good
1690348129# #赞
1687431899# #“龙”是中华民族世代相传的图腾，也是中华儿女心中神圣的象征！
1692940332# #不怪孩子，怪家长！
1696149121# #我的天，30个朋友关注允悲允悲
1687779363# #转发微博
1696852072# #转发微博
1694267632# #市场底还需要时间！
1692633590# #你觉得哪个皇帝的书法更好？
1701134683# #赞
1695983770# #转发微博
1695812905# #赞
1699107067# #好听好听！
1699334669# #转发微博
1703945992# #码住慢慢看
1697268155# #这部高质量的纪录片带你了解这座传奇的城市。这片弹丸之地被三大宗教同时视为圣地，让这里在经数千年之后仍有许多未解之谜。时至今日，依旧不停地搅动着人们的想象……
1699334697# #看着就很厉害赞
1690680308# #22种基本见底K线组合形态，收藏备用。
1694070184# #院士的演讲把我CPU烧了今年的外滩大会是一场具有全球视野的技术与产业大会，吸引了全球著名的科技大咖、顶尖学者、行业领军人物共聚黄浦江畔，以及数百个全球金融科技企业技术、产品、解决方案等重磅亮相呈现，全球数十亿人次关注。不得不说，科技的发展日新月异，已经让我们提前看到了未来生活！
1694532966# #转需。
1699184075# #码住试试吧
1702135333# #码住慢慢看
1688254010# #高分纪录片《罗马四大圣殿》是由卢卡·维奥托执导。先码后看
1700578491# #转发微博
1700397565# #说得很有道理！
1692442747# #我发现，有些长寿老人好像违反了养生学和营养学的常理！。。我姥爷活到了99岁，属于无疾而终，他生前吃东西从不忌口，有什么就吃什么。。。早上吃的是稀饭搭自己腌的咸菜，平时喜欢喝点小酒，喜欢吃五花肉，有时还喜欢用猪油拌饭吃。没有特地运动的习惯，就是喜欢在房子后面种点瓜菜。。。姥爷活到老思维头脑
1692892349# #中年人每年体检必备！这6个项目不能少！。没有特殊疾病的情况下，6个体检项目很重要。。&nbsp;。1、头部CT或核磁共振：查查脑子和脑血管有没有问题，保护大脑安全第一！。2、颈部血管B超：检查颈动脉有没有斑块，预防血管问题，健康路上别懈怠！。3、胸部CT：筛查肺部，防止肺癌骚扰，呼吸畅快才能愉快！。4、心脏
1703930303# #码住试试吧
1692687949# #关于膝盖的保养和保护，喜欢运动的朋友们学起来吧！
1702028558# #转发微博
1696770000# #视频车做了我想做却不敢做的事！
1688727458# #转
1698766386# #成龙92年就那么有钱了？
1702949397# #时间会疏淡友情爱情甚至亲情，除了父母，亲兄弟姐妹如果长时间不见面不联系也会成为最熟悉的陌生人。
1701532178# #收藏学习
1690558468# #曹操的一生！
1703683762# #码住试试吧
1702888918# #收藏起来备用
1703490901# #赞
1697643164# #赞赞
1695134721# #男的不讲武德，差劲！
1701502564# #嘻嘻
1697962424# #哈佛教授桑德尔《金钱不可买的东西》精彩公开课，码住慢慢看！
1694771950# #15条量价规律，不同位置的量价关系，值得学习收藏！
1695858749# #“金针不破”形成的必要因素是什么？。。1、下跌趋势：金针不破这种往往出现在股票价格的下跌趋势中，这意味着在之前一段时间内，股票价格一直处于下跌的状态。。2、长下引线：这根金针的下引线的长度要大于K线实体的4倍及以上，阴线阳线都可以。。3、确认信号：确认信号，在形成金针探底后连续3天不再跌破
1694441493# #人性执法，暖到了！
1693108606# #其实只需要一条，就是给二级市场分红的钱，要比公司融资的钱多就可以减持！
1694344446# #儿子正在上初三，爷爷在老家去世了。因为担心耽误学习，我不想让他参加葬礼。然而，这让我的丈夫很生气，他指责我没有人情味！这使我感到很委屈。我认为，既然人已经离世，参加葬礼没有什么意义，只是一种形式而已。相比之下，让儿子安心学习，考上好的高中才更重要实际。。。大家觉得此事她做错了吗？
1699674003# #收
1696489463# #转发微博
1689135304# #演讲，关系，工作
1697983206# #转发微博
1704206488# #转发微博
1700129675# #赞
1697337256# #good这个得学下。有用！
1693361440# #【图解MACD指标用法】MACD是指标之王，用好MACD，可以快速帮助我们辨别趋势，最实用的讲解，言简意赅，建议收藏！
1694269415# #普通人这一生逆袭的唯一机会，看完让你醍醐灌顶！
1701922732# #不要低头玩手机！
1695311675# #一晃研究生毕业13年了，当时我们一起在北京读大学，她选择留在了北京，我去了上海。中间大家几乎没有碰过面，那时候还没有微信，慢慢我们就失去了联系。没想到兜兜转转她也来到了上海，还没有结婚，而且租住在我隔壁小区，这是什么缘分？。。年轻时候的爱情于我是初时美好，最终离散，说明没有缘，或者是
1694092130# #哈哈哈哈哈哈
1689812728# #5月美债遭前三大债主抛售：中国减少222亿美元，持仓逼近14年低位。。。美国财政部公布的数据显示，5月美债前三大海外债主的持有量均有所下降。美国财政部5月国际资本流动报告（TIC）显示，日本在5月减持304亿美元美国国债，为3个月内首次减持，持仓规模下降至1.0968亿美元，仍为美国第一大债主。中国5月
1696395638# #码
1692917952# #【图解18种K线形态组合】一些典型的K线或K线组合，会不断地重复出现，如果你掌握了这些规律，将在很大程度上提高你的胜算，建议收藏。
1690605836# #赞
1687252926# #收藏goodgood
1693790279# #安信证券电子行业周报：光刻机对华出口许可落地，折叠屏或推动手机消费升级。。。先进DUV光刻机获得许可，国内先进制程扩产有望升温：。9月1日，荷兰政府颁布的半导体设备出口管制新规正式生效。AMSL表示，公司已获得荷兰政府许可，在2023年底之前，可以继续向中国大陆出口NXT:2000i及以上型号的DUV光刻机
1699888613# #很有力量
1704192081# #收藏学习
1697897069# #看看👀
1688304839# #韩国犯罪动作片《老千》中文字幕
1702799376# #法国动作影片《空中杀阵》中文字幕，码住慢慢看
1693324181# #调理身体的顺序，做对了，事半功倍！
1698206523# #心心
1700838585# #收，有空看
1703346739# #赞
1694339949# #不懂就问：能把猫咪训成这样，是怎么做到的啊？
1698146219# #开车撞人，太不理智了！
1703687202# #转发微博
1697865729# #码住试试吧
1692440964# #巴菲特对女儿说：你人生的配偶，应该是你战场上的盟友，而不是随便嫁给一个人，满足你的懒惰和空虚。。。对于那些伺候人的活，实际上谁都能干。比如你饿了，有人给你做饭。你累了，有人给按摩。你病了，有人给你倒水。。。这些从来都不是稀缺的资源，因为只要你有钱，你就给可以雇佣任何人来给你干这些事。
1702949414# #🙏🙏
1696856690# #高分纪录片《行骗天下》
1699330998# #冲动是魔鬼！
1700147458# #码住慢慢看！
1703637022# #转发微博
1696054588# #感同身受
1701922777# #赞
1698458547# #转发微博
1700658042# #简单易学，适合忙碌学生。
1698245406# #我敢说，肯定有人不止看一遍！
1701832844# #手动点赞赞
1696338678# #纪录片《苏徳大海战》，码住慢慢看
1690037144# #有趣的物理实验
1701133175# #码
1698732149# #收藏起来慢慢看
1700968542# #好厉害的小狗赞
1700901568# #哈哈哈
1697777683# #码住
1698930175# #陈佩斯的封神之作，马住！
1696765891# #怎么没生活常识？猫狗都认生，不熟悉就过去逗狗，它们认为有危险，自动防御。这样起诉人家狗主人，大概率得不到赔偿。
