1701904500# #2024届高校毕业生预计1179万
1693789299# #武汉一市民服用中药2天后身亡要说清病人多大年纪什么病症，然后吃药完了什么反应，这两天除了吃中药还有没有其他的异常。就像得了感冒死亡了，起码得说说有没有基础病吧。这个啥也不知道，说中医这个太武断了，标题整太大了。等调查结果吧。。我不是中医粉也不是中医黑，我一直坚持的是：相信的人就去
1698032232# #真的是在偷高粱啊？还开着单位的巡逻车，也太明目张胆了……幸亏这次认定为盗窃，拘留了，也让这些人长长记性。勿以恶小而为之。
1691883840# #石家庄一中学暑假提前开学，遭举报后叫停，文教局：已处理涉事学校。。这估计是学生举报的吧？doge
1693133837# #马云以前给年轻人一生规划的建议，现在看看也适用。只是当你真正理解的时候，往往已人到中年。
1693552363# #受台风苏拉影响，深圳地铁今晚七点将全线停运，还没回家的抓紧回家，安全第一。此前深圳已通知从下午四点开始停工、停业、停市，各单位四点就下班了吧？今天就别加班了，要不得住办公室了。深圳地铁全线停运超强台风苏拉或正面袭击深圳
1693398296# #长沙湘江女神公园的这个雕塑据说只花了17万？不对比没概念，一对比真离谱。
1694580420# #尼玛，神配音允悲
1701781320# #胡锡进给A股民上了一课，老胡再出经典言论，谈炒股的心路历程，一开始进入股市靠的是眼界，没到一个月买的股票就上涨5%，赚了一万多。后来哗一下大跌了，眼界不行了，眼界不行了靠什么？靠信心，虽然跌了，但是有信心，相信总能涨回来。如果信心还不够，后面还有信仰……
1689761212# #比亚迪否认通报批评员工到点下班，说图是假的。
1691367086# #有梦想谁都了不起，肯坚持终将见光明。做自己喜欢的事是不会觉得累的，只有自己喜欢的事才容易坚持的下去。。空调工裸辞写文6年获粉千万因为喜欢小说，来自河南的高中时便开始自己写短篇，但学习成绩一般，毕业后去了一家空调零件厂上班。。但他并没有放弃梦想和自己的爱好，每天下班后
1688165097# #山东大学拟聘用2名硕士为公寓管理员对于这个事，模仿老胡的口吻写了一段，请批评指正：。近期关于山东大学拟聘用两名硕士研究生担任公寓管理员的新闻报道，引起了不少关注和讨论。对于这一事件，我的看法如下：。。首先，聘用硕士研究生担任公寓管理员并非不合常理。在当今社会，教育背景和学历已经不再
1693643611# #鹬蚌相争原来是这样的
1700003880# #泰国为了提振游客信心，打算邀请中国警察到泰国巡逻，这算盘打的……
1694957093# #近些年数学专业越来越热门了，这是有原因的，数学专业其实有很多优势：。。应用空间广阔：数学在各个科学领域中都有应用，如物理、化学、经济、计算机科学等。随着科技的发展，数学的应用范围越来越广泛，数学专业人才的需求也越来越大。。就业面较广：数学专业毕业生的就业面很广，可以在教育、金融、科
1689682742# #日本新宿街头，穿着清凉的少女与警察冲突，这些女孩子好凶哦
1702208958# #48岁徐若瑄宣布与富商丈夫离婚：尽最大努力仍克服不了差异，离婚是对彼此最合适的安排
1703555589# #网友质疑理想汽车侵犯隐私通过这件事情可以看出，汽车厂家手里掌握着每辆车的录音录像信息，可能还有行程轨迹信息。只要他们想，随时可以调出数据。所以，在智能汽车里，不要谈和做怕别人知道的事。
1692120240# #驻村干部：调研成了一场按部就班的演出。。承认问题也是一种进步，希望朝着好的方向改进。。什么是文明：文明，是让弱者不恐惧，让强者不嚣张，让权利不傲慢，让社会更公平，让恶人怕作恶，让善人能平安。幼有所教，少有所学，病有所医，老有所归。。这应该是我们的目标。
1697769480# #中国驻以使馆：在以中资企业安全有序组织员工回国。在以色列的中资企业已经在安排员工回国了，这说明那些企业的业务，一些项目和工程也要停工了，是不是？
1694479455# #你不需要所有人都喜欢你。。你不需要和所有人都成为朋友。。。不要被难听话摧毁。。张颂文说“从1999年开始学表演到现在，什么难听话我都听过了”。。其实一个人说你什么，说明不了你什么，而是暴露了他自己。比如一个男性说你势利，通常是因为他自己就没钱。说你喜欢大根子，通常也是因为他是一个小根子。
1700731417# #只要夫妻两人开心就好了，这么大的事肯定是两个人商量好了的，祝福吧。
1690809516# #首先，这是9天前的视频。其次，故宫积点水有什么问题吗？带你嘛的节奏啊
1699926360# #方便面生产线，了解一下。这是刚蒸熟的，后面的工序应该是油炸，吹凉，包装，再发到全国各地。
1701394260# #筹办一场会议要操心的太多了
1696998640# #操场下面是化粪池，操场地面不小心出现了塌陷，有学生掉进了粪坑，领导已第一时间赶赴现场处理。希望人员安全，注意下面可能有窒息风险，救援人员也要采取好措施。
1698913411# #如果结婚需要和别人借钱然后欠一屁股债，真的没必要，放过自己吧，等到攒够了钱或者遇到不跟你要那么多彩礼的真心的再说吧。
1691286421# #山东地震带的图片不知道都是哪里来的，各式各样的都有，也不知道哪个最权威，德州这次地震了一下，好像山东成了地震频发的地方似的。其实山东地震频度在全国来说肯定是排名靠后半段的，前二十估计都进不去。
1699258518# #万科按时召开金融机构交流会，希望会后有好消息，给大家吃个定心丸。
1701610680# #大城市并不是人际关系冷漠，而是有边界感。
1699327937# #有人说这会议形式主义，其实不能这么说，那工作都布置了，你们没有执行落实，起码领导责任轻了90分，这会的目的不就达到了吗。
1702546800# #佛罗里达新法：禁止中国学生在佛州做研究生或博士后，包括美国国籍去中国学习超过一年以上的。这是要干嘛？
1697507112# #这次，投反对票的是：美英法日。
1691131461# #成都人花式晒显眼包你还真别说，大礼包设计的怪好看的，只给成都市民吗？是不是也给关注大运会的外地网友分享一些微笑整点活动也行啊，大家支持不？嘻嘻
1702960980# #俞敏洪：没有孙东旭就不会有东方甄选，没有董宇辉可能还在风雨中艰苦前行。这应该是心里话，也是对两人客观的评价，都很重要。俞敏洪称没小孙不会有东方甄选
1698760080# #万圣夜，上海万圣节活动今晚到达了高潮，年轻人彻底释放，也要注意安全哦
1703044264# #土味情话竟成了骗子的收割利器咱就是说老小孩，老小孩，老年人也和小孩一样需要更多的呵护，更加干净的用网环境，这些收割老年人流量的，该管管！
1701327370# #建议海底捞可能分成两类，一类是有表演的店铺，一类是无表演的店铺，让顾客自己选择。
1691193357# #中国公民入境俄罗斯受阻被注销旅游签证、拒绝入境，感觉像犯人一样被对待，反反复复审问了4个小时，行李反复检查了三遍，感觉自己像个贼……
1691827825# #男子回应汽车爆燃前拉出昏迷司机这次事故真的是太惊险了，要是再晚一步，车辆爆燃了，后果不堪设想，网约车师傅真的太伟大了，挽救了一个家庭，而且司机师傅也很专业打救援电话前把伤者先安置到安全的地方，是非常正确的做法。这个网约车师傅应该表彰奖励。司机回应火中救人称不知道恐惧
1699786145# #有点意思了，苏钢还是这个楼盘的股东之一，估计最后大概率调解结案。就是苦了建筑工人和买房的业主。
1703641984# #爬窗户的原因不是讨薪，“视频中维权相关人员系我市镇江寺社区卫生服务中心医护人员，由于该社区卫生服务中心正在进行管理权限调整（由遂宁市中医院托管划转到属地管理），部分医护人员对划转调整事宜存在异议。我委介入并充分沟通后，相关医护人员均已回到各自岗位。”
1693844760# #“小村大债”成乡村振兴拦路虎，全国70万个行政村，债务总额达9千亿。
1702559582# #有人掉下去吗？还挺危险的，后半截车厢有惯性往前，如果掉下去可能会被撞。
1702949644# #甘肃地震已致111人遇难蜡烛伤亡不要再增加了🙏。有一个问题想知道，倒塌的房子主要是农村的自建房还是城里的高层楼房？可能结果和大家认为的不一样。农村的自建房抗震性能更差一些，一些平房反而容易在地震中严重受损。有没有甘肃当地的网友，介绍下实际情况🙏甘肃6.2级地震新闻发布会
1701756893# #狂飙演员转做主播月入不足3千其实主播是很难做的，比拍段子难得多。直播，如果要不停的讲新鲜内容，那是非常难的，普通人连着说半小时得很费劲了，别说天天的直播了。而且你还要吸引观众，让观众爱听、停留下来围观，这就需要有源源不断的吸引人的内容输出，或者是才艺表演，或者是有确实质优价低的
