1691970714# #三里屯太古里回应北区女生被偷拍出去玩，要保护好自己允悲早安
1697525480# #大众电动MPV车型ID.BUZZ，即将进口进入国内，双A柱设计，双拼色车身，3排座椅布局，车长4712mm，轴距2988mm，50万内买它还是理想MEGA？
1687830310# #女子开车失控撞上外卖员，处理事故时，还没忘把高跟鞋换掉……说她害人精不过分吧？
1688367587# #这个人车分离，666
1693795993# #有些车祸，驾乘人员真的一点机会都没有……
1695973349# #这……得瑟的有点过分了！
1700094180# #情侣斑马线被撞，女司机竟然还逃逸了……还好结局很舒适！
1688437377# #车企在职员工和平均薪酬，以及人均创利，比亚迪拥有57万人，这下理解为啥比亚迪出什么事，都会没事了吧？这么大产业链和就业，不能出岔子不是！。。另外，广汽薪酬这么低嘛？比亚迪人均创收3.9万，依然过着劳动密集型的模式。
1691070851# #韩国版的“汽车凶器”！
1702557308# #李斌还在上海租房子住，想想有多惨，是吧！
1703574169# #这次，五菱又赢了……
1689733077# #女子骑电动车闯红灯过马路，还回头骂人，还好现世报来的及时！
1699410777# #显眼包开蔚来新EC6上班，说好的带我一段，她怎么吃独食啊！沐梓驾到蔚来
1688266575# #宾利出行，小姐姐这气质，拿捏的到位不？
1696681958# #问界新m7上市25天大定突破50000台如果从大定数据看，确实遥遥领先了。下月看看实际交付情况吧！
1701481215# #华为不造车，但华为的造车朋友圈，正在滚雪球式增加。。。华为现在的合作模式，发展到了Hi模式、智选车模式、鸿蒙智行以及最新的车BU独立模式，长安、奇瑞、江淮相继加入，余承东还在隔空喊话一汽也快点一起玩。。。问界销量近2万台比较稳定了，智界S7号称订单很快破了2万台，后面还有两个X界等着官宣。华
1690797919# #下一步也会砌围墙？
1703205934# #奔驰GLS上不去雪坡？原地轰油门，你要信他你就输了！
1695003696# #圆圆的大灯和格栅，新款奔驰GLS这造型，香不香？是不是看着少了很多大哥范！
1698899627# #法律专家怎么没人说话？
1696129795# #一个假期，这台凯迪拉克，损失惨重！
1700121738# #明天见！
1687450580# #成都UFO这看着跟UFO没啥关系吧？如果是军方行为，保密更重要！
1698049082# #女子遛狗不栓绳，被来往车辆压死，女子狂扇自己耳光，感觉比家人离开更痛苦……
1691548736# #壶关车祸醉驾、逆行、5人死亡……
1694389658# #船新蔚来ES8，这要是流入二手车市场，就是害人！
1697085248# #这是惯犯呀！
1687130909# #现实中遇到曜影开启折叠软篷，还是非常少见的！
1697632684# #长城全新插电混动豪华MPV——魏牌高山！售价33.58-40.58万元，共三个配置等级。。。它的对手是腾势D9，还有岚图梦想家、传祺E9、奔驰v级。。。魏牌高山有两种车身尺寸，基本型尺寸刚过5米，行政加长版，5米4了，跟D9打了个错位竞争。。。动力部分，搭载1.5T高热效率发动机为基础的插混动总，发动机最大马力是
1692526763# #上公交车随身带锂电池……
1695173430# #节前，抽个铁粉福利，红旗联名的故宫文创作品，挂车里应该还蛮好用！
1691054235# #大家都在涨，赛力斯却失速了？销量持续下滑！问界系列7月销量4240辆，同比下跌45.7%。与上月的5668辆相比，环比下跌25.19%。。。曾经最有希望赶超小鹏的，现在是看不到希望了。华为本来是坚决展台问界的，可惜，余承东现在左右为难！
1689468020# #谁坐过这种支线超小客机，分享下感受如何？
1693452791# #正确就完了，其他，为什么要考虑？
1693523992# #这女子骑车过马路，简直如入无人之境……
1687306181# #跟布林肯访华有啥关系？
1699834683# #沃尔沃EM90价格公布，818000，和极氪009差距超30万！本来以为极氪009和MEGA已经很贵了，这一比较还是自己格局小了。。。这车和极氪009一个平台，堪称亲兄弟，你会选择哪一款？沃尔沃em90全球首秀
1701762064# #今早，一网友开奔驰，也感受到了AEB的救命之恩！
1693570783# #全球第一款坦克掉头的纯电猎装车，适当10000+N·m扭矩，圆心偏移小于20cm，极氪001FR！
1699319902# #方程豹豹5这个背景，越野范的感觉一下就来了！不过，和坦克、BJ系列，还是太像了。国产越野车型的造型区隔还不够明显！
1699011198# #价格也拿捏的死死的！
1688686243# #安徽景区两车过河被冲走月亮湾是安徽的一处漂流圣地，这不听劝阻的，打捞费可不能打折便宜了他们！
1692155262# #这都能撞上……听声音视频车里是女子，还有自动跟车、精准撞击模式？
1692451075# #看着都是中国重汽的车型？全是内伤，修不了了
1694402842# #女子避让不及当街摔到，老头骑车扬长而去……
1693192103# #坦克500Hi4-T千里青藏大穿越，最高海拔5231米，加电后四驱更猛！三升马力
1697634267# #上海一特斯拉司机别停他车，还下车挑衅……这是真有点骄傲了？
1700955958# #当前流行病毒大多侵犯上呼吸道且有自限性你中招了没有？早安
1692408218# #只有浙江卫视，只有中国，有这些不可思议的事情！
1690505800# #理想起诉理想教育？这个是谣传吧！
1703127381# #智界S7，华为智驾天花板车型，星纪元ES，奇瑞技术赋能天花板车型，这俩亲兄弟碰面，会不会有火星撞地球的效果？。。上市前2周，智界S7周销量排名SUV市场都在400名左右！单周未破百，表现和问界M7天上地下的差距。。。而刚刚上市的“兄弟”车型星纪元ES，不仅标配同级唯一空悬，入门价格更是低了2.4万！加上
1691975419# #女子长发卷入卡丁车底整张头皮撕脱户外剧烈运动，女孩子的长头发，都要防范这种潜在危险……
1690713002# #两台新能源新车，隔着隔离栏，遭遇事故……
1689757038# #特斯拉新款Model3实车下线，外观酷似法拉利，降到20万有戏？箫遥游
1703082063# #雪天开车，女子虽然一直在哭诉，但她好像并不知道为什么车子会失控……
1687219001# #今年的趋势是，汽车自燃已经不是概率事件……
1693958789# #这是什么越野新玩法？
1700704214# #本田e:NGTConcept，发光的本田车标真的很帅气！2025年上市，期不期待？这就是广州车展2023广州车展
1689239460# #不打价格战？大众反向官降，特斯拉发补贴，锐歌降6万，咋解释？沐梓驾到
1703129934# #星纪元ES的智能座舱有多懂你这其实就是科大讯飞的LionAI大模型座舱，和华为鸿蒙智行成为目前国内唯二的竞争对手。。。有竞争才是良性循环，尤其是华为现在在流量和技术上都遥遥领先的状态下！而且，也把智界S7和星纪元ES的兄弟车型，更好的进行了产品定义上的区隔，不至于竞争力太重叠！
1698222153# #问问她，这期视频该怎么拍！
1700625837# #特斯拉刹车失灵事件核心成员被判道歉2年多以后，西安李女士败诉。她大家可能不太熟悉，毕竟一直在镜头前的都是站车顶的那位河南女士。。。法院一审判决，认定西安李女士名誉侵权责任成立，须向特斯拉公开赔礼道歉并赔偿损失，同时承担车辆鉴定费。大闹特斯拉展台车主被判赔偿两千。。这
1693613158# #别再报道了，再报又要禁止了……
1691637617# #理想汽车服务店，变身里相汽车服务店？店主：怕被起诉！
1702521623# #冰雪路面，就是让人总也猜不到，到底谁才是“主角”……
1697694608# #今天极氪001的车祸视频曝光，这乱过马路的，是走的相当坚决……极氪001
1696118974# #这两位小姐姐，有一位怕是绝世高手……
1696497874# #死神来了……又擦肩而过！
1700035876# #易建联在“新家”开派对啦？“新家”就是移动的家——昊铂HT。
1696633566# #半夜醒来时不要看时间啊？好像是真的！早安
1695546344# #自动驾驶汽车，扎堆无解堵车了？这时候，缺个“智能交警”……
1700183981# #2023广州车展新能源大牛说嫌弃蔚然底盘高的朋友们，看过来。。大众纯电MPV来了，命名ID.Buzz，外观加入了经典车T1的设计元素，还有双色车身，看起来是不是复古又个性？。车身尺寸也挺有意思，车长4米7出头，轴距却将近3米，兼顾了市内驾驶的灵活性和车内的纵向空间。。不过，动力表现比较平淡，搭
1700202483# #2023广州车展新能源大牛说预售24.8万起，星途星纪元标配空气悬架+CDC电磁阻尼减振系统、前双叉臂+后五连杆、全铝底盘+一体式压铸、6活塞全铝卡钳，硬件配置还是相当卷的。。同时，会提供多种动力组合，双电机版加速3秒级破万，采用800V高压平台打造，最高综合续航可达720km。。但是并没有公布具体的
1691974969# #特斯拉降价再卷一轮！最近新能源销量特别火爆，特斯拉领先优势减弱，怎么办？简单粗暴最合适，直接再降一轮！
1698109907# #这几天铺天盖地的理想MEGA各种路跑、路试，这一次，证明它不适合出城？
1691403908# #这款豪华C级国宾车，多少成功男士的情怀之车？沐梓驾到
1690155041# #原来有种病叫经济舱综合征原来坐经济舱，还有这种危险！要加油赚钱了！早安
1694571528# #SUV奇瑞舒享家全球上市这车外观，你们真没什么要说的嘛？
1699254042# #抖音这些主播，搏出位是专业的！看看执行情况会如何。
1695740597# #洒水车经过后，这台威马突然冒烟起火，主驾女子迅速逃生，躲过一劫！
1691800480# #这是全新model3造型的话，确实流线更运动，更诱人了！国内新能源一家独大局面，慢慢终究会打破！
1697180916# #错把油门当刹车，这妻子撞完老公又撞树……这以后能上路嘛？
1693615508# #核心城市又要收割一轮周边城市资本和人口，上涌聚集性，来了！大都市靠周边小城市解套，小城市就自求多福吧！
1687393809# #丈夫提醒妻子慢点开，结果，撞上了全场最贵的——敞篷曜影！
1693385591# #比亚迪赚麻了，上半年净利润超109亿，毛利率反超特斯拉！上半年的毛利率为20.67%，反超了特斯拉的17.9%。。。中期业绩财报显示：上半年比亚迪营业收入达2601.24亿元，同比增长达72.72%，净利润为109.54亿元，同比增长了204.68%。今年上半年，比亚迪售出125.56万辆，同比暴增94.25%。
1691056388# #徐州一轿车撞4辆电动车致1死4伤41岁的mini女车主，撞了4辆电动车，导致一人死亡，多人受伤……
1702295426# #特斯拉女司机加塞未成别停后车加塞别车，还能怪你只是个无理取闹的女司机，说人家活该开哈弗，多少有点教养缺失了！
