1691108533# #我去由彭昱畅侯明昊毕雯珺主演的《异人之下》已经空降有你期待的明星吗
1694093755# #虞书欣粉丝玩梗阿云嘎这算不算冲浪第一人随后网友吐槽她没素质虞书欣向阿云嘎道歉虞书欣阿云嘎老师对不起
1699002651# #李泰民专辑被网友质疑擦边到处都是内裤舌头口水等暗示
1704033669# #王源《娱乐天空》舞台唱功还是那么稳好听
1701247508# #GIDLE宋雨琦MAMA新闻图来了来看状态
1695782966# #外媒镜头下的王源王俊凯皮肤状况都蛮不错的少年感很强
1696771026# #太离谱。。。LESSERAFIM泰国演唱会因为有成员生病所以演唱会在前一天取消了现在退票全都丢给现场的泰国工作人员hybe公司甩手不管了全回国了。。。
1688606007# #救命这就是王源吗亲自下场粉丝我是第一次看到这么大咖的人王源算是顶流宠粉第一人吧怪不得粉丝这么能打这才是双向奔赴啊
1697031948# #闫桉发文告别组合闫桉发文告别组合后网友纷纷骂他是白眼狼。。。
1695455060# #王俊凯王源机场图两人都将亮相米兰时装周哥哥弟弟会坐一起看秀吗你期待了吗
1692247398# #辛云来张雪迎恋情曝光两人有说有笑好似老夫老妻张雪迎辛云来同居
1689502654# #刘宇古装精修造型来了是不是完美hold住了
1696048673# #CL认领了王俊凯巴黎时装周大秀是不是给内娱长脸了
1698493982# #网友发问：现在男爱豆的时尚单品是女生扮相吗楼炅择像liz胡烨韬像张元英你爱了吗这下谁还分得清我和Liz
1691118476# #金泰亨支持Jennie代言昨天直播还穿妮的ck联名运动裤，戴ck帽，网友称他是不是也想被承认啊，逼宫的心能不能收一收啊，别影响了Jennie的发展
1692166480# #主持人：“想吃青岛的什么美食”。。宁艺卓：“淄博烧烤”
1693919490# #朴彩英姜栋元恋情曝光两人被大粉扒出戴同款情侣项链更是在镜头下偷偷牵手。。大粉称朴彩英是不是有恋老癖很不不理解为什么对自己这么狠那么努力的人会和四十二岁的老男人在一起，对自己发型身材要求那么高，那么严格，对男的怎么能这么宽容。。你看好这对忘年情侣吗
1695540149# #王俊凯巴黎时装周看秀粉丝应援来了感觉好有面子啊
1689556213# #粉丝称：“原来杨洋真的救过魏大勋的命”原来魏大勋说的都是真的
1704074266# #亚洲超星团选手怎么这样了。。。
1693742231# #敖子逸待播剧敖子逸算不算白干？？？。。敖子逸待播剧有:《折腰》（搭档宋祖儿）。《花间酒人间月》（搭档蒋依依）。《大突围》
1698664450# #王源王俊凯易烊千玺最新营业照被谁帅到
1695969361# #田柾国歌词投名状田柾国也向lisa学习开始向欧美发起投名状来看看他的新歌歌词你怎么评价
1692286225# #丁禹兮杨超越直播救命丁禹兮居然在直播的时候亲了杨超越你们来真的啊。。。
1695108259# #亲自下场的杨洋老师真的很帅气杨洋都安静点
1687744981# #蔡徐坤演唱会互动女网红道歉粉丝称蔡徐坤演唱会女网红芭拉芭拉是品牌方安排的蔡徐坤自己是不会这么操作的随后该品牌方辟谣粉丝还称该女网红曾玩梗鸡你太美随后网红道歉。。粉丝称蔡徐坤现在怎么这样了你怎么看
1687703510# #如何看待孙珍妮承认没有给范丞丞投过票这件事孙珍妮没有给范丞丞投过票
1687621235# #华晨宇演唱会帮人找孩子救命华晨宇演唱会帮别人找孩子但是粉丝都在问他：你自己的孩子呢不管了吗。。真的好尴尬啊华晨宇会如何回应
1687778180# #谢依霖喂宋亚轩吃棉花糖，魏如萱抱着马嘉祺诉衷肠，网友问这就是爱豆的边界感吗
1702900637# #刘宇宁称自己去搜“古装美男刘宇宁”却没搜到很郁闷。。不应该啊我觉得刘宇宁古装还行啊你怎么看一念关山癫剧
1696742348# #陈牧驰和迪丽热巴这个妆造真的像吗
1696984447# #鹿晗张艺兴共享衣橱不懂就问为什么张艺兴鹿晗老是被拉出来对比这两个也不是一个赛道的呀
1689834861# #钟欣潼cos黎苏苏来看看阿娇cos桑酒刘宇cos澹台烬你觉得如何
1693060841# #刘雨昕演唱会上座率来看人气打几分
1701062806# #杨紫华伦天奴最新物料来看状态
1690546948# #刘宇宁疑似下场引导粉丝这个行为被网友认为很low你觉得是网友想多了吗你怎么看待这个行为
1693400879# #“宋亚轩怎么来走红毯了”
1693448114# #宋祖儿待播剧网友担心宋祖儿待播剧还能否正常播出。。。。。包括与刘宇宁的《折腰》与任嘉伦的《无忧渡》与张新成《艰难的制造》以及与侯明昊《阅读课》。。。
1691745328# #这是怎么了？？？时代少年团演唱会青岛站居然暂缓开票了。。？时代少年团演唱会抢票
1691321187# #妈呀谢谢帝国姐姐学到了
1701780078# #景甜赵露思成毅坐一起成毅真诚谁给成毅和赵露思做的图
1702821092# #田曦薇不看那里挑战
1697373216# #TF私生趁着三代去韩国集训的空挡溜进朱志鑫张极苏新皓宿舍并晒出宿舍物品炫耀。。。
1702977817# #成毅粉丝闷声干大事向甘肃灾区捐出自己的爱心
1703935964# #王鹤棣是不是在致敬那个男人
1692313581# #王一栩抑郁症王一栩你真的我哭死
1701944361# #gq红毯gq明星同船名单张凌赫贺聪养眼我去我宣布这一对是最top的合体张凌赫够高够帅气质够好和贺聪很配这简直就是颜狗天堂！！
1690337030# #杨洋《时尚芭莎》八月刊来看表现力被清爽到了吗杨洋抓米给许沁煮粥吗
1695727659# #王俊凯时尚周造型出图戴着墨镜霸总感好强王俊凯巴黎时装周造型
1687667271# #韩国男爱豆为了热度现在签售会已经这么弄了吗。。。称自己是流浪公狗流浪公猫你爱了吗
1696472925# #DIOR官方发了迪丽热巴2024春夏大秀入场视频我滴妈这人气我就想问还有谁！
1695545173# #赖美云新剧被网友质疑擦边你喜欢这样的表现方式吗
1703854890# #檀健次刘雨昕撞型了你更喜欢谁的风格
1696296959# #龚俊巴黎时装周三天三套高定好厉害确实值得这个待遇龚俊三天三套高定
1688781870# #刘雨昕腰围只有50？？？这个内娱还有谁能与她媲美！刘雨昕腰围才50CM
1696858774# #张真源跑男网友担心张真源去了跑男会和范丞丞撞型你觉得他们两个谁更担心
1702548684# #张凌赫力挺博君一肖
1696059569# #Angelababy因为Angelababy去了疯马秀现在大批粉丝宣布脱粉你觉得是粉丝激进了吗Angelababy真的做错了吗
1698413123# #THE9演唱会我滴妈安崎男朋友也去捧场了？？？他超爱
1687525196# #看演唱会坐着看很不堪吗。。。
1695639773# #卢昱晓还是时尚活动参加的少了这个裤子和这个凉鞋也太灾难了。。。卢昱晓小香风外套搭凉鞋
1702643914# #我去张艺兴这个自拍说他18岁我都信嫩嫩的Yeah
1697260881# #檀健次、罗云熙、赵露思、刘雨昕2023美好奇妙夜视频截图来看状态被谁惊艳到
1689820693# #魏大勋：那我现在不是红透了吗。撒贝宁：都已经剪光了
1701515875# #王俊凯今日品牌活动截图来看状态
1693301197# #网友称吴宣仪现在怎么这样了。。。第一次见明星天天晒签到催签到。。。
1689589222# #今日Dior品牌活动男星怼脸生图来看表现力。。侯明昊余景天王子奇荣梓杉
1700972593# #宁艺卓有点尴尬。。。
1692065463# #Lisa疑似与绯闻男友出游度假Lisa最让人忍不了的是科切拉还带着男友。。。队友都在紧张的排练，她竟然男友相伴，滤镜破碎。。还有就是为什么要带着男友出席各个工作场合，其他工作人员也是你们play的一环吗。。演唱会带着男友，celine穿着黑色礼服的那一次，男友就坐在lisa旁边，就这么一刻都忍不了吗？
1700818087# #今日出席活动的TXT崔然竣崔秀彬来看状态
1703911898# #古茗做不完根本做不完我去成毅莲花楼对古茗的加成太大了这个人流量真的爆了成毅值得！！莲花楼值得！
1699252341# #张新成官方图来了来看状态打几分
1693402112# #JYP新男团颜值打几分。。。JYP新男团颜值
1692243314# #刘彰恋爱她来看我的演唱会（内娱版）。。。。。和同担一起去看刘彰还帮她拍照结果发现是真嫂子。。。
1690687025# #现在的人怎么这样了。。。王东夫妇声明
1696135482# #王一博前往巴黎时装周有被这一身酷到吗
1688007728# #六公主评偷偷藏不住是被六公主认证的小甜剧
1690808132# #救命！！断眉要来上海开演唱会了，10月13日-14日连开两场！你期待了吗！！！
1696514597# #金泰亨田柾国都出了中输大字报谁赢了
1693559384# #外卖不报销换我我也举报几十块钱都还要欠。。。
1691827316# #吴宣仪打不倒我的只会让我越来越强大网友称吴宣仪怎么现在这样了。。。神神叨叨的。。。
1699669940# #这算不算真正意义上的官方认可。。大国重器宣推官：赵今麦、鞠婧祎、刘雨昕、沈月、李兰迪、关晓彤
1691211355# #王乐君回应长得像王楚然王乐君称自己不像王楚然大家来看看像不像
1687330386# #邱耀乐不接受炎亚纶道歉炎亚纶带6工作人员➕1保镖，一开始就从后门进入，好吓人这是去威胁还是道歉。。。
1702022717# #韩网热议：Jennie的下一个目标出现了黄铉辰
1696943645# #王俊凯出发平遥国际电影展路透这次是作为电影人出席的未来可期！
1699610589# #来看今日易烊千玺粉丝应援有被震撼到吗
1692589778# #好震撼。。。韩国女团成员14岁时被侵犯
1701238982# #想建个粉丝群我发红包了就群里知会一声大家可以做好准备有人想进吗馋嘴
1687656208# #王大陆蔡卓宜ins取关有网友发现王大陆蔡卓宜疑似ins互相取关了这是要分手还是什么也有网友猜测可能是8万8的彩礼没谈拢等一个当事人
1701237766# #刘宇宁宁远舟微博热议角色登顶刘宇宁宁远舟微博热议角色TOP1刘宇宁未来可期赞赞赞
1700568269# #张艺兴素颜之神来了！！！
1691224532# #反正我是怕了。。。
1700972128# #TF家族三代齿轮舞台TF三代出道战来了你期待谁的出道
1689998570# #粉丝还是让TFBOYS贴贴了救命团粉让TFBOYS站在一起了王俊凯王源易烊千玺你希望他们永远在一起吗
1698847512# #Lisa因为衣服上穿着sugarbaby的字样被网友吐槽了。。。
1700654140# #邓为被拍到抠鼻屎好几次抠鼻屎都抠的这么帅气你爱了吗
1702910457# #成毅肖战实绩对比两个都是抗剧的大男主真不错你为谁入了坑赞赞赞
1689391276# #杨洋好会推荐书连易烊千玺和王源听后都忍不住笑了
1701504866# #ive公主妆造金秋天你完了竟敢踩张元英的裙子
1688134930# #网友称现在鞠婧祎怎么跟孔雪儿越来越像了
1694439880# #李佳琦哭完继续带货开始的时候79人，结束的时候79元我说命运啊微风微风微风
1699073917# #虎扑男给kpop男团评分评价真的笑死人了。。-Enhypen给小电打五星。-Treasure韩国大张伟。-IKON鸡哥神曲bgm贡献者。-TXT炸药包组合
1703148199# #鹿晗这辈子是不是爽文大男主
1695475928# #王源米兰街头拿汉堡随拍看上去挺高的啊到底谁在黑他只有160啊
1687772748# #蔡徐坤粉丝认真的吗。。。
1703768779# #李一桐毕雯珺被粉丝扒出同款圣诞树同款窗帘同款地砖两个人爱好还挺相同的李一桐毕雯珺
1699446908# #张艺兴主演的电影《孤注一掷》出成绩了共计38.48亿票房而且打破多项记录艺兴算不算未来可期
1695086417# #今日开屏易烊千玺有被惊艳到吗易烊千玺美拉德发色
1701944687# #费翔GQ红毯状态我去费翔这个气场感觉像是来收购GQ的
1691216819# #TFBOYS王俊凯易烊千玺王源再放一组新写真来看表现力
1693445552# #韩媒报道：RIIZE事前预录洪胜汉哭了洪胜汉预录哭了
1703169020# #网传《哑舍》男主为刘宇宁随后刘宇宁表示未接到本子如果真是刘宇宁主演那还蛮期待的。。哑舍内容：鱼纹镜，霍去病的爱情。。留青梳，周瑜是女孩且喜欢孙策。。韩信和甘罗是一个人。。红楼梦作者其实是洪昇（长生殿那个）。。虞姬不是人，是一朵🌸，项羽带🌸打仗
1688567852# #李玟老公看到一个报道李玟曾为了给前夫生孩子，做过9次人工受孕，但后来前夫还是出轨了，甚至是多次出轨，甚至连继女也觉得离婚是李玟的错。。。
1700878640# #刘宇宁解释了自己拍戏一条过的原因算不算有实力
1691675912# #杨超越演技杨超越挺让人眼前一亮的，这次也get到了她的演技和台词，脸超美又很可爱，有在偷偷进步
1687656058# #昨天宇宙少女LUDA不小心露出的男人照片是GoldenChild的崔普闵不是姜丹尼尔网友称这次品味上升了还以为是丑丑的姜丹尼尔还好还好
1698583456# #于适工作室因为将陈牧驰打码引发陈牧驰粉丝不满你觉得打码是对是错于适工作室把陈牧驰打码
1703502578# #赵丽颖刘宇宁沧桑写在脸上笑死赵丽颖太可爱了她一时口误说刘宇宁沧桑写在脸上
1701156222# #网友再次回顾尖叫之夜撒糖并用动图来阐述自己的观点称杨幂偷偷望向魏大勋的时候被张若昀捕捉到张若昀就向魏大勋看去结合秦岚上台魏大勋离席网友称魏大勋发言时杨幂也离席了很难不联想到你觉得是网友想多了吗
