1688844731# #挨打的是乌军第23机械化旅
1688971230# #俄乌局势新进展俄罗斯。西方并不关心普京对乌克兰加入北约而划下的红线。--北约前秘书长拉斯穆森。。那你们倒是让乌克兰加入啊！整天哔哔赖赖的今天入不了未来不好说，弄得跪在北约门外求开门的乌克兰膝盖都快跪穿了有意思么？
1696158534# #这类玩意说是工业垃圾毫不为过
1689379500# #俄乌局势新进展俄罗斯。扎波罗热方向P村以北，5名雇佣军和7名乌军被俄军炮歼
1694413823# #转发微博
1700114506# #俄乌局势新进展巴以冲突。俄罗斯公开斥责亚美尼亚脚踏两只船的小人行径。。俄罗斯外交部官方代表玛丽亚·扎哈罗娃表示，亚美尼亚正试图坐上两把椅子，与欧亚经济联盟保持合作，但同时采取无视俄罗斯利益的措施。。。“显然，亚美尼亚当局忘记了该国的福利很大程度上是建立在与俄罗斯合作和加入欧亚经济
1701027249# #俄乌局势新进展。昨天拿下阿夫迪夫卡工业区后，俄军空地火力开始对阿夫迪夫卡城区进行打击
1695140974# #俄乌局势新进展。以其说挑三拣四，不如说是不具备维修能力。甚至可能是政治报复。。基辅拒绝接受10架有缺陷的德国豹1A5。。德国媒体《明镜周刊》写道，基辅“通知柏林国防部特别总部，抵达波兰的德国武器系统需要维修”，这在乌克兰领土上是不可行的。。。乌克兰武装部队表示，他们既没有技术人员，也没有
1697195063# #以色列巴勒斯坦冲突。多个阿拉伯和欧洲国家爆发大规模反以支持加沙的集会活动。。另外，13号，犹太人的日子恐怕会很难过
1688627295# #基辅～华盛顿=吸贩毒团伙
1695408878# #俄乌局势新进展。据布赖特巴特新闻网报道，最近因公发誓万杀死俄罗斯记者而被解除乌克兰武装部队发言人职务的萨拉·阿什顿-西里洛（SaraAshton-Cirillo）的艾滋病毒检测结果呈阳性。。。据了解，此前这货曾因恋童癖指控而接受调查。
1699829908# #俄乌局势新进展巴以冲突。T-72B3-2022版8000米外射击并准确摧毁目标，这个牛了。。以亚历山大·涅夫斯基大公命名的突击旅坦克营一辆T-72B32022型战斗任务，摧毁长期干扰俄军在瓦修科夫卡方向侦察和攻击的乌军电子战站。在伞兵无人机校正协助下，该坦克从8000米外的封闭射击位置开火。结果，乌军失
1698393966# #俄乌局势新进展巴以冲突。钓鱼佬打窝了。。乌军一辆T-72AV和PT-91试图拖曳受损并废弃的俄军T-90M，但最终这两辆乌克兰坦克都被早已盯死了的俄军摧毁。
1697369235# #巴以冲突俄乌局势新进展。暗黑天使组织的雇佣兵塞缪尔·纽维在克拉马托尔斯克地区被俄军导弹击毙。（还记得那场对乌克兰指挥部的打击吗？）。。纽维的父母表示，他们正在为葬礼筹集资金，因为英国政府拒绝向他们提供帮助。
1697276822# #俄乌局势新进展以色列将对巴勒斯坦加大攻势。窜稀又一次与楼梯发生对抗性冲突，这次侥幸没有落败
1697386697# #巴以冲突俄乌局势新进展。俄军反炮兵作战。“红土地”摧毁乌军波兰“螃蟹”自行火炮
1697157152# #以色列巴勒斯坦冲突。白宫表示，美国“无意也没有计划”向以色列派遣军队“参与冲突”。。。与此同时，华盛顿此前向该地区派遣了一艘航母。
1692362141# #他直播吃翔了吗？
1691576298# #俄乌局势新进展。在扎波罗热方向被摧毁的法国VAB装甲运兵车和瑞士MowagEagleII装甲车
1699696534# #巴以冲突。加沙：最后的怀抱，最后的告别。在加沙，这样的场景每天都要重复数百次，然而她们却得不到任何帮助。联合国也无能为力，正如联合国秘书长含泪所说的那样
1687605796# #俄乌局势新进展俄罗斯瓦格纳。俄著名战记科茨。我不认为“Prigozhinites”（瓦格纳和音乐家对他们的更多语言称呼）目前情况的导火索是对他们后方位置的火箭袭击。。。视频上演的事实是肉眼可见的。导弹袭击不会造成任何后果。但这不是重点。。叛乱分子的行动表明，他们对各种角色和武器类型的分配有
1697451680# #巴以冲突俄乌局势新进展。今天凌晨，️乌克兰遭到俄军导弹打击的地区：空军基地和其他军事设施遭到打击。。▪️遭受打击的地区包括乌克兰西部和中部地区-赫梅利尼茨基、斯塔罗康斯坦丁诺夫、别尔季切夫、克罗皮夫尼茨基、米尔哥罗德以及扎波罗热。。米尔哥罗德和斯塔罗康斯坦丁诺夫有乌克兰武装部队
1697305485# #转发微博
1695356876# #俄乌局势新进展。别洛戈罗夫卡，第2军团第123旅四轴机打击乌军第10山地旅。
1696408287# #俄乌局势新进展。伊朗军方展示了一段使用Ababil-5无人机在波斯湾跟踪美国阿基·伯克级驱逐舰的视频
1701535472# #巴以冲突。卡桑旅发布新鲜画面。几乎都是贴面杀，卡桑旅在加沙地带北部拜特哈农打击以军场景。
1702616724# #巴以冲突。加沙：隧道尽头的黑暗。。哈马斯多年来建造的三层地下军事工程是以色列军队在加沙地面战所面临的挑战。正在中东肆虐的战争有其独特之处。在此之前，从来没有一支军队能从地下打击敌人。历史上也从未有过另一支军队在地表下寻找敌人。但这种情况已经持续了两个多月。。以色列现在百思不得其解的
1693310878# #俄乌局势新进展。各种打劫店铺的画面见多了，但这种打劫方式你见过吗？允悲允悲
1697266550# #以色列将对巴勒斯坦加大攻势。土耳其麦当劳发表声明，它与以色列麦当劳不是同一个人经营，以色列麦当劳向以色列军队提供免费食物。土耳其马克宣布将向加沙提供100万美元人道主义援助。
1688899901# #不是一家人，不进这家门。
1695239856# #俄乌局势新进展。乌克兰日常不眠之夜。乌克兰武装部队报告，俄空天军远程航空兵七架Tu-95MS战略轰炸机（可齐射42枚导弹）从奥莱尼亚空军基地起飞
1696917867# #俄乌局势新进展。昨天，乌军再次在克列谢耶夫卡遭到严重损失。。克列谢耶夫卡附近的大屠杀：。视频一为亚速纳粹撤离在战斗中被打得浑身是洞的纳粹分子。另一段视频显示一辆燃烧的美国布拉德利步兵战车，被俄军摧毁。。近两日来，乌军持续在巴赫穆特南翼发动攻势，但均以失败告终。损失了大量人员和装备
1695151009# #作为一个呆在离俄乌前线并不算远的记者，这种张嘴就来胡说八道实在不应该。全俄陆军部队加起来都没有60万，各种资料显示，特别军事行动区俄军地面部队约20～25万人，包括了志愿人员，卢顿军团，卢宇光你瞎编个啥呢？
1699006613# #巴以冲突俄乌局势新进展。俄罗斯紧急情况部向埃及运送了28吨人道主义援助物资，援助加沙地带民众。。两架IL-76飞机将运送药品、医用敷料和止血剂。货物的交付是根据俄罗斯总统弗拉基米尔·普京的直接指示组织的。这批货物将被移交给埃及红十字会代表，以便进一步分发到加沙地带。。。10月份，俄罗斯紧急
1689834228# #俄乌局势新进展俄罗斯。近两日在巴赫穆特地区方向被俄军摧毁的部分乌克兰坦克装甲车辆：。。1,2-美制M113装甲运兵车，被反坦克导弹击中；。3-美制悍马装甲车被击中；。4-一辆被炮弹击中的T-6消失的她4BV坦克；。5-一辆皮卡车被一枚温压战斗部的反坦克导弹击中。
1694397472# #俄乌局势新进展。路透社援引八位消息人士的话说，美国和伊朗即将进行五对五的囚犯交换。。。据路透社报道，价值60亿美元的伊朗资产将于下周初转移至卡塔尔银行。。。该机构指出，伊朗与美国在卡塔尔的斡旋下进行谈判期间，双方同意在下周内，在五名美国公民被释放并离开伊朗后，伊朗被冻结的60亿美元资
1700549565# #俄乌局势新进展巴以冲突。“我们终于逃出乌克兰了！苏卡！”。两名乌克兰男人激动到无法抑制自己能够非法离开乌克兰的喜悦。。。来源：tg
1693015842# #俄乌局势新进展。一架打算袭击克里米亚的乌军无人机，在与俄军电子战装备接触后，听从俄方劝告，跳入黑海学习游泳去也
1703030647# #俄乌局势新进展。克列谢耶夫卡，非近期视频，大概在11月初。。一支俄军突击小组突袭乌军阵地后，在被打死的乌军尸体下埋上诡雷。。在呼号“奥丁”的指挥官带领下，该小组带着缴获和一名受伤的乌军撤离。
1688010057# #俄罗斯俄乌局势新进展。关于俄罗斯联邦武装部队对克拉马托尔斯克的导弹袭击。。6月27日晚，俄罗斯军队使用伊斯坎德尔弹道导弹袭击了克拉马托尔斯克市中心的RIALounge餐厅。。。遭到打击的区域有雇佣兵，其中有亚历克斯·加兰特、阿诺·德德克尔和尼克·杜克沃塔，以及三名哥伦比亚公民。在一段来自现场的
1700845160# #俄乌局势新进展巴以冲突。巴赫穆特南翼：亚速新纳粹纳粹头戴GoPro拍摄其“英勇”的堑壕战。。在枪声中，亚速纳粹被俄罗斯武装分子的精确射击打中胸部，在痛苦的哀嚎中大声呼救。
1688009330# #俄罗斯俄乌局势新进展。据路透社报道，在美国，对向乌克兰提供武器的支持率在一个月内急剧上升，从46%上升至65%。。81%的民主党人、56%的共和党人和57%的无党派人士支持武器转让。。民意调查显示，76%的受访者认为，武装乌克兰向中国和其他竞争对手表明，美国“有意愿和能力保护自身利益及其盟友
1695215501# #俄乌局势新进展。基辅和巴黎正在讨论将法国空军幻影2000战斗机转移到乌克兰武装部队的可能性。。据法国门户网站《情报在线》报道，双方已经接近达成这样的协议。
1697331039# #以色列将对巴勒斯坦加大攻势巴以冲突“欧盟又向巴勒斯坦提供了一笔援助，增加到5000万欧元。。冷知识：哈马斯的赞助商～～土耳其和卡塔尔（穆斯林兄弟会组织）、欧盟、美国，有时还有以色列自己，因为反情报机构“辛贝特”创建了哈马斯，最初目的是作为制衡巴勒斯坦解放组织的力量
1700271953# #俄乌局势新进展巴以冲突。《华尔街日报》撰文称，由于国会存在争议，美国不太可能在2024年初之前向乌克兰提供任何东西，甚至会更晚提供。。在此背景下，欧盟提出接管乌克兰的维护：例如德国和法国计划增加乌克兰武装部队的军需。。但总的来说，不断有美国官员怀疑布鲁塞尔和欧洲国家是否能够解决这个
1700847344# #俄乌局势新进展巴以冲突。前乌军战俘组成的志愿部队放出首次战斗出击过程画面。。在他们其中一项任务中，该分遣队的士兵俘获了第二外籍军团的两名格鲁吉亚雇佣军狙击手——格奥尔吉·丘贝蒂泽和格奥尔吉·戈格利泽。
1690457887# #俄罗斯俄乌局势新进展。普京：未来几个月俄罗斯将向非洲国家免费供应2.5-5万吨粮食并提供免费送货服务
1696526553# #俄乌局势新进展。快讯！。普里戈津坠机遇难事件最新进展。俄侦察查委员会老大向普京报告，坠机遇难者尸体中发现手榴弹碎片，排除普里戈津专机受到外部攻击因素
1693992206# #俄乌局势新进展。又一辆英国155毫米AS-90自行火炮告别乌克兰军队。。地点不详
