1701976670# #船夫：我好害怕好无辜悲伤
1702106387# #刘诗诗任如意请善待刘诗诗微笑尊重刘诗诗微笑没有刘诗诗也不会有那么大的剧粉盘微笑某粉别不要脸刘诗诗一念关山
1703136797# #黄景瑜前妻点赞迪丽热巴相关。汗没有自己的名字？不会独立行走？。汗能不能别来沾边啊汗戏精…
1700646070# #王子奇黑白密码啊啊啊啊啊啊一起看黑白密码舔屏举手想要王哥嘟签名泪@小鱼干今天没有被王子奇翻嗷
1701192785# #刘诗诗任如意任如意说，我要银鞍照白马，我要飒沓如流星舔屏抱一抱好飒！！一起来爱奇艺看如意！刘诗诗一念关山
1700740249# #真的泪悲伤眼睛一直盯着离不开舔屏啊啊啊啊啊港风大明星易烊千玺复古红皮衣
1698193763# #哈哈哈哈哈哈助理姐姐怕哥太大步了闯车道哈哈哈哈哈哈哈哈一把拎回来哈哈哈哈哈哥别太搞笑@王子奇是演员王子奇
1704553296# #破防了开学季嘿嘿嘿爱你爱你爱你我要买彩票去啦锦鲤附体求饶
1704559682# #可爱松子
1704384834# #真的好美开学季
1699789662# #嗷嗷嗷抱一抱是穿白色羽绒服的糯米团子👸@张婧仪
1695486964# #悲伤心疼妹妹悲伤希望平安健康悲伤
1700563426# #啊啊啊啊啊好喜欢好喜欢举手还是最爱的紫色啊啊啊啊王哥举手@王子奇是演员王子奇
1702302302# #揣手现在看到鼠字都有点敏感条件反射awsl
1701048805# #存
1700881071# #易烊千玺4%vol的河wok我真的是爆哭悲伤泪你小子真浪漫易烊千玺二三逢时戢鳞风起
1693023824# #玺的声线和这首歌超适配泪
1699502668# #陈奕迅厦门抢票。这个不是实名制➕电子票嘛？？？。（不是纸质票吖）【强实名】。怎么那么多🐮出票疑问
1699627376# #哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈双标鸟姐们太可爱了
1698839140# #刘诗诗超话别被👻带偏，专注姐姐明天狮子们专注自家哦，谨言慎行，期待美美的姐姐就好好爱哦好爱哦好爱哦羞嗒嗒羞嗒嗒羞嗒嗒
1702376384# #期待评委易烊千玺污
1702004444# #就喜欢看别人夸污有的人空瓶了好几天最后破防也能理解污
1704006060# #呜呜呜呜真的很宠开学季抱一抱玺2024越来越好抱一抱
1695614506# #期待耶抱一抱
1696081378# #OMG哇舔屏omg一姐随时随时地刷新我对古装美人的感觉
1700466196# #抱一抱真好刘诗诗hi6逆应援
1696332795# #陈芋汐向镜头点赞。妹妹超级棒！！
1702127914# #好想奶一口求关注舔屏都这么晚了我得去接我家幼儿园小朋友放学了今天穿的粉白小班服怕被偷
1702272449# #曾经的龙葵现在的任辛继续看仁辛/任如意爆发哇抱一抱刘诗诗任如意刘诗诗一念关山
1704514875# #刘诗诗任如意一部作品就能上到了第五抱一抱爆剧女王刘诗诗抱一抱继续来爱奇艺看《一念关山》刘诗诗任如意呀～
1702011543# #求关注奶千求关注这个角度…可怜易烊千玺代言波司登
1702389384# #彩蛋掉落抱一抱
1704116259# #2024年第一句晚安。预约了抱一抱会是我姐宝嘛抱一抱。人民日报嘟短信计划抱一抱刘诗诗～刘诗诗超话
1693458733# #悲伤是的！易烊千玺的表演真的是带着一种独特的味道！！！给人的感觉很不一样！！谢谢惠英红老师悲伤心易烊千玺十稔终章皆成序
1701948802# #玺玺抱一抱我和你下棋舔屏易烊千玺超话
1703482028# #好绝啊舔屏送花花她好像真的会武功送花花
1691510706# #呜呜呜真的是诺诺泪那会觉得很眼熟悲伤来虎妈微博翻但是太小了没有彻底认不出来悲伤
1700468521# #哇还能在23岁生日前看到22岁的易烊千玺走红毯舔屏易烊千玺官宣vogue时尚盛典
1703958947# #刘诗诗超话抱一抱收收收抱一抱刘诗诗任如意
1691665287# #泪真诚的玺玺值得被善待悲伤小千是个别人对他好，他对别人更好的人。现在想来，综艺嘛大家最多萍水相逢然后就散了，街1也过去了好几年，可是易燃装置这个组合却一直到现在，志同道合真诚相待
1702191374# #期待😚
1702009960# #抓狂抓狂
1702535395# #刘诗诗任如意今晚继续来看任如意抱一抱哇一念关山
1699178216# #张婧仪长眼线张婧仪超话举手是可以随意切换风格的公主👸
1693317784# #泪再次为《干杯》发疯泪舔屏易烊千玺超话
1702722952# #刘诗诗任如意抓狂这个扛得住后镜头的美真的绝了抓狂姐姐好美抓狂刘诗诗可隆品牌代言人
1701666675# #刘诗诗一姐今天不1了（任如意版。我要笑死了哈哈哈哈哈哈哈。刘诗诗你走路都把旁边的小哥带飞起来了。谁说我姐今天不1的抓狂抓狂抓狂。刘诗诗任如意
1699206697# #嗷嗷嗷开学季玺玺起落平安！一切顺利！
1697627263# #舔屏公主的字真好看舔屏👸又去当高中生咯
1701286146# #一念关山站内热度破9000。绝了只要有刘诗诗在的视频点赞都巨高抱一抱。姐你真的是统治区啊泪泪泪。任如意！继续给我冲啊！。刘诗诗一念关山刘诗诗任如意
1702185512# #一念关山解锁新副本。好好好刘诗诗一念关山。继续爱奇艺见抱一抱求关注。刘诗诗任如意✌️。刘诗诗任如意
1695357012# #加油加油哇
1701090259# #刘诗诗一念关山好耶好耶
1701101259# #玺宝！平安健康快乐抱一抱@TFBOYS-易烊千玺
1702878222# #王子奇超话。又看了王哥哇尊嘟好幸运。王哥好帅好帅好帅抓狂。恭喜王哥哇㊗️越来越好～。
1702613206# #刘诗诗任如意刘诗诗任如意抱一抱继续追更好的任如意抱一抱刘诗诗一念关山
1697798266# #天啊抱一抱婧仪这张脸真的很大气啊啊啊啊啊啊舔屏说不出的味道@张婧仪
1704121672# #恭喜恭喜抱一抱
1704082194# #哈哈哈哈哈哈哈哈哈哈
1699631746# #啊啊啊啊易烊千玺怎么还没来泪
1703781562# #王子奇超话抓狂完成抽卡kpi抓狂
1693213480# #康欣还以为烘焙店出事了……
1703916493# #听到这首歌，一念关山魂起来了举手脑子都是刘诗诗任如意的打戏亲亲抱一抱
1699356355# #姐姐好美抱一抱
1702136635# #刘诗诗任如意我姐真的是一个很真诚的人太善良了悲伤希望姐天天开心抱一抱姐姐是一个很真诚的人
1703848539# #刘诗诗东方淮竹耶抱一抱恭喜呀抱一抱期待东方淮竹抱一抱
1704338667# #刘诗诗任如意舔屏我的天啊啊啊啊啊啊！！！红衣任如意啊啊啊啊！！好美抓狂刘诗诗一念关山
1702731523# #啊啊啊啊好可爱好美啊刘诗诗啊啊啊啊抓狂能不能抱走@刘诗诗
1698743554# #一念关山刘诗诗超话啊啊啊啊啊尊嘟嘛！！想看姐姐的古装了泪舔屏举手刘诗诗一念关山
1699634649# #易烊千玺二三逢时戢鳞风起泪玫瑰王子泪我们小王子又下了一场玫瑰雨抓狂易烊千玺限定玫瑰
1694327363# #微信表情包变小。费解能不能干点有用的啊啊啊费解。怎么表情包自己变小了啊啊啊。看着好难受啊啊啊
1704082104# #她美得发光抓狂她好美送花花刘诗诗
1704450356# #刘诗诗任如意跪了真的好绝…受不了了姐开学季求贴贴泪
1693613988# #一个台风刚登陆另一个台风又来了。放过广东吧…放过粤西吧…粤西每年的台风真的怕了…跪了
1699936961# #微博视界大会角色闪耀，微光同行。我正在微光荣耀入围影视角色为朱韵荣耀推荐！来和我一起参与荣耀推荐吧，助力喜爱的影视角色绽放
1703905694# #👸开机大吉抱一抱
1691665373# #刘诗诗行走的山茶花泪姐姐真的好好看好美好美好美哇哇哇
1704426513# #刘诗诗摇滚歌姬抓狂姐宝什么盛世美颜啊啊啊啊啊抓狂又可以飒又可以甜抓狂啊啊啊啊啊啊啊啊公主请多拍！！爱看！！！。（欢迎大家继续来爱奇艺收看《一念关山》刘诗诗任如意呀～刘诗诗任如意
1702015249# #他从火光中走来好耶好耶求关注太棒了求关注
1702378178# #2023搜狐时尚盛典期待刘诗诗耶（任如意抱一抱哇刘诗诗任如意
1703127206# #啊啊啊啊啊啊啊我的公主泪泪泪期待乔青羽抱一抱@张婧仪
1697108881# #舍不得泪开学季再见楼站泪
1697539080# #张婧仪妈呀谁又给张婧仪买黑稿呀最近张婧仪一直被买各种黑rs黑稿是谁在防爆啊开学季《他从火光中走来》里的三位演员揣手最近都是铺天盖地的黑稿开学季一个个接着不是绯闻热搜就是黑热搜揣手真的很莫名其妙揣手都在防爆防剧爆完防演员爆是吧👋
1700474652# #刘诗诗一念关山泪美到窒息舔屏刘诗诗酒红束腰长裙
1704385423# #啊啊啊啊啊甜甜千抓狂可爱疯了啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊清扬品牌代言人易烊千玺
1692152113# #是真的好甜开学季
1703679795# #泪
1702086400# #泪那会看风中奇缘超爱我姐这句台词悲伤我不想做丝萝，丝萝攀援着乔木而生，乔木为丝萝遮风挡雨，让丝萝免受风雨之苦，可乔木应该也有累的时候，我不想靠乔木而生，我也要做乔木，为身旁的乔木同抵风雨
1696687485# #南忘今骁超话。跪求二搭开学季好养眼。我的输入法懂我开学季。他从火光中走来
1698671966# #宣传委员姐姐举手
1703848328# #啊哈哈哈哈哈哈姐宝这套衣服好忙抱一抱也祝姐宝事事如意抱一抱一起期待2024抱一抱
1693297137# #易烊千玺进组小小的我。弟弟好像剪头发了举手。期待新电影哇心
1692620067# #易烊千玺分享17年的自己白月光的杀伤力太大悲伤
1702395920# #微博现在开始杀🐭。不污染首页了揣手awsl
1691330217# #易烊千玺激光笔进局子微笑
1693824958# #泪“他一定能走很远”泪是的时间会把易烊千玺带到更远的地方泪“外行看热闹，内行看门道”泪谢谢业内人士的认可和肯定鲜花@TFBOYS-易烊千玺
1700751332# #wocal跪了我真的跪了跪了呜呜呜呜好帅舔屏易烊千玺二三逢时戢鳞风起
1701514852# #啊啊啊啊刘诗诗声音真的好好听悲伤@刘诗诗
1698981277# #黄景瑜孙千冬至海报。泪温柔又有破碎感的江警官舔屏开机大吉收到江成屹黄景瑜冬至
1699331898# #抱一抱面对挑战，没在怕的今晚见抱一抱
1696509139# #啊啊啊啊啊啊泪梦幻联动泪鸡皮疙瘩泪是《不完美小孩》和马达引擎！！！泪好棒抱一抱抱一抱抱一抱@Ice-dance柳鑫宇
1692616490# #啊啊啊啊啊啊啊啊啊好久不见泪泪泪听刘艳芬易烊千玺专辑实物
1704081897# #好好好抱一抱吹口哨玺宝抱一抱旋律是老板吹口哨吹出来的全力以赴
1698832157# #好喜欢好喜欢舔屏谢谢老师舔屏期待下次合作举手@刘诗诗
1694149284# #周姐好美哇好喜欢
1701747125# #姐杀青快乐抱一抱期待抱一抱刘诗诗东方淮竹
1702448131# #一念关山微博开分8.5。（今日🈲️🐟无意占用公共资源🈚️cue刘诗诗谢谢大家对一念关山的支持）。任如意面对昭节皇后之死的真相悲伤那一刻情绪的爆发真的好刀好刀刺痛心脏悲伤刘诗诗表演感染力太强了泪刘诗诗任如意。大家继续支持《一念关山》抱一抱一起来看刘诗诗任如意/
1697108934# #哈哈哈哈哈哈哈哈哈哈公主你真的要笑🐭我
1692619277# #泪他真的很好很尊重泪
1698811152# #哥能不能营业泪想看新鲜图跪了王子奇超话
1691568545# #悲伤开学季美四哇
1695547883# #🥹姐姐不是佛系而是通透很真诚，很通透
1701498183# #真诚得对待每个人的小宝悲伤
1691030753# #骂战又开始转到了应援全在骂对家的应援在d唯眼里确实自己不如别人的时候总会嘲讽别人炫耀总不能专注自家我记得前段时间组合空瓶有某家的d唯一直截图吹捧自家的空瓶识大局为组合着想截图到第三方平台洗脑都有吧摊手d唯总是一副双标的嘴脸
1699035594# #是的泪举手睡前dream一个泪
1698156632# #杀青快乐心心心期待北哥！！期待下一部剧心
1704595763# #爱慕好期待啊啊啊策马扬鞭，硕果连连彩虹屁跟随𝑮𝑳𝑨𝑺𝑺的镜头，奔赴爆剧女王的丰收新里程，一同探索时尚与艺术的交汇💫
1703674867# #抱一抱是俺可爱美丽动人嘟公主👸
1703163181# #哈哈哈哈哈哈哈哈冲哥又见小仪了哈哈哈哈哈
1702951332# #一念关山崩人设不是很会回应吗？回应一个？第几集第几分钟摊手
1691337285# #哈哈哈哈哈哈哈哈太可爱了
1701919398# #张婧仪焕羽妈呀这也太养眼了吧舔屏预约起来✌️
1703171367# #一念关山。没有刘诗诗谁知道一念关山这部剧汗。业内人提到一念关山这部剧都是只带刘诗诗汗。第一次见合作演员方这么🐊❤️的环境。既得利益者得了便宜还卖乖摊手汗必反噬
1693767179# #哈哈哈哈哈哈哈这宝宝太可爱了😍之前大合照他笑得可开心哈哈哈哈
1703401131# #一念关山编剧回应争议说剧粉被女主小作文创飞的，请问是真的剧粉嘛❓是真的看剧了嘛❓真的认真读刘诗诗这总结文了嘛疑问。不会是要刘诗诗像句号哥那样发一篇没文化内涵、没升华、纯句号到底来一波虐粉的流水账才能不破防吧❓理解能力不足的回去提升一下可怜不要把自己的愚c炫耀到大家面前
1691667148# #恨的不是wjk而是wjk的团队尤其是杨柳嘴脸太恶心永远都忘记不了易烊千玺去年七月被杨柳组织策划的那场网暴接二连三的黑rs、造y、甚至连着教育🍊、学校都被他们拉扯摊手…还有小段平息之后策划得那一篇激化大众的文章。。事情过去了一年周年看到💰和wjk那种场面的时候都会感慨一下友谊但是
1702208262# #刘诗诗任如意任如意来咯抱一抱舔屏刘诗诗一念关山
1700630476# #易烊千玺二三逢时戢鳞风起呜呜呜玺玺以前尊嘟好可爱舔屏抱一抱
1703908224# #刘诗诗东方淮竹抱一抱是东方淮竹抱一抱期待抓狂
1703781457# #抓狂好爱姐这状态好到爆了哇！！整个人水润润的惹人怜爱，接火速进组🙏
1699635140# #抓狂抓狂抓狂怎么那么可爱
1700646179# #图5⃣️是发呆的江警官举手@Johnny黄景瑜
1702136726# #啊啊啊可爱抱一抱小猪包男孩儿
1700483530# #舔屏尊嘟在发光抱一抱ps：大雷是在告诉姐姐粉的位置嘛哈哈哈哈姐尊嘟好暖泪刘诗诗一念关山
1698740588# #举手平安起落平安！@Johnny黄景瑜
1703259875# #刘诗诗TODS。辱追不算粉摊手望周知摊手。天天盯着粉q那些破事你们是真的闲微笑。闲着的话都来买杂志谢谢微笑
1701285807# #一念关山站内热度破9000。关子你怎么在vx还被禁止关注啊。刘诗诗任如意
1704043211# #抱一抱新年快乐～首页嘟宝宝们抱一抱。2024要越来越好呀～酷
1703997238# #好好好抱一抱刘诗诗一念关山一月两场红毯活动，真棒舔屏
1701192895# #刘诗诗任如意大家都来试试呀抱一抱举手一起看如意！事事如意！抱一抱舔屏刘诗诗一念关山
1699271136# #舔屏啊啊啊啊刘诗诗好美啊啊啊啊啊举手姐，你去应聘工作室吧泪它需要你！！！
1702087551# #背刺刘诗诗真诚和善良的人没有好下场微笑（任如意孤狼版微笑刘诗诗任如意
1702472635# #一念关山泪悲伤刘诗诗怎么那么好悲伤大家明晚继续来爱奇艺看《一念关山》抱一抱看任如意呀抱一抱刘诗诗一念关山
