1695050693# #够了。。够了……够了，，够了、、够了
1690896194# #小姐姐你体育生吖
1691492410# #没错我精神不正常
1689747879# #一起床翻开英语书头和爆炸一样
1691138064# #哇哇大哭
1694090111# #打开一次看到一次微笑
1692176618# #真特么给我看笑了。。
1697466070# #讨厌你们你们都不来找我玩
1691651630# #不是我没说我这个耗不用了啊怎么huq人数kuakua往下掉的微笑微笑
1689469749# #日本女团是这样的裂开
1691935792# #你们知道jiwoo有多萌吗？！？！（尖叫）（扭曲）（阴暗的爬行）（爬行）（扭动）（阴暗地蠕动）（翻滚）（激烈地爬动）（扭曲）（痉挛）（嘶吼）（蠕动）（阴森的低吼）（爬行）（分裂）（走上岸）（扭动）（痉挛）（蠕动）（扭曲的行走）（不分对象攻击）（怒吼）
1691632761# #我小豪又异常了好想死
1691740466# #我讨厌男人
1698477074# #英语课发了一堆资料我看的就崩溃
1689831779# #金sharon
1696576449# #重新拉一个hhh。活跃的妈妈们请加入
1698071634# #啊啊啊啊啊啊啊啊啊我真的约到了27号的迪士尼
1691230061# #开普勒不会在kconla的衣服都是旧的吧微笑
1696111075# #有一个小女孩起床了
1698992884# #我受不了了啊没东西可玩选个排队十分钟的
1701520356# #亲娘
1697289403# #徐永恩会做拉面但是她不会做窝虾面
1694793629# #9.16🐑⛓️。。路͎过͎评͎论͎k͎1͎。需͎回͎访͎评͎论͎k͎2͎带͎链͎/͎指͎路͎。群͎里͎k͎3͎。晚͎上͎统͎一͎回͎͎。。走不出去，眼前就是你的世界，走出去，世界就在你眼前！如果你不花时间去创造你想要的生活，你将被迫花很多时间去应付你所不想要的生活！选择意味着改变，改变意味着行
1692328370# #不允许给我发422的高清了微笑
1698564436# #供
1695462504# #怎么了怎么都不理我微笑
1697857643# #我咧个草我刚吃一条脆香米
1696324604# #一觉睡醒互粉
1696084341# #抽一个人帮我收拾允悲允悲送一个春图浴巾
1697551299# #想要天降女友的有福了，我马上准备跳楼。
1691132521# #费解
1690424940# #恭喜诺基春奈拥有第四个裤衩
1691925088# #我被热醒了。。。
1694269898# #我不想用这个了～～～
1701347838# #🦊🧡
1692510837# #女总裁你下班啦
1693565734# #能不能滚
1703600068# #我真饿了
1692946820# #我是真爱
1690412405# #【7.26🐑铁】阳光信用每日一善。指̲路̲必̲回̲。。以团结互助为荣、以损人利己为耻。以诚实守信为荣、以见利忘义为耻。以遵纪守法为荣、以违法乱纪为耻。以艰苦奋斗为荣、以骄奢淫逸为耻。。。
1703322060# #一个扫地机怎么你们了允悲你家没有扫地机不会撞到东西吗
1694530836# #夜景…还是外景…wk1你好爱哦好爱哦
1695288847# #SVIP免费领SVIP体验卡免费领送你一张SVIP体验卡，点击免费领取，即刻获得去机型小尾巴、个性Flag、内容权益、动态头像、评论气泡等超多尊贵权益。快快点击链接领取，和我一起畅享SVIP尊贵权益吧！
1691412965# #我们新鲜一下。
1703405114# #一杯大杯奶茶在我手里活不过五分钟
1691658268# #晚饭吃什么我不想做饭
1692687897# #我回来了！！
1691903711# #转发微博
1703599869# #又给我乐开怀了…
1698989709# #谁出现
1691643718# #我希望我今天的铁fo能chuachuachua涨个30微笑
1694217581# #死亡了中午见允悲
1697349929# #…学校…？前几天上了，明天还要上……我们到底是什么关系？这样会不会太暧昧了……？
1698671469# #我哭了
1690988861# #徐永恩又要预定一个日趋了允悲
1689227561# #我好喜欢kep1er又好恨kep1er
1690294190# #我等一下发个视频
1693750088# #好爱哦英雄
1691683933# #我睡觉了。，
1702176836# #分享图片
1703382268# #谁想了？。
1692104116# #啊对啊
1691915197# #微笑
1701475062# #要迟到了结果在一楼看见数学课同学安心
1701616909# #妈妈求抽我淚
1699023368# #灰太狼先生不要抓我我请你吃沟史。切我才不吃沟史呢我要吃答辩
1689991595# #下大雨踢球小心感冒呢
1696312228# #吃一个
1689357763# #我要睡觉了晚安
1696294556# #你们kep1er第十一？！互粉互粉
1692880054# #喂互粉
1701255353# #时隔一个月老娘又买拍了…
1698672161# #小姐姐你好帅啊求扣
1699803471# #世界上最萌的对话诞生了…
1699189402# #在我消失的两个小时里你们都干什么了耶
1691849337# #谁来一起到此一吃
1698708126# #抄完作业🫰🏻
1702207583# #好的好的好的我努努力
1698140731# #嘘嘘
1694443171# #分享图片
1698587716# #每天都是万圣节我每天都在cos僵尸
1701010649# #那什么。允悲
1698927264# #：什么症状。我：太想徐永恩了怎么办。：去把之前的签售视频重温一遍实在不行冲日本回归视签
1689903031# #嗯呢呢呢呢
1689384980# #谁送我一个1tb的手机
1692238601# #马东叔叔求求你别数了
1693321258# #你的美工很省钱
1692364615# #我爱你们我爱你们我爱你们
1701606085# #家人们确实，我11月在上海看keshi演唱会的事没必要天天提，知道我11月在上海看keshi演唱会的人多的是，天天提我11月在上海看keshi演唱会显得好像我11月在上海看keshi演唱会一样，其实别人也知道我11月在上海看keshi演唱会
1689484599# #苹果头萌萌
1691369170# #我好想哭
1698205739# #这么美
1694699898# #呃
1694448006# #9.12🐑⛓️。路͎过͎评͎论͎k͎1͎需͎回͎访͎k͎2͎带͎链͎/͎指͎路͎。。一粒尘埃，在空气中凝结，最后生成磅礴的风雨；一粒沙石，在蚌体内打磨，最后结成昂贵的珍珠。有时候，渺小的开始，可以成就雄伟而宏大的事业；有时候，平凡的开始，可以走出崇高而伟大的人生。。。
1689604045# #。。
1694040793# #完了今天要堵车
1699445712# #我的名牌是angelababy你的是郑恺郑恺不能撕angelababy
1692234988# #谁收了
1696148832# #myfeelings
1689499693# #含有真的复仇计划
1699159695# #谁喜欢
1689300135# #✌️
1703717031# #哇塞你们还是把我杀了吧…喉咙痛的要死了
1690025767# #谢谢亲亲
1693223219# #妈妈们谁来关注我当我水军🥺🤲🏻。mct0roiyj
1702797903# #我表弟妈妈送温暖，。
1697856738# #我肚子真的是那种一阵一阵的痛允悲允悲前面还好好的想着能撑到下课然后一讲新课了我痛的面部狰狞
1690024470# #全都发给纯兔预警
1699791592# #八点多整个晚饭
1691310098# #我要哭了你们人呢
1694595500# #等我回家捞贴刚刚捞了一点了抓狂
1691543611# #让我出掉行吗
1702513777# #又幸福了姐
1689410474# #。不要再问了🤧。
1695806361# #完全我
1692371152# #真想了啊啊啊啊啊啊啊
1701252202# #我外婆看我演唱会视频：这人是男的还是女的？
1693460263# #地理老师和我一个姓啊而且是不常见的姓她要记住我了微笑
1691709959# #早心
1695551108# #我特么现在看到一个不是我铁的就想双
1692142017# #哎哟我天
1693365478# #丑的我要吐血了
1695107767# #熊猫头套+中文卡背！！！
1692094829# #啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
1698591585# #上周开了五天5:55的闹钟我没一次听到每天早上都是我妈过来帮我摁掉心
1695633159# #我到家了
1699831466# #我要交手机了你们别想我。。
1697986035# #22:47写完地理练习册
1697459151# #其实我在以前初中都是倒数前三的水平
1699774187# #宝宝快起床咯你再不起床就把你的小被子掀开了哟
1695828483# #铺嬷走了女孩儿帮纯兔预警姐姐捞完贴了晚安晚安
1690973926# #我要开kgc挤眼挤眼来来来
1692256581# #认识你们很荣幸嘻嘻允悲
1689688848# #转发微博
1702101965# #快到1213吧我还能休息个一天半不上学…。
1692712119# #双向互动这条下面k1非铁评已经是我铁的别评🫶🏻
1692200391# #我的rzt呢我天允悲
1689340831# #耶
1701346064# #有人可以理我吗
1692250633# #我真他妈语塞了嘻嘻
1693833099# #女团开普勒想向天文学家伽利略讨教爱情。。
1691424792# #这对一个想去迪士尼的人是多大的一个诱惑啊。。
1690644470# #睡觉睡觉睡觉
1693200227# #购入微单一台女孩儿
1692886258# #我的状态就是在tb挑了好几副手工穿戴甲。。我国庆节放假第一天就要戴我受不了了
1691579887# #我爸送我的书互粉
1695632475# #手机真要没电了我真回家看了
1696161047# #允悲允悲
1694931178# #集美你允悲
1692793574# #看哭了
1691902139# #如果我说80块钱整图包邮你们该如何应对？
1703433606# #Xxmass🎄
1693480637# #喜欢纯兔预警的请扣1女孩儿
1691573452# #有人在吗我好尴尬
1689776889# #不好意思又要韩语听力考试了
1696867036# #钱包要被榨干了我不开玩笑
1699788832# #分享图片
1698660760# #不发微博的时候在研究牛肉粉+馄饨。
1693319138# #分享图片
1689168178# #好可爱我的小狗我的小狗好可爱好可爱
1699081769# #上我最听不懂的英语了微笑
1693734271# #你们都不要说了～！泪没有看到老师生气了嘛？泪泪待会儿再把老师给气走了～泪泪你们不学别人还要学呢，干什么呀？泪泪为什么不能认真写作业啊？～泪（趴桌子上哭到吐）泪老师你别生气了～看看你们把老师给气的泪泪
1703344667# #你们到底怎么和跨时聊天的？
1690267013# #什么玩意？我有点受不了了
1692802834# #每天23:00蹲kep1er发预告的我就像是一个舔狗
1703416186# #19:09抄完英语
1703252078# #笑死我了我前担一个我很讨厌的签售姐翻车了给劳资乐死了
1693451146# #我宝去年中秋的衣服呢。。还我22中秋
1691763006# #ladiesandgentlemen鹅妈妈又跟大家见面了来我们拆快递
1691904837# #我不敢想象这一碗多好吃所以我要开动了
1697645301# #不知道怎么形容你了只知道你情商很低🫰🏻
1690857332# #考完了微笑
1696948385# #……妈妈
1689323580# #怎么愿望都和我一样的。。本来打算20年去瑞士的啊
1689910129# #我要去挑战脆皮五花肉了
1689589786# #你们有些男宝妈怎么好意思说那个团丑的怎么不先看看自担右哼哼
1693223980# #挺好的
1700909527# #情侣款🫰🏻
1699787623# #好操蛋的排版微笑
1693214793# #我真的允悲
1689228410# #讨厌所有人
1696943290# #这是演的还是？
1703918073# #dd
1699891685# #加入青青草原
1693398051# #突然爱上九宫格的原因是很多卡都是三张的连连看微笑
1689164247# #其实我有一个很想月的同担老公
1690552008# #你们喜欢纯兔预警还是糯叽纯奶
1692161967# #我真的允悲
1693742004# #【͎3͎5͎整͎图͎不͎包͎】͎【͎均͎价͎5͎元͎一͎张͎】͎【͎3͎5͎整͎图͎不͎包͎】͎【͎均͎价͎5͎元͎一͎张͎】͎【͎3͎5͎整͎图͎不͎包͎】͎【͎均͎价͎5͎元͎一͎张͎】͎【͎3͎5͎整͎图͎不͎包͎】͎【͎均͎价͎5͎元͎一͎张͎】͎【͎3͎5͎整͎图͎不͎包͎】͎【͎均
1698897659# #见面吧🤧
1701186258# #我不过就是去看keshi演唱会吗？其实没必要一直说的，到底有什么值得炫耀，真的没必要告诉每个人我去看了keshi演唱会，总之就是我今天去看了keshi演唱会，当然真的绝对不是炫耀我去看了keshi演唱会，我只是说我去看了keshi演唱会。
1698841469# #咖啡当饮料一样喝晚上照样睡得着🫰🏻
1700050176# #啥意思啊滚
1689339334# #我要聚宝
1693746992# #哎哟谁不来
1689925692# #演的吧
1695482291# #呃
1689342962# #我不要脸
1698489271# #做完卷子了我能不能交卷先走我好饿
1698751093# #我不会再为迪士尼花一分钱了
1704118169# #小姐姐…
1691734021# #三个人拼车买什么呢我真的鄙视
1691544895# #撒浪嘿
1694096812# #好想吃谁给我下单
1699709144# #装小只允悲
1691848948# #呵呵
1696135042# #我的天
1696507466# #更新一下啊啊啊啊啊。
1699054465# #路过什么沟史的地方
1696931830# #你们知不知道我特么被同学骂是铁桶费解
1690862363# #小姐姐你笑而不语赵恩奎你笑而不语
1702179747# #劳资母亲偷偷给自己买了爱疯食物破…劳资要抢过来…
1700368117# #自行摸索嘘
1702714734# #其实我的名字只和徐永恩差了三个字….
1693022814# #谢谢那姐
1697283122# #浓茶妈妈好爱哦
1691755937# #我明天五点半要起床我觉得我可以通宵
1691226155# #谁允许你歪头的。。。。。
1693917232# #我男朋友喜欢我另一个男朋友，但是我另一个男朋友不喜欢他，喜欢我另一个男朋友的另一个女朋友，我另一个男朋友的女朋友喜欢我，可我不喜欢她，我喜欢我男朋友的另一个男朋友
1697551279# #其实我命里不适合写作业
1691813127# #合作
1695468249# #我是最幸福的小孩
1693449567# #能不能快点到站了车上一个位置都没有吐吐
1691476441# #诶呦嘿
1691510404# #柑橘的栽培：土层深厚、排水透气良好、有机质丰富、灌溉方便、交通便利的地段建立柑橘园，在春季2月下旬至3月中旬春梢萌动前栽植。柑橘栽培最常见的间距4X6米，但当前有一种倾向就是用不同的种植方法使柑橘在后期生长密植，因而4X3米甚至4X1.5米的间距也常采用。其种植密度通常每公顷种植410株，密植情
1691144706# #眼睛有辣么大可怜
1701623513# #分享图片
1702223463# #蝗军人and咩军人。㊗️凯旋归来🫰🏻🫰🏻我会想你们的❤️❤️
