1692766832# #从绝对金额来看，这一波应该差不多了吧？
1697077685# #进入股市你就会慢慢发现，。。刚开始你以为研究的是技术，。。后来才发现研究的是金融，。。研究了金融后你会发现其实研究的是经济，。。研究了经济后你会发现其实研究的是政治，。。研究政治后你会发现其实研究的是历史，。。研究历史后会发现其实研究的是哲学，。。研究哲学后你会发现其实是研究的是周期和规律，。。
1698632528# #牛逼
1694270235# #转发微博
1689029869# #重启国企改革势在必然
1689926153# #在曲折中向上。。本周股市震荡向下，人工智能大幅回调，万霁产品净值也受到冲击。。。最近200年的科技史表明，任何一轮新技术步入奇点后，发展会非常快。但是相关股票在股市的表现却一波三折。在每一次波动时，都会有部分投资者信念动摇。我们认为人工智能本周的调整属于正常，没有实质性利
1691571038# #看多的估计很难受。。。有什么消息吗？。。我也在找，但是很可惜没有找到。。。从龙虎榜观察，更多是资金博弈。估计一些游资呆得时间长了，成本受不了，选择了退出。。。我们的态度变了吗？。。没有。。。人工智能元年，才涨了一个季度就看空，没有道理。。。人类的无限可能将依赖于人工智能。。。经济增速稳定期，这样
1690712657# #支持"上市公司大股东、董监高不得以离婚、解散清算、分立等任何方式规避减持限制"。。。减持是股东的权利，但是要依法依规。既要减持，又要股价不跌，哪有这么好的事情。
1696922880# #这样的新型婚姻模式，你能接受吗？
1694076861# #磨人的底部，要拿得住股，就少看盘多读书。。。推荐一些经典书籍：。。彼得•林奇的《彼得•林奇的成功投资》。。哈耶克的《通往奴役之路》。。乔尔格林布拉特的《股市稳赚》。。格雷厄姆的《聪明的投资者》。。费雪的《怎样选择成长股》。。巴菲特的《巴菲特致股东的信》。。波特的《竞争优势》。。格林洪德和卡恩的《
1689482258# #当地时间7月13日，美国总统拜登在记者会上暗示瓦格纳雇佣兵集团创始人普里戈任或有被下毒的风险。拜登表示，如果我是他，我会小心我吃的东西。
1697459716# #老胡，我举双手赞成大V实名制。很多人提议：那些出口成脏的五毛党能否也实名制？
1690964085# #券商熄火了，。保险沉寂了，。银行让利了。。能看到希望的，还是AI。。人工智能包括硬件、软件（主要指游戏）。。下半年大力做AI吧，千万不要犹豫。。做AI的同时，多喝点白酒，助兴。
1697798611# #今天下午一位兄弟组织了一批机构开会，感觉很有意思。我一般很少参加此类会议，因为投资是独立的，除非研讨个股，否则策略性的东西很少有参考意义。。1、会议上只有我一个人看多，而且我是看多创业板指数创新高。你当然可以嘲笑我。犹记得2014年上半年沪指2200点左右，当我提出3000点时，会议室爆发的也
1696640729# #10月6日，2023年诺贝尔和平奖授予纳尔热斯-穆罕默迪（NargesMohammadi），以表彰她反对伊朗对妇女的压迫，为促进所有人的人权和自由而奋斗的精神。。她的勇敢斗争也给她自己带来了巨大的个人代价。伊朗政权已逮捕她13次，定罪5次，总共判处她31年监禁和154下鞭笞。。至今，她仍在监狱中。（转）
1692929591# #大家没必要去抢盐吧，难道是2011年抢的盐终于吃完了？
1696579640# #国家存在的意义只有一个，那就是确保民众的幸福。。。在文明社会，领土大小跟民众的幸福没有关系。因为没有侵略，国土大小一样可以安居乐业、谋求幸福。。。民众的幸福只跟领导人的选举和政策选择有关。因为政府是民选的，干不好就下来；政策是票决的，不对就修改。这样的机制有助于确保社会高效运转。。。在
1688889381# #赞
1698885921# #影响投资收益的主要由三个因素决定:胜率、赔率和频率决定。。。胜率，意味着我们做投资时，有多少的把握成功。赔率意味着我们做投资的时候，看对了能赚多少。频率则是我们做投资的下注次数。。。胜率和赔率是不可兼得的，这个世界上的好事不可能被一个人占了。高胜率的投资，往往赔率不大。高赔率的投资，
1696154246# #这个假设的前提是：市场是有效的。巴菲特说：果真如此，我就难以获得超额收益
1695735377# #本事大大的
1692698149# #从事股票投资这份事业，对研究的狂热爱好是必须的。研究，第一个当然是对公司、行业、宏观经济的调研推理；第二个是对历史、人性的学习和研究。。。股市里每一笔成交量，都是一个买家和一个卖家，两个人做出的不同决策，这就是股票市场为什么是“人性”的真实体现。历史更不用说了，无数次的周期循环在历
1688548680# #别和小人过不去。因为他和谁都过不去。。别和社会过不去。因为你会过不去。。别和自己过不去。因为一切都会过去。。别和往事过不去。因为它已经过去。。别和现实过不去。因为你还要过下去（转）
1698203527# #医美龙头，当初上市时就觉得高估，但是一口气涨了5倍。。如今跌了6成，还没有止跌。。高估值的公司，一旦业绩低于预期，就是毒药。
1690767740# #如果是牛市，怎能没有AI？。。如果是熊市，你慌什么？
1697954473# #我就看看
1690944862# #超导目前是野花，AI才是真爱
1691809287# #敢说真话
1691185038# #转发微博
1696202409# #围观
1693366287# #可怕
1687876098# #转发微博
1687560862# #可能性很大的
1690011480# #昨天开盘前已经说过：止跌有两种方式，一种是靠时间换空间，低位震荡换来止跌，另一种是深V大长腿带来的情绪反转。。。从行情来看，市场没有选择深V大长腿快速见底，而是选择慢慢磨。这是市场合力的选择，我们只有接受，并以此选择相应的对策。。。在经济磨底、预期不稳定的阶段，赔率思维通常重于胜率思维
1694525747# #不敢评论。
1698536896# #转发微博
1690274160# #原来都是看图说话笑cry
1692774823# #1、外资连续12天净卖出，今天再次卖出104亿。。2、我们应该恨外资吗，那么他们恨谁？。3、外资是恶意做空吗？我不这么认为。他们有自己的决策权，人家奖金也是跟业绩挂钩的。。4、外资怕什么？不确定性！。5、外资每一次连续抛售之后，会迎来什么？底部！以前是阶段性底部，这次可能是历史大底。
1687354415# #转发微博
1696046463# #《马斯克传》里面写到，Neuralink员工齐里思是不婚主义者。马斯克知道后对她说：“出生率下降会导致人类社会崩溃，像你这样的聪明女孩，应该多生小孩。”。。齐里思后来决定人工受孕。过了一段时间，马斯克问进展怎么样，她说还没决定精子的来源。马斯克说，你可以用我的。于是，齐里思就生下了马斯克的
1692524530# #转发微博
1697502972# #继上次科创板集体回购后，又迎来央企的集体回购
1692090351# #创意啊……
1691283133# #截止8月3日，各热门赛道拥挤度表格
1691893212# #要脸
1691821800# #机会不是以光辉亮丽的形象出现，机会多半以令你恐惧的形象出现。。。锦上添花和雪中送炭，哪个更让人记忆深刻？
1696247875# #社会总是需要进步、也一定会进步的赞
1687143478# #有人曾经分析过个人股票账户的交易数据，结论令人大跌眼镜：能连续4年在股市赚钱的个人股票账户居然只有2%！这个数据足以颠覆我们对股市赚钱比例的认知，远低于“一赚一平八赔”的经验总结，数据差距也太大了。。。到底是数据错了还是我们的感觉错了？
1698243174# #转发微博
1694701106# #被洗脑的人，也可怜
1689735949# #不高了
1696374189# #引以为戒
1688470370# #事实如此！
1697639006# #原谅我浅薄了笑cry
1698029258# #法塔赫还是相对明白的
1689051472# #青年问禅师：大师，为什么大多数股民都亏钱？。禅师：皆因一个“贪”字。。青年：我不贪，为什么还是亏？。禅师：不知道离场，本质就是贪。。青年：如何做到不贪？。禅师：把赚钱机会留给别人。。青年：愿闻其详。。禅师：卖出大家认为会涨的股票。。青年：有钱不赚？。禅师：大多数人是错的，只需反着操作即可
1692880275# #傻子都不相信
1692519480# #要用打麻将的精神去投资A股哈哈
1692499314# #SpaceX开发火箭的速度，甚至比某些软件公司的开发速度都要快。从验证技术的“蚱蜢”火箭到“猎鹰9号”回收成功，3年；从5吨载荷到20吨载荷，3年；从只有34吨推力的初级发动机到世界第一推重比的发动机，5年；从货运到载人航天，3年；从研发超重型火箭到发动机试制成功，3年……。。SpaceX的秘密就在于：
