1689430922# #我天，这也太好看了吧憧憬憧憬
1703640508# #看看我，对你是真爱送花花送花花
1694602652# #码一个，回老家了总会有机会去的嘻嘻
1690080552# #长沙见
1689231607# #期待我杰哥航天员
1702481939# #他一直没变，变的是周遭环境，我的杰杰最好彩虹屁彩虹屁彩虹屁
1692596369# #请尽快处理该违规用户，共同营造良好的网络环境，谢谢！
1690764891# #我说有些人。你真的不配喜欢他。要走早点走
1698214149# #张杰时光音乐会老友记录制顺利
1693279874# #谢谢张杰，我们都有在他的歌声里好好长大心
1692189039# #太可爱了
1697420777# #张杰唯粉实时号测试每天看一下
1694001585# #请尽快处理该违规用户，共同营造良好的网络环境，谢谢！
1703770442# #张杰超话✨张杰未你好吗跨年演唱会。只要有星光就敢边走边唱。只要有北斗奔赴的远方终会被照亮💫。张杰新ep冬月初七
1695353134# #张杰二度献唱张艺谋电影从《年轻人》到《坚如磐石》，㊗️电影票房大卖心张杰
1702571032# #张杰这是我今年听到最大的笑话：张杰演唱会一点水花没有偷笑
1701534790# #张杰珠海音乐节开成演唱会这也太帅啦抱一抱抱一抱
1691926860# #每一次都是双向奔赴航天员
1693149735# #张杰的明星粉丝们开始合照了玩得开心哦张杰三登鸟巢
1689567493# #长沙见航天员
1693739453# #本周我完成了连续7天铁粉打卡，与的铁粉值额外增加1分！
1692009986# #跨跨跨跨跨
1704065816# #新年快乐！辛苦了心
1703865255# #张杰未你好吗跨年演唱会忍受首唱爱慕爱慕
1695034881# #。您好，我要举报以下用户（禁点进主页）。
1703093747# #我推荐《万物不如你》为微博网友喜爱音乐，它让我感受到了音乐的力量和魅力，在享受片刻宁静和愉悦的同时不由得惊呼“耳朵怀孕啦”！一起来微博之夜推荐更多打动人心的音乐吧，参与互动还有机会赢大额红包和盛典门票哦！微博网友喜爱作品戳&gt;&gt;
1697711812# #乐事品牌代言人张杰帅帅的杰杰
1703063266# #益路杰伴星公益天体就是最🐮的彩虹屁彩虹屁彩虹屁
1693242682# #🐴
1690265272# #长沙见憧憬
1697687076# #滴滴
1703847476# #张杰未你好吗跨年演唱会云之羽爱慕爱慕爱慕
1701840058# #明天见送花花送花花送花花
1689032915# #微博毕业派对开屏进来的，这是啥活动疑问，有我杰哥哎，期待期待了憧憬憧憬
1703042252# #张杰1220生日快乐谢谢祝福，我们一起守护“星星的孩子”益路杰伴星公益
1693720769# #抽我吧苦涩苦涩苦涩
1696434269# #晚安💤
1699696471# #爱你爱你
1701224734# #张杰拍的于文文戴佩妮黄龄邓紫棋。🐙🎀哥哥，一张自拍不够看呀。相机📷其他自拍啥时候发出来呢张杰时光音乐会老友记
1699766230# #来看张杰啦
1697214448# #哈哈哈哈
1690003966# #北斗星空十九周年不会写，但我爱看哈哈哈哈
1703757539# #我的灯门来啦打call打call打call打call
1703838623# #一切顺利心
1701085159# #张杰超话zj张杰时光音乐会老友记。在王铮亮vlog看到的时光杰杰爱你爱你。小亮哥：哇喔，现在胸肌之大。杰杰：是吗（还撩开衣服看👀）。小亮哥：相当嘞好胸哎好胸。虎子：太胸咯。小亮哥：胸二。虎子：胸“二”哈哈哈哈。杰杰：不标准。Cr：王铮亮
1693412117# #好会画啊（）害羞害羞
1697291022# #把青春华章写在祖国大地上太棒了
1697607037# #以Q音能搜索出来的版本为准，不要再纠结张杰和工作室发的了，数据是以能搜出来的那个版本为准的朋友们抓狂
1704019578# #说好了一起到80+
1691984991# #又酷又可爱的杰杰，好爱好爱抱一抱抱一抱抱一抱
1691472681# #来啦来啦憧憬憧憬憧憬
1699938275# #这也太帅了吧送花花送花花
1702337748# #早呀送花花送花花送花花
1703131970# #明年见，宝贝抱一抱抱一抱
1693897275# #微博音乐盛典年度推荐启动乐享心声，纵情旋律~我在2023微博音乐盛典pick了我喜欢的style，快来和我一起为更多优秀音乐内容助力！
1690165896# #听新歌啦憧憬憧憬
1689524808# #涅槃重生愿君平平安安心
1691409402# #张杰超话张杰未live巡回演唱会。729——730。是陪我们一起过生日的杰杰。你真的什么都知道。我好爱你啊
1691415921# #无论这个世界多么苛刻。我都偏爱你
1693158741# #张杰未live巡回演唱会。Dy刷到，有好多朋友都去鸟巢了。还有李鑫一哎
1701101380# #张杰老友们下次聚抱一抱张杰时光音乐会老友记收官快乐呀。谢谢你带给了我们这么多好的作品。那我们就下一段旅程见啦。期待见面送花花送花花送花花
1700923074# #超好听送花花送花花
1698233589# #歌手张杰超话快来wx小橙序『星饭乐园』一起为公益事业助力，我们在给你小心心星星乐园给你小心心等你哦~
1695099154# #人人公益节我在微博公益柿集做好事获得了2颗好柿。捐出好柿还可抽取公益周边好礼，快来一起做好事吧！
1704276613# #张杰未你好吗跨年演唱会爱慕爱慕爱慕
1694324194# #微博音乐盛典用音符描绘你的故事，一起感受音乐带来的奇妙氛围感与魅力吧！
1696264177# #疯了疯了
1696333247# #好好听好好听彩虹屁彩虹屁
1695795456# #张杰外南街1982签售会好可爱的杰杰心心
1690158981# #张杰超话张杰未live巡回演唱会。倒计时五天啦，期待见面💙。哇喔，我们要一起过生日了呢
1697345308# #张杰马冬梅行为。哈哈哈哈哈哈哈哈哈。十几年了真一点没变允悲。他还是没搞清楚是今天还是明天。是你嫁给我还是我嫁给你。不管是今天还是明天。不管是您嫁给我还是我嫁给你。只要是你就好爱你张杰时光音乐会老友记
1695876168# #我在张杰邓紫棋玩游戏遭“围攻”？戴佩妮直觉超准高能预言
1703902974# #张杰献唱天启异闻录主题曲好听好听打call打call打call
1691846399# #好帅好帅，多来点抱一抱抱一抱抱一抱
1700663433# #张杰超话快来wx小橙序『咪咕星球』一起为爱心公益助力，我们在给你小心心星星星球给你小心心等你哦~
1700712619# #还是杭州近送花花送花花
1693243980# #飞吻接住啦
1700128079# #虽然有了，但虽然已经买了，但不建议多的送花花送花花
1701796425# #张杰1220生日快乐我来拉低中奖率哈哈哈哈哈哈
1691054059# #我的杰杰特别特别特别特别特别好。我特别特别特别特别特别特别爱你
1699100103# #为啥我听不到声音苦涩苦涩
1704263584# #我投给了“张杰”~
1703852026# #张杰未你好吗跨年演唱会下一段旅程
1695279786# #好好看太开心太开心太开心
1695692831# #张杰合肥园博会主题歌满园芳华来听歌啦彩虹屁彩虹屁彩虹屁
1700914303# #歌手张杰超话快来wx小橙序『咪咕星球』一起为爱心公益助力，我们在给你小心心星星星球给你小心心等你哦~
1702084171# #2023微博音乐大赏开启，我推荐了《Layla蕾拉》。来音乐人的年终会客厅，一起来推荐你喜爱的音乐作品吧！年度歌曲推荐
1688909209# #张杰tmea古风串烧开场红尘录憧憬憧憬憧憬憧憬张杰tmea开场也太稳了吧
1701596209# #张杰也太帅啦
1691759160# #张杰未live巡回演唱会张杰好会跳，好帅好帅张杰深圳演唱会心张杰开不起玩笑说到做到
1692082110# #张杰时光音乐会帅
1697387462# #张杰点歌台
1696004115# #奖励月饼一块🥮
1702028107# #张杰1220生日快乐414送花花送花花
1703059404# #张杰1220生日快乐明晚总决赛啦送花花送花花
1695695354# #哇喔，超级超级期待
1703001723# #生日快乐，宝贝心
1703320546# #怎么这么可爱抱一抱抱一抱
1691885604# #这肌肉💪🏻线条
1701924133# #张杰外南街1982黑胶坐等收货啦送花花送花花
1699955980# #张杰《岁月神偷》好好听送花花送花花
1702607610# #张杰1220生日快乐哇喔送花花送花花送花花
1688782125# #允悲允悲允悲
1702169335# #我在2023微博音乐大赏推荐了《Layla蕾拉》。用音符描绘你的2023故事，一起来推荐你喜爱的音乐作品吧！年度歌曲推荐
1695744113# #不错不错打call打call打call
1694272472# #找Ella哪里也太可爱了。哈哈哈😃
1700312049# #啊啊啊啊啊哥哥好帅好帅彩虹屁彩虹屁彩虹屁
1702875561# #票来票来票来🙏🙏🙏🙏
1698641581# #八花哥哥玩电子游戏还是厉害的，不愧是数码王子哈哈哈哈哈哈
1689945265# #好人啊长沙见
1691633728# #MV呢
1694911695# #和有爱的人做有爱的事，为每一个热爱音乐的孩子助力，和人人公益节好柿仔与北斗星空爱心基金同行音乐是一种力量，传递爱与希望心赞愿每个有音乐梦的孩子，都有肩膀可以站张杰超话
1703902372# #张杰献唱天启异闻录主题曲新歌来啦，循环中爱慕爱慕
1704089583# #收到你的祝福啦。新年快乐求关注
1695558226# #本周我完成了连续7天铁粉打卡，与的铁粉值额外增加1分！
1696428825# #歌手张杰超话这就是我号废的原因了。频繁切号苦涩苦涩苦涩苦涩苦涩。啊啊啊啊有没有什么好办法呀泪泪泪
1692080703# #怎么会这么帅啊抱一抱抱一抱抱一抱
1688741851# #6首连唱哇哇哇
1694786723# #期待合作哇哇
1703955692# #被哥哥身上的帅气击溃，重伤了抱一抱抱一抱抱一抱
1701954481# #好好好，等着了
1694692941# #张杰未live巡回演唱会太酷辣，明年继续，我们明年见哇哇哇
1688912515# #长沙见哇哇哇
1701753220# #宝贝上线又下线了。是要准备预告什么呢思考
1703855593# #张杰未你好吗跨年演唱会。杰哥，会还是张杰会呀，现场玩起了下雪张杰下雪了。局部下大雪啦，哈哈哈哈哈张杰跨年演唱会
1702309908# #这舞美真太🐮了，我们吃太好了送花花送花花送花花
1690211704# #长沙见
1702793163# #就是进去那也不亮苦涩苦涩
1692840260# #去不了北京苦涩苦涩。整个人Emo了
1702570546# #“火鸟”~
1692242014# #期待华语live王张杰
1698402336# #吴尊友逝世一路走好蜡烛蜡烛
1692956983# #在浙江。坐等签售会来浙江dogedoge@张杰
1701269549# #好可爱啊抱一抱抱一抱抱一抱
1694752906# #啊啊啊啊啊啊啊啊抱一抱抱一抱抱一抱
1695444264# #今晚见哦打call打call打call
1693925225# #自存一个『在线阅读-《张杰的微博书》(张杰制作)』
1703600930# #有新帽子了疑问，赶快安排
1691228517# #涨知识了，我好爱他
1695622767# #谢谢石头哇哇哇
1702873771# #我在森林驿站集齐了雪豹拼图，还获得了道具奖励。熊猫守护者们，快加入驿站一起玩吧！
1703425725# #本周我完成了连续7天铁粉打卡，与的铁粉值额外增加1分！
1697356663# #永怀梦想，不负好时光给你小心心和你一起把青春华章写在祖国大地上
1688617517# #直接进不去允悲允悲允悲
1693897716# #微博音乐盛典用音符描绘你的故事，一起感受音乐带来的奇妙氛围感与魅力吧！
1696689634# #行星文化！做大做强！航天员航天员
1692972237# #好帅好帅憧憬憧憬
1693897246# #微博音乐盛典年度推荐启动乐享心声，纵情旋律~我在2023微博音乐盛典pick了我喜欢的style，快来和我一起为更多优秀音乐内容助力！！
1701424071# #张杰超话快来wx小橙序『星饭乐园』一起为公益事业助力，我们在给你小心心星星乐园给你小心心等你哦~
1703033884# #张杰1220生日快乐深深星河，最美的期许是愿你恣意平顺，余生喜乐，最最最爱的歌手大人，生日快乐蛋糕蛋糕
1694236308# #乐享心声，纵情旋律~我在2023微博音乐盛典pick了我喜欢的《张杰未LIVE巡回演唱会》，快来和我一起为更多优秀音乐内容助力！抱一抱
1703729453# #哥哥超厉害👍🏻
1693189304# #期待张杰
1695809859# #泪泪泪泪
1689473938# #心航天员
1698332182# #哥哥，好好休息送花花送花花
1689004307# #张杰超话张杰巡演唱响新征程心张杰未live巡回演唱会。没有你哪有新中国🇨🇳。没有国哪有万家灯火。天行健千秋家国。沧海横流英雄本色。你重铸大国的魂魄
1697371489# #本周我完成了连续7天铁粉打卡，与的铁粉值额外增加1分！
1694236314# #乐享心声，纵情旋律~我在2023微博音乐盛典pick了我喜欢的《张杰未LIVE巡回演唱会》，快来和我一起为更多优秀音乐内容助力！爱你
1695640363# #我在森林驿站帮助了东北虎，获得了爱心和动物卡片。熊猫守护者们，快加入驿站一起玩吧！
1690274839# #张杰超话张杰未live巡回演唱会有没有同一趟车的呀航天员航天员航天员。长沙过生日去咯憧憬憧憬憧憬
1703745639# #张杰新歌忍受回音挑战。开屏有✅
1700745646# #张总帅爱你
1703594374# #啊啊啊啊，好喜欢😍
1696078566# #期待张杰心
1692945550# #张杰未live巡回演唱会祝2023张杰未·LIVE-「曜·北斗」巡回演唱会北京鸟巢站圆满成功🎉
1695190375# #张杰张杰打call打call打call
1701934133# #我在2023微博音乐大赏推荐了《Layla蕾拉》。用音符描绘你的2023故事，一起来推荐你喜爱的音乐作品吧！年度歌曲推荐憧憬
1688565854# #泪泪泪
1694353267# #张杰未LIVE巡回演唱会
1697596976# #张杰歌迷真的吃的好好哇哇
