1695904631# #美国费城商店遭打砸抢马斯克感慨：美国正沦为小丑
1702780012# #日本人质疑中国建造！居然不信印尼雅万高铁能跑时速350
1689243611# #瞎说，挑拨离间
1687831068# #清华大学还有救吗？来看看爱国专家吴越舟是怎么说的？
1699797160# #临时边境交火持续，黎巴嫩医院受到以军炮弹波及！黎方:强烈谴责以军针对医院进行袭击！巴以冲突
1696930028# #司机又喝大了把不住方向盘。泽连斯基：乌克兰有证据可证明俄罗斯有意在中东挑起战争
1697452530# #俄媒：美日举行大规模军演，美军将首次进驻台湾附近的石垣岛
1701645626# #【总书记考察上海要求在这些方面当好龙头】近日，习近平总书记在上海考察，考察内容主要聚焦两方面。一方面是推进中国式现代化，上海要发挥龙头带动和示范引领作用。如何发挥？主要就是围绕“五个中心”重要使命，以科技创新为引领，以改革开放为动力，以国家重大战略为牵引，以城市治理现代化为保障
1689333197# #赞中国常驻联合国代表列举北约斑斑劣迹：北约是真正的麻烦制造者
1688796758# #美国唯恐战争不升级。关注俄乌局势最新进展
1698043942# #美国国务卿布林肯22日表示以色列需考虑哈马斯之后谁来控制加沙巴以冲突
1693460032# #一个国破家亡的孩子都能公然的歧视我们，我们应该怎么做？有力回击
1687606272# #瓦格纳称已控制沃罗涅日市所有军事设施当地距莫斯科仅500公里关注俄乌局势最新进展
1698932335# #特拉维夫警报四起，以色列人进防空洞、趴在大街上巴以冲突
1689065979# #外籍男子当街骚扰妇女，被抓后态度嚣张吐口水挑衅，陕西大姐狂扇耳光教做人
1689396490# #主持人拷问美国前副总统：美国人连自己的城市都治理不好，乌克兰关美国什么事呢？
1691578461# #不要脸菲律宾总统表态仁爱礁问题：坚持维护“主权”，也将寻求与中国对话
1703643242# #国家安全部：房东举报诡异绿光获重大奖励
1693793936# #不断突破底线！美国将集束弹药和贫铀弹纳入援乌清单，遭到国际社会的一致谴责关注俄乌局势最新进展
1692657089# #主播说联播【合作三重奏将在南非奏响】今天，习近平主席离开北京，前往南非。此行，习主席有多项重要议程。首先，习主席将出席金砖国家领导人会晤。去年是金砖“中国年”，在习主席擘画引领下，金砖合作达成了一系列重大成果。今年会晤，金砖国家又将发出哪些响亮的金砖之声？我们共同期待。同时，
1700110368# #口是心非，言而无信。
1696999164# #美国福特号航母已抵达地中海东部以军称首架载有美国武器的飞机抵达以色列。巴以冲突
1690250690# #据外媒25日最新消息，俄罗斯当天凌晨对乌克兰首都基辅发动空袭。关注俄乌局势最新进展
1692241786# #美国副警长在球场开枪扫射被警察乱枪打死现场尘土飞扬
1695006823# #委内瑞拉总统马杜罗：共同阻止单方面胁迫，绝不接受任何威胁和统治！
1700642944# #看看小日本多坏，在挑拨离间，在挖“一带一路”墙角，依然和中国唱对台戏。
1690368917# #英国情报部门负责人妄称中国是“俄入侵乌克兰的共谋”，我驻英国大使馆驳斥！
1690084319# #史上首次！美军战舰海外入役
1697169648# #10月13日据环球网，一段“以军空袭加沙，巴勒斯坦婴儿受伤治疗”的视频在网上传播。巴卫生部门警告医疗设施燃料将耗尽，会导致“灾难性”情况。巴以冲突
1698213558# #据环球网援引印度《欧亚时报》24日报道，日前在社交平台上的一则视频显示了巴基斯坦空军在“印度河之盾”演习中对抗印军S-400防空系统的战法。《欧亚时报》认为，CM-400导弹对印军S-400防空系统构成了“重大威胁”。
1697782140# #竟有这样无耻的人?美国是破坏世界各国团结的恶魔差不多。拜登发表全国讲话:将向国会申请军援以色列！“美国是团结世界的伟大国家”
1695115147# #文在寅到医院探望李在明，劝他停止绝食
1688565274# #近日，法国社交平台出现多个极右翼对抗骚乱视频。视频中，法国极右翼主义者走上街头巡逻，并与暴乱分子发生冲突。
1688857998# #阿尔及利亚移民：法国殖民了我们132年，现在轮到我们了！
1694991733# #这一天，每个中国人都应该铭记！今日中国再不是1931年的中国一组数字揭露九一八真相衰
1688953046# #7月9日，俄罗斯联邦克里米亚共和国行政长官阿克肖诺夫发布消息称，俄军防空部队在刻赤地区击落一枚巡航导弹。关注俄乌局势最新进展
1690585855# #“去美元化”浪潮席卷南美洲，玻利维亚成南美第三个启动人民币结算的国家，专家：这是时代的标志
1697796953# #再添新战果！417名跨境电诈犯罪嫌疑人从菲律宾被押解回国。
1700142946# #赞鼓掌
1694078538# #哈哈😃
1687484995# #中国对美国再好，美国也不会放过中国。美国曾11次对恩人国家捅刀
1697170052# #中方同以色列通话，中方谴责伤害无辜平民的行为，呼吁尽快停火和谈。以色列承诺将保护境内的中国公民巴以冲突
1697252561# #当地时间13日，联合国秘书长发言人表示，联合国在加沙地带物资已用尽。联合国妇女署估计，加沙约5500名孕妇面临资源短缺。巴以冲突
1689114127# #主播说联播【要实实在在为户外劳动者撑好遮阳伞】应对气温高“烤”，是全社会必经的大考，各地纷纷拿出“凉”策应对。比如，供电部门加强对重要线路的巡护，供水企业及时调配用水供应等。这其中有一道必答题，就是关爱好户外劳动者。发放高温津贴，及时调整作业时间，设置休息驿站，配备防暑降温药
1696551286# #凤凰记者一线直击乌军巴赫穆特前线指挥部遭有史以来最强烈打击西方专家：乌军9月前线死亡19500人关注俄乌局势最新进展
1687216202# #【习主席会见布林肯现场这个细节值得注意】今天，习近平会见布林肯。会见现场有个细节，一朵朵荷花摆放在桌中央。“荷”与“和”“合”谐音，寓意合作。最近，欧美一大波重量级企业家访华，释放出反对“脱钩断链”的强烈信息；同时，国际社会也不愿在中美之间选边站队，这都提醒美方要看到人心所向
1699017686# #果敢同盟军战前宣誓目标：铲除电信诈骗消除毒品犯罪解救同胞
1697812306# #炸医院！炸学校！再炸教堂！收容难民的加沙东正教教堂遭到以色列空袭巴以冲突
1697540012# #现代版希特勒不会有好下场。巴以冲突
1698581931# #无耻美国强抢大疆无人机技术，并将两项大疆专利判给美国军工企业，干不过就耍阴招！
1700880518# #刚刚！南部战区宣布！位于中缅边境我方一侧展开实战化演训活动
1690692851# #乌国安局办公楼被炸，疑似数十军官死亡，泽连斯基紧急开会关注俄乌局势最新进展
1687481755# #美国失联深海潜水器发生“灾难性内爆”5名乘员死亡
1693877240# #恐怖
1693061437# #首个嫌疑人浮现，飞机失事前普里戈任私人飞行员曾接触过飞机
1698065513# #国际红十字会代表访问圣城医院，以军仍在空袭附近地区！巴以冲突
1688610595# #美国网友问：中国人是自愿参军的，还是被迫的？
1691365170# #主播说联播【本周，应急与应“极”】本周，北方多地暴雨成灾，让人十分揪心。今天凌晨，山东平原县发生5.5级地震，多地都有震感。很多网友说，自己的手机第一时间收到了地震预警。防灾减灾，监测预警非常重要，能为大家赢得宝贵时间。习近平总书记日前对防汛救灾工作作出的重要指示，就明确要求强化
1689508123# #该布林肯挑唆对抗中国，东道主带头不跟
1687566921# #危害国家与人民安全的事件难道国家没有人管吗？科技共享没有国界都是堂而皇之的借口美国等国家的科技研究成果也这样公开吗？你们这样做是否目的不纯?希望国家对他们以惩罚要进行挽回损失的措施
1697459379# #华春莹用英阿双语发推：上海曾庇护2万犹太难民，过去的悲剧不应再重现巴以冲突
1694411428# #韩国抗日
1695732968# #三哥加油！
1700041522# #说一套做一套，白宫官员重申美政府不支持台独
1690630856# #印度网友破防了网友神评论。阿三敢于承认错误也是挺感动的。
1702891107# #12月18日，小木匠妻子回应劳荣枝死刑：大快人心，这一刻等了太久。
1699140619# #【进博会是中外贸易之桥高水平开放之窗】第六届进博会开幕式明天举行。本届进博会创下很多“之最”，规模创历史新高，“朋友圈”也正不断扩容。全球首发、亚洲首秀、中国首展，越来越多展商把进博会作为展示新成果的绝佳平台。可以说，进博会是一座连接中外贸易的桥，是一扇彰显中国高水平开放的窗
1702284014# #中方再次敦促菲方停止海上侵权挑衅，停止对中方的无端攻击抹黑，不要采取破坏南海和平稳定的行为。中方将继续按照国内法和国际法，采取必要措施，坚决应对任何侵权挑衅行径，坚定维护自身的领土主权和海洋权益。
1698472873# #“巴以双方街头夜战！”以军再入约旦河西岸，推土机破坏道路切断供水管。散发传单要求巴勒斯坦人离开并前往约旦，“如果不这么做将遭受武力袭击”。巴以冲突
1687424439# #今天的外交部发布会，华姐在现场抽查了“作业”~
1689131345# #广州地铁站的一幕，都是我们给惯的。
1702549054# #局座提醒：日本妄图把中国拉入战争泥潭，阻碍中华民族崛起。。
1695108188# #王毅与俄外长拉夫罗夫在莫斯科会面，两人双手相牵问候
1700363012# #阿三嘻嘻
1691716211# #国家安全机关破获美国中央情报局间谍案，犯罪嫌疑人曾某某系我某军工集团工作人员，属重要涉密人员！
1697004532# #巴勒斯坦指控以色列空袭中使用违禁武器白磷弹巴以冲突
1693698067# #【服贸会将为世界带来更多福与惠】今天，2023服贸会开幕。这里的“服”指“服务”，无人驾驶出租车、公园里的智能健身房等新服务亮相，服务了我们的美好生活。同时，服贸会还服务着世界经济的复苏和发展。本届服贸会吸引了59个国家和24个国际组织设展办会，有500多家世界500强和行业龙头企业线下参
1689862690# #英国军情六处负责人表示俄罗斯并不是战略重点将最多资源用于应对中国
1703025487# #【全力搜救、妥善安置，这就是万众一心这就是竭尽全力！】甘肃临夏积石山发生6.2级地震，共造成甘肃和青海127人遇难，牵动着全国人民的心。一方有难八方支援，来自全国的温暖和支持都向地震灾区汇聚：多支救援力量全力搜救，不放弃一丝生的希望；运-20出动，运送西部战区人员奔赴灾区；各部门迅速响
