1638690677# #永远不能原谅日本鬼子！
1562118010# #如果教授的智商是这样低的话，我只能为聘他的大学和他的学生感到悲哀摊手摊手
1642686482# #话筒话筒话筒
1636733799# #天天吃鸡超话对一个守旧的人来说，过时的游戏过时的战场，也许对过时的自己是最好的保护！
1647018121# #锤锤都实锤！
1653176452# #水怪核酸阴性吗？笑cry
1647743011# #米国电影看多了，可能学到了米军大兵软趴趴的敬礼方式允悲
1647617169# #goodgoodgood
1551717461# #吃鸡不易，且吃且珍惜！耶耶绝地求生
1551423628# #号称言论自由的西方国家竟然也会因言获罪？吃惊看来以后我国如果不判那些侮辱英烈的垃圾重刑的话都不够民主自由了哈笑而不语笑而不语
1654963834# #为啥抓的是叶问啊？傻眼
1690278679# #二王庙
1662534420# #蒹葭苍苍，白露为霜。。蒹葭萋萋，白露未晞。。蒹葭采采，白露未已。。今天白露
1637632563# #信公知变白痴舔美言论翻车系列，漂亮国每年死在皿煮的子弹下也才几万人，相对死于德克里克堡病毒的近80万人来说，毛毛雨啦！摊手
1672224662# #内涵丰富，看着笑喷了笑cry笑cry笑cry
1554908982# #评论区翻车美驻华大使馆是不是真的缺经费没有狗粮了笑cry
1629429504# #重案要案，还不得查个海枯石烂？doge
1627859595# #允悲
1683977219# #还是跑不了允悲新冠第二波
1654008991# #山一程，水一程，身向榆关那畔行，夜深千帐灯。风一更，雪一更，聒碎乡心梦不成，故园无此声。晚安
1668004912# #我们都是给力
1663900551# #秋分客尚在，。竹露夕微微。
1564405014# #不知何故，我有找配料的冲动允悲
1669119244# #去天台看风景doge
1645970878# #这下大单了吃惊
1630117263# #凡事皆有可能
1629381996# #不是，黄皮果皮很薄，颜色也是黄色的，这个果皮比较厚，成熟后是红色的！我们也叫它火果嘻嘻
1568386461# #资本大佬不答应呢摊手
1627691157# #假的吧？真有蠢出天际的人？傻眼
1630159136# #没见到青山，只看见花丛哈哈
1628518497# #也不是，年轻人现在一样喜欢喝酒，喜欢的是和三五好友或者在酒吧，或者在烧烤摊，谈天说地，无拘无束地释放。他们只是不喜欢应酬接待酒局中的那种氛围。
1563724688# #来看看黄尸被打哈哈
1628897421# #这是我吃过的最美味的小龙虾舔屏舔屏舔屏
1642376622# #雨淅淅沥沥地下着，突然想起张学友唱的歌“晨曦细雨，重临在这大地，人孤孤单单躲避……”。早安！
1645762366# #你说的是这个吗？doge
1547394189# #为啥不是一刀把狗喉咙给割了？挖鼻
1662384654# #不少了
1651673151# #+10086
1542555123# #回头咱也成立个组织收收狗奴的智商税偷笑
1650085786# #事出反常必有妖，是外部妖还是内部妖？要查个水落石出怒
1645941268# #瑞士强烈谴责美利坚军事入侵阿富汗。美应立即停止对阿的军事进攻，从阿境内撤军。美此举严重违反国际法，国际人道主义法律必须得到尊重。我们对无辜百姓的安危表示担忧。doge
1699022443# #大美中国天天刷到崇左剑龙山的视频，遗憾的是我这个本地人居然没有爬过允悲壮美广西
1629970347# #准备下班的时候才乌云密布抓狂
1663754385# #博主被禁言了吧！造谣惑众的傻叉鄙视
1647445414# #危害公共安全罪搞起来！不关个十年八年的都不长记性！挖鼻
1672624434# #转发微博
1630636138# #肚子里的轮胎没挖出来就死了，不够虔诚，肯定都得下地狱doge
1682954891# #准备就绪，明日远行！。趁着五一去旅行
1683118825# #摩旅回顾了一下昨天和今天的旅程，崇左—爱店—东兴—防城—崇左，途经219国道，210国道和311省道。去程305公里，大部分是219沿边公路，用了近七个小时，大部分都是盘山公路，车不多，山高弯急，不能开太快，不然可能就一头开到山谷里去了。今天回程走210国道和311省道，两百公里，只用了两个多小时
1653191178# #看来是我孤陋寡闻了呀！允悲
1636940094# #这年头，不开点阴间滤镜都不好意思叫摄影师二哈
1550834969# #一起死吧一起死鼓掌鼓掌鼓掌
1663420109# #秋天已经来了。就不要想夏天的事情了。该黄的也黄了。该凉的也凉了
1566059168# #阴公哦，潜水能打到这些鱼？带电瓶潜水？挖鼻
1566040667# #整天戴个口罩，一群见不得人的粪坑蛆鄙视
1633135871# #绝地求生很多人说这个游戏已经过时了，对我来说，无所谓过不过时，喜欢就进去玩玩，什么时候不再双击打开程序了，那才是过时摊手
1541663668# #报名围观吧？！偷笑偷笑
1551414512# #刑不上脊梁？费解费解费解
1564578072# #以前是不怎么吃螺蛳粉的，后来去柳州出差吃了正宗的螺蛳粉才觉得真是好吃馋嘴馋嘴
1553907908# #不是一般的蠢挖鼻
1637228835# #二鬼子比鬼子更狠毒挖鼻
1631287008# #不好意思，我的命比你甜多了笑cry
1683300511# #啤酒🍺一起喝
1638201772# #鲜花
1651011980# #高，实在是高
1649681663# #土地集体所有和国有是最伟大的制度设计goodgoodgood
1645241754# #真实战斗画面
1661442338# #换一个种蘑菇的照片比较好看嘻嘻
1562470937# #右边你这想象力笑cry
1645229319# #要坐牢了啊，活几把该耶
1552494413# #又通共了？😱😱😱
1636737518# #披着“环保”的马甲干着敛财的勾当！跟所谓的“动保”一个德行挖鼻挖鼻挖鼻
1542635267# #全是生意啊，动保似乎很赚钱嘛！看来狗粉的智商税很好收呢！挖鼻挖鼻挖鼻
1665066491# #出了一身汗，把假期里喝的酒都排了666
1534748479# #怒
1633697268# #今天有高兴的事！罗昌平被刑拘这两天等蓝底白字的通报等得有点焦虑，还好广大网友们在主要媒体观望态度里对罗昌平穷追猛打，结果也没有让我们失望！哈哈哈哈哈哈
1662691822# #有网友说因为漂亮的都去当主播了，说明现在虚拟经济对实体经济形成剧烈的冲击污
1627946026# #真不明白，拿烈士来编段子图个什么呢？难道喜欢进班房？怒
1547949377# #我记得我这个号刚刚注册的时候，就被自动关注了这个卵仔，后来看着不对劲，就手动取关鸟摊手
1642133940# #网络不是法外之地造别的谣可能没那么严重，冬奥在即，疫情严峻，踩这两颗雷就是自己找死了笑cry
1630333308# #笑cry
1548348659# #呀！原来一个国家的元首可以自封的啊！而且皿煮灯塔米粒奸竟然还承认了费解不知道中国的公知们啥时候也自封一个中国“临时总统”骗点米粒奸的狗粮呢？笑cry笑cry
1644218064# #道路交通安全黑色轩逸违章转弯把大货车逼翻了，殃及雪佛兰和JEEP汗轩逸车上两个人全没，雪佛兰司机截肢，JEEP司机无大碍，唉！
1630893811# #民主的棍棒教育笑cry
1684067070# #发烧，浑身酸痛，在床上躺了两天，现在终于退烧了，除了有点咳嗽和有点无力以外，其他什么刀拉嗓子的都没有出现。可能这次的新冠病毒毒性减弱了吧！
1662563169# #教员的话要多学习多思考，确实是可以让我们茅塞顿开的！goodgoodgood
1673058173# #依然幸存
1631414381# #打钱？doge
1570107279# #博主这要找销号的节奏咩笑而不语笑而不语
1551760375# #还不止一个污
1635414748# #还说菜肿桶不是卧底？你看她为了台湾尽早回归祖国怀抱做了多少努力和牺牲！笑cry
1635472329# #鲜花
1659199833# #今天我发了个朋友圈，是我在高速路口守卡防疫的照片。一个朋友说，你一个领导怎么还亲自上阵啊？我回答她：我只是一个副科长而已，算什么领导，而且跟下面的兄弟姐妹一起干活挺开心的哈哈。确实，在基层呆久的人，总是不习惯发号施令笑cry
1567688194# #越来越看不懂曱甴的智商了，都9102年了，别说日本鬼子，就算八国联军都不敢再来中国了！允悲允悲
1645934674# #有意思啊哈哈哈哈哈
1551950360# #真香挖鼻
1539606179# #实际上脊梁已经两股战战，现在是裹挟一帮脑残自保呢！挖鼻挖鼻挖鼻
1568470333# #是很难，有一个知道我们去找她，直接就溜了不回家允悲
1639234124# #打了马赛克还是被夹了挖鼻
1640488655# #隔三差五来一个祭奠我们的烈士，三哥这点做得不错鼓掌再接再励！
1566610922# #张灵甫真惨，死了就死了呗，反正历史怎么定性他也不知道了摊手谁知道三不五时还被不孝子挂到微博上供人批判允悲允悲
1542930536# #犬养烈山很是尽责，良心大大滴好二哈二哈二哈汉奸团日本东北灾区行
1540514002# #狗粮应该没少收摊手摊手
1561283399# #口号变了，反共复明？笑cry笑cry笑cry
1646056185# #净身割下的呢？嘻嘻
1627980146# #优秀！
1647162450# #允悲
1555409327# #无感摊手摊手
1545135652# #嗯嗯，一起加油拳头拳头拳头
1565099510# #钓鱼超话夜钓村口小鱼塘，没有口允悲允悲
1628868076# #栩栩如生呀！
1560587454# #阿SIR们在用生命抵挡暴乱份子，但阿SIR们头上那些软骨头已经跪下了摊手摊手摊手
1638489887# #送给那些撅着腚给洋品牌送钱的人一张图
1553439686# #港真，虽然她唱得的确很不好，不过至少她有勇气上台展示good五音不全的我是没这个胆量的。允悲允悲
1569830785# #干净漂亮的小村子赞赞赞
1553734248# #
1671871397# #doge
1535448166# #这次的刀是社会哥自带，山东的刀是那儿子预备的摊手这点不太一样哦嘻嘻
1542877604# #南方系的公知doge
1564243949# #你这卵仔阴阳怪气是不是觉得我好说话？艹尼玛滚！
1627963460# #夭寿哦！耶
1641970090# #男科医院的套路有个疑问，动手术不是打麻醉药的嘛，怎么还能有反应？允悲允悲允悲
1663595709# #你怎么能假定你的性别？doge
1553646958# #我们的教育就掌握在这样一群跪舔西方膝盖生根的傻叉手里？怒怒怒
1657122653# #看戏吃瓜吃瓜
1661873296# #黑人可能捂着屁股逃命！吃瓜
1669526893# #帮我问问你们都市频道的这个主持人，她的数据从哪里来的，是不是她家里人都是这么走的？挖鼻挖鼻挖鼻
1630677850# #dogedoge
1640824861# #恶之花能代表什么？代表忽悠中国接收难民的圣母婊？挖鼻
1636936580# #美国人不如狗摊手
1679899825# #别看见黄橙橙的东西就一把抓到手里，有些是黄金，有些就是💩挖鼻
1668386959# #早上来到办公室刚坐下来，主任递给我一张表格，说根据单位干部职工的评选，我被评为这个季度的工作业绩标兵，要我写几百字的个人工作总结。傻眼我想了想，说还是给年轻的同志吧，我这个年纪也不需要争什么荣誉称号了。哈哈。其实，我是懒得写总结doge
1566747375# #守护香港HK警察被B徒围殴，为了救同袍拔枪了！黄尸妓者纷纷围观，最恶心的是一个卵仔跑到警察前面下跪。很熟悉的画面吧，在每个发生颜革的地方都会有这个动作！香港的霉体无底线，还是想不到香港的霉体这么无底线！鄙视鄙视鄙视
1539912451# #我总是觉得华表比较正式，路灯就太随意了，体现不了“民主以后杀全家”这个口号的庄严性摊手
1547702784# #据说红肠很好吃馋嘴馋嘴馋嘴
1563939222# #村第一书记主抓扶贫、乡村振兴，党建是贯穿所有工作的主线
1560182373# #公知慕洋犬没有说今晚我们都是马里人？摊手
1647598817# #死的是白人，不会出现黑命贵游行doge
1670899096# #捡到几张图笑cry
1539873773# #这个副所长就是传说中的猪队友了！傻逼，大傻逼一个！
1673277509# #都是成年人，自己下水游泳就要承担溺水的可能。不要说有没有警示牌，不要说有没有工作人员劝阻，没啥鸟用挖鼻对某些人来说，只要你没有把江河湖海盖上盖子，淹死了都是你政府的责任！倒是把自己无视规定撇得一干二净摊手
1640262076# #就是一个抑郁症患者的幻觉而已，公知们就像打了鸡血一样高潮了笑cry笑cry笑cry
1542857404# #必须感恩，不然印第安人就被杀光了二哈二哈
1630128414# #发这种文章只有某些冒号能决定，不是蠢就是坏，或者既蠢又坏doge
1570288542# #曱甴自有其生存之道，街后的垃圾还是有很多过期食品滴嘻嘻
1542637724# #这个魏静是淋病梅毒疱疹都长舌头嘴巴上了吧汗汗汗
1635517538# #话筒话筒话筒
1651572689# #😱
1629076822# #就看石泉那边怎么处理了
1630400478# #说不定此人捡肥皂上瘾了呢！二哈
1666324376# #记得迈克尔杰克逊都能把黑皮漂成白皮，这个殖人怎么不去漂白漂白？挖鼻
1570372816# #闵行铲超话Idon'tcare?你不care删个鸡毛啊你删！麻烦送它去该去的地方！怒怒怒
