1701504511# #初一女孩欲轻生，警察撕心裂肺大吼规劝，听得人想哭…向这位警察致敬赞
1700531112# #【香橙君说网：谨防个人信息泄露】街头“扫一扫”背后暗藏玄机，不法分子的诈骗手段层出不穷！香橙君提醒大家：不随意扫描来历不明的二维码，不随意填写个人信息，不随意下载来历不明APP。保护个人信息安全关乎你我他！相幸福出发
1697115851# #网友:他活了大半辈子了不知道欺负了多少……这次是碰到“硬”茬吧！doge
1693356923# #爸爸中风去世，母亲生下孩子后离开，18岁哥哥独自照顾5岁的弟弟，每天靠做体力活坚强谋生，网友：长兄如父，小小年纪就担起了顶梁柱可怜
1699355776# #风向彻底变了，一场进博会，释放了三个强烈信号！。。第一，拥抱中国市场，正成为全球企业共识。这一次，有来自154个国家、地区和国际组织的来宾，超3400企业，不管是世界500强，还是创新的中小企业数量，都远超往年。为什么这么热闹，为什么有如此吸引力？因为大家都看明白了，中国市场的重要性。中国大
1695882432# #日本第二轮核污染水排海将从10月5日开始俄罗斯方面宣布，准备采取和中国一样的措施，限制日本水产品进口。俄罗斯兽医和植物卫生监督局发布消息称，考虑到日本的食品有受放射性污染的风险，俄方正在考虑加入中方对进口日本鱼类产品的限制，目前，俄方正在与日本进行谈判，待完全结束后将作出最终决定
1691725381# #“从今往后，不做好人了，退出救援队！”这句话，来自一位志愿者口中。当这样的话一传出来，就引起了社会的广泛关注......。。这名灾区志愿者，应该是遭受了很大的委屈和沮丧，才会做出如此心有不甘的抉择吧，这个社会到底是怎么了......。。同样，我看到一个报道视频：救援艇上的品牌马达被人给偷了，仅留
1696067640# #9月29日，云南河口。边境查缉民警中秋节执勤时，突遇家人跨越2000多公里看望，边哭边完成查验工作…要身份证是肩上的职责，哭泣是对亲人的想念溢出心
1689326770# #太爷爷许诺一张奖状奖励一千元，结果重孙女一下子拿出29张，太爷爷直呼“别拿了”。女孩妈妈：主要想让老人高兴，没要钱…
1689575056# #7月15日，河北石家庄；男子套西瓜遇一家三口，看到真实情况后，他选择了这样做…摊主说：娶过来了就得负责任…
1691905494# #湖南邵阳，工厂允许职工带孩子上班，还给孩子们请了辅导老师，员工的子女们看到老板后热情打招呼。网友：这个老板有格局赞
1692515965# #网友分享：我发现，有些长寿老人好像违反了养生学和营养学的常理！。。我姥爷活到了99岁，属于无疾而终，他生前吃东西从不忌口，有什么就吃什么。。。早上吃的是稀饭搭自己腌的咸菜，平时喜欢喝点小酒，喜欢吃五花肉，有时还喜欢用猪油拌饭吃。没有特地运动的习惯，就是喜欢在房子后面种点瓜菜。。。姥爷活到
1687229194# #遍地康有为，少见谭嗣同！
1687168614# #用半条命换来的钱为什么要捐赠，救人小哥彭清林让人搞不懂，自己三十多岁没结婚，父母五六十岁了还在外边打工，家乡政府奖励十五万，他又转手赠给家乡教育事业。
1702877653# #现在的丧事办得越来越简单了，我们小区一位85岁老人昨晚九点去世了。独生女只是在屋子内放放哀乐，今天上午10点就把老人遗体运走了。没通知亲朋好友，真的简单到没有任何仪式。人是热闹闹地来，静悄悄地走，想想这独生女伺候老人好多年，老人脑血栓，生活完全不能自理，瘫在床上就有八年了，每天把老人
1692931417# #湖北十堰，一个女孩哭着走进派出所报案，说自己在餐厅打了暑假工，却拿不到一分工钱，希望民警能帮帮她！民警听后很气愤，这事情虽然不归他管，但欠孩子钱不行！于是民警帮女孩向餐厅老板讨钱，而老板欺软怕硬！。。原来，女孩的家里条件比较差，就出去打暑假，想帮父母分担一点压力。随便赚点生活费，
1697970436# #监控下的一幕，不栓绳的狗实在是太可怕了吃惊
1692770655# #心酸又感动！山东，小贩违规摆摊卖灌饼，被保安驱离！可顾客已经付了钱，灌饼也做到了一半了，于是小贩不顾保安在前面推车，坚持给顾客先把灌饼做完。而接下来保安的做法，却暖人心扉！网友：保安敬业，摊贩敬业，顾客理解，和谐社会！。。原来，小贩一大早就骑着三轮车在市场门口摆摊，因为这里人流多
1697943851# #10月19日，湖北武汉，老人推轮椅上手扶电梯摔倒，地铁工作人员“神预判”，冲上前将老人一把接住。这个工作人员观察能力强赞，非常负责任赞，值得表扬赞救了老人一命，必须加薪加奖，顶起来赞赞赞
1688480167# #7月3日，河南许昌。许昌魏都城管贴心服务外地瓜农，帮助残疾商贩儿找摊位、出摊儿，夜市上的商户集体给城管送锦旗！城管：有啥事儿直接来找俺，城管岗亭对大家敞开！评：一个城市的文明，不是有多少高楼大厦，而是取决于对弱势群体的态度！为这样有温度的执法点赞赞
1701817653# #黄旭华，中国核潜艇之父！致敬鲜花
1693124276# #日本千叶县以东海域发生4.5级地震，3天内连震5次…网友：天呐，两天内三次地震。这太可怕了。愿人没，有事就好🙏日本3天连发5次地震
1697465614# #巴勒斯坦遭空袭幸存小男孩照看受伤母亲，不顾手伤光一只脚一路紧跟…今天刷到一个男孩，记者问他长大了要做什么？他的回答我在巴勒斯坦是长不大的泪美籍犹太裔学者称应为巴勒斯坦人哭泣
1700478435# #真是好难，老的孝敬不了，小的教育不好。自己养老又成了问题！悲哀…中国式丁克
1693719118# #受日本福岛核污染水排海影响，越来越多的韩国人不愿意再购买水产品。销路受阻，水温升高…这个扩散速度真的是吓人，太快了可怜必须马上立刻制止他们的恶毒行径！否则祸害全球啊！日本政府拟拨款200亿日元紧急支援水产业
1693880233# #哈尔滨，男子持残疾军人证乘公交多次被撵下车，司机恶言相向不让乘车：“这证件搁我这不好使”…
1697819817# #分享一篇网友灯神阿拉的内容：随着四川成都小孩被狗咬的事件逐渐发酵，一些爱狗人士又跳出来，大喊口号，企图混淆视听，道德绑架。针对一些爱狗人士热点言论，下面我将逐一反驳！。第一，“狗是人类的朋友，善待狗就是善待朋友。”。反问。你认识我吗？你都不是我的朋友，凭什么强制性让我认同你的狗是我
1690695949# #看着大家匆匆赶来，接力灭火，真的感动！这是刻在中国人骨子里的善良和团结。为挺身而出的你们点赞good中国正能量
1703893725# #在抓捕毒贩的行动中中弹负伤，经抢救无效因公牺牲，年仅28岁。。致敬缉毒英雄！让我们一起记住他的名字：李松陪，人民英雄永在心间🙏
1697264436# #残疾小伙用双手爬行养羊供妹妹读书，身残志坚自强不息赞
1692849579# #全世界都在盯着！排放了核污水会怎样呢？德国海洋科学研究机构指出，福岛沿岸拥有世界上最强的洋流。。。从排放之日起57天内：放射性物质将扩散至太平洋大半区域；。3年之后，美国和加拿大将遭受核污染影响，10年后，蔓延到全球海域！。。吃下被辐射过的食物，对人体有什么危害呢？根据媒体报道，轻则浑身无
1688545442# #留守儿童哭着给爸爸打电话，原因是奶奶少给午饭钱委屈落泪，男孩：奶奶没有钱只给我一块，午饭买粉至少两块…那不是一块钱，那是他小小的自尊，是他张不开的嘴，抬不起的头，大人觉得小事情，却是他今天心心念念都跨不过的山！
1688086086# #近日，陕西宝鸡。暴雨导致路面积水，女交警跳入半人高积水，疏通下水道近一小时。现场群众：人民的好警察！good
1693391024# #日本两大政客就“中国全面禁止日本水产进口”发表言论：中国人入境前必须吃福岛水产，去福岛水里游一圈…真是将无赖的嘴脸发挥的淋漓尽致，卑鄙无耻下流到极点…都这样说了还真有人去啊？？能不能有点骨气！？怒日方反咬中国洗白不了排污入海劣迹
1698406106# #这真的是一个人3年的变化吗？！被疫情偷去的3年，却好像耗费了他30年的青春！让他青丝变白发，从意气风发变沧桑憔悴！。。可想而知，他为抗疫付出了多少的心血和努力，他肩负国之防疫重任，为我们负重前行，就算呕心沥血，也仍然坚守前线！每个人都应该把他感恩于心。蜡烛蜡烛蜡烛
1689838916# #湖北宜昌，家长抱着卡喉男婴跑进消防站求助，“蓝朋友”4分钟紧急送医化险为夷。网友：消防员是至今唯一没有差评的岗位。心
1690427101# #7月25日山东烟台，突然狂风暴雨。多人被吹倒，紧急关头，两名男子冲进瓢泼大雨中，顶着九级大风，将一对母女子救进屋里…为勇敢出去救人的两位大哥致敬good
1695108068# #张雪峰曾火遍全网的一段给考研学生演讲视频，句句扎心又句句励志，听了这些事后，你还觉得学习难吗？话筒
1696913273# #“北极鲶鱼”果然是经不起查，一查还拨出罗卜带出了泥，但是还是没有看懂，为什么违法违纪了，还要按二级科员确定其退休待遇呢？违法了不应该查处吗？不应该坐牢吗？谁给解释一下？挖鼻官方通报北极鲶鱼事件北极鲶鱼爷爷被开除党籍
1698581332# #生活处处是舞台！51岁大姐一身高难度京剧功夫惊艳众人，离开舞台后，靠短视频和直播爆红，网友：把国粹传承下去！赞
1690708881# #泪目！59岁丈夫突发疾病，需要2万块钱救命！可妻子犹豫2秒后，却选择了放弃！医生惊呆，就2万块钱就能救一条人命，做妻子的怎么这么狠心？妻子：没钱治，每月到手就一点工资，还要帮儿子还房贷了！女婿：这钱我来出！。。原来，老何是一名清洁工，工作时突发疾病，被送到医院后目光呆滞，意识模糊，只剩
