1697470459# #林耘丨特别提醒：这三个因素对A股现状影响比较大
1701861344# #穆迪继续发力，调降18家中国企业评级展望，都是赫赫有名的，比如：。。阿里巴巴。北京市国有资产经营有限责任公司。中国中车。中国移动。中国海洋石油。中国石油。中国石化。东风汽车集团。深圳市投资控股。国投融实财资。国家开发投资集团。腾讯控股
1700022070# #1、众望所归的高开创出反弹新高，不出意外的高开低走有人落袋为安；。2、两市合计成交6577亿元，个股涨跌比12：5，比开盘时逊色不少；。3、新能源方向整体反弹；。4、北向资金净买入49亿元，主力资金净卖出91亿元；。5、港股高开并高走，比A股更强，港股地产股领涨。
1700108410# #事件驱动暂告一段落，市场迅速做出应对，表现在：。。1、低开低走，全线回调，双创跌幅最大；。2、文化传媒最为亮眼，新能源、医药、半导体、整车及汽车零部件、酿酒……都在跌；。3、个股涨跌比约3：10，半天成交金额5395亿元，北向资金净卖出26.68亿元，主力资金净卖出239亿元；。4、港股高开低走，迅速回
1700211118# #林耘丨为什么说A股本周走势还算可以？！
1701655095# #直接抄家！港股药明生物暴跌19.89%，易方达张坤又踩雷了。
1700449370# #别的不说，李佳琦们的横空出世，就是P&amp;G们的恶梦。
1698284321# #难得A50期货开盘猛拉，又传利好吗？
1702454659# #融创中国，债转股的兄弟，苦了。
1698069500# #今年初爆炒的AI股，基本上就是智商税，炒了大量“冒牌货”，就不一一点名了。
1700108551# #微博电台计划
1702121321# #惨不忍睹。
1701063137# #北交所“监考”出来巡场了，说是要加强交易监管。
1698463325# #不是差生的问题，是行业大环境变了，银行拐点向下。白酒筑顶。
1702431469# #a股大视野林耘的投资日记集合竞价：A股指数全线低开，上证50领跌，沪综指开在3000点下方；个股涨跌比约1：2明显落后；涉险过关松口气的万达系，万达电影涨停，妖股ST左江20cm跌停。。。看盘印象：会都开好了，从定调到落地，再看执行及效果，对股市很重要。。。隔夜美国通胀数据不错，财长耶伦表示，
1697708206# #你更关心大盘3000点还是更关心自己的股票华为概念今天资金净流出高达140.94亿元，排行榜第一，成为沪市俯冲3000点的重要力量。一片喝采声中，华为概念股连续3天不间断大举卖出的，这就是股市，这就是A股。
1698143327# #a股大视野北向资金贵州茅台三季报披露以后，券商出了无数研报，溢美之词刷屏，评级基本都是“买入”。再不济也是“增持”，3个月没出现过“中性”和“卖出”的。但是北向资金不吃这一套，自有主意。今天北向资金净卖出最多的就是贵州茅台，11.8亿。捎带手，北向资金还净卖出宁德时代9.69亿元、比
1697381501# #其实东方证券还是上海证券交易所的股东捏，第18大股东。
1698067396# #题材炒得好，业绩很难搞。润和软件：第三季度净利润同比下降45.89%。
1698321559# #林耘丨A股止跌反弹需要什么条件配合？
1697894307# #年底或明年初，LPR继续降息？中国人民银行行长潘功胜：进一步推动金融机构降低实际贷款利率。
1698925346# #如果发钱发消费券，尝试一下“拉”物价或有一说，生拉硬拽，说不过去，这是不了解中下层民生疾苦。
1700029166# #MSCI公布11月季度调整结果：MSCI中国A股指数新增17只A股标的，剔除10只标的。锂电新能源成为输家不意外，问题是涪陵榨菜也被踢出局，说好的“榨菜茅”如此不堪了吗？
1699594128# #预计明年公布年报时完成合围之势！
1700890550# #林耘丨A股小幅调整比亚迪破位大跌，它做错了什么？
1700017652# #某人真是罕见。撞墙撞到头破血流还以为是铁头功夫没练到家。外资落荒而逃，股民鼻青脸肿基民断胳膊少腿的没看见么？
1701141036# #老王卖瓜，自卖自夸，320元／股，将公司奖励核心员工的股权激励资金愉快花光，搏得满场喝彩，吸引跟风者无数。最妙的是：员工们都老实干活了吧。。。当今社会，做“大事”的都是狠角色。
1702360379# #“大嘴”惹上小米，小米不忍，直接发声明公告天下！小米：余承东先生无端针对公司龙骨转轴技术发布不实言论与事实严重不符。
1698109350# #地级市搞汽车尾号限行，纯属胡闹，忒任性了！
1700528479# #知道今天这条街上最靓的仔是谁么？白名单！
1701227502# #血汗钱来之不易，千万别因为无知拖累家人。一失足成千古恨。
1701855240# #又是“宇宙行”的！中国工商银行福建省分行原党委书记、行长俞龙接受审查调查。
1699515412# #林耘丨“做空者”为什么会瞄上中国平安？
1702345441# #申万地产做了张图，力证保利发展是审时度势的绝顶高手，每次回购、增持都是A股市场底部。这一次一样是么？
1699584083# #问题不化解不解决，任何点位都套人。
1702212637# #高盛态度谨慎但比穆迪正面，认为今年中国经济GDP5.3%，明年4.8%，政策在未来几个月会更加宽松。
1700965841# #浓眉大眼的公募基金尚且脏事一大堆，鱼龙混杂的私募基金又能好到哪里去？证监会立案调查杭州30亿元私募基金跑路事件，大家不妨坐等监管机构掀盖揭秘。。。举例讲，私募“套娃”，水很深。
1701241354# #宁德时代创下年内新低，也是两年半收盘新低（季线）。与此同时，招商银行也创下年内新低，下台阶，失守29元了。
1699615816# #券商大佬抓一个，去年7月退休的。中国银河证券股份有限公司原党委书记、董事长陈共炎接受纪律审查和监察调查。。。陈共炎：当过中国证券投资者保护基金有限责任公司董事长、中国证券业协会会长！
1697772084# #早盘，华为概念继续排名跌幅榜第一位，主力资金净卖出约50亿元，在其之下也是与之关联性强的方向。。。不得不说，扯大旗，蔵利刄，割韭菜，轻车熟路。
1702455945# #林耘丨A股延续调整走势，为什么这两个板块表现如此突出？
1702864402# #a股大视野宁德时代，看看就好，本栏一早分析过的。说A股的很多，懂A股的非常少，懂A股又愿意跟你提个醒的少之又少。
1699157916# #港车北上，珠海山姆店扫货，拍图为证。据说现在港车北上“三件套”：收X宝，逛山姆，加满油，满载而归哈哈。。挣钱不易，省着花才是王道，居然有人出谋划策人为搞通胀拉GDP，不是蠢就是坏。。。经济好的时候开源，经济不好的时候节流，这才是正经人的应对酷
1702619510# #A50，名不虚传，A上A下的。
1700712379# #港股成了内房股的天下，旭辉控股涨幅第一大涨55.56%，绿景中国地产涨幅第二上涨35.71%，涨幅超过10%的有25家。。。港股博弈基本面，上下都痛快。
1701741494# #年轻人都成了“月光族”，还鼓励消费？“贼惦记”鼓励下去就是西边那个样子。多教年轻人量入为出、适可而止吧。
1699584335# #毁了价值投资，方便龙凤呈翔。
1700654748# #电池成本大降，推测到2025年电车油车，平价。
1697171036# #微博电台计划
1698227653# #特区政府让步，做出政策调整，买卖双方都可以少交税了。
1702699347# #一场游戏一场梦，出来混总是要还的。小孙背锅，老俞买单，小董必须留下来了。问题留给以后。。。所谓财务自由，没有的事儿，无论是俞敏洪还是马云。
1698043300# #小散们都觉得看懂了白酒，看懂了银行。
1699867193# #全球产业链有多么重要？即使“遥遥领先”！
1698976713# #各位铁粉：送上V＋复购优惠券，欢迎订阅。『自动复购券』
1701839843# #少了点。
1697696289# #林耘丨A股新低不出奇，东方雨虹北京拍地豪掷40亿元不简单！
1701561782# #财经宠粉季【签到领红包】惊喜回归✌🏻每日完成签到即可领取现金红包。此外还为家人们争取了专属福利！通过我的专属链接完成签到，不仅红包金额更大，还可额外获得一次转盘抽奖机会，最高可得88元现金红包！点击下方链接领取红包👇🏻👇🏻👇🏻
1700799858# #微博电台计划
1697809405# #深交所：本周高度关注3只股票上集中卖出打压股价的行为。这当中的捷荣技术就是借华为题材猛烈拉升割韭菜的。
1700187567# #早盘A股权重股领跌，分市场指数上证50跌幅最大，0.93％。形态看上证50前期低点将接受再次测试。。。A股要止跌，除了会里要努力，上下齐心，中国经济企稳尤其重要。中国经济企稳肯定不是靠小打小闹的。。。马云家族套现60亿元阿里巴巴股票，阿里云、盒马新鲜分拆延后，楼市迟迟未见信心恢复，都是可参照的
1702598580# #财经宠粉季【签到领红包】惊喜回归✌🏻每日完成签到即可领取现金红包。此外还为家人们争取了专属福利！通过我的专属链接完成签到，不仅红包金额更大，还可额外获得一次转盘抽奖机会，最高可得88元现金红包！点击下方链接领取红包👇🏻👇🏻👇🏻
1700399880# #查税！
1698550446# #农业银行逆势扩张，总资产规模超过建设银行成为宇宙第2大行。某位银行业高管颇为感慨，说是买农业银行股票多年，终于解套了。。。江湖就是这样，再消煞也有人勇敢上路。
1702800103# #林耘丨京沪楼市利好引人注目，股市三条主线霸榜！
1696911556# #林耘的投资日记20231010午评：小幅下跌，略有放量，两市合计成交4949亿元；热点集中在华为主题向鸿蒙、欧拉、昇腾等扩散，另外就是上游资源品的采掘及能源金属等。因为是存量博弈，工程建设及水泥建材，大健康泛医药，新能源，整车及汽车零部件等等，均受挤压。北向资金净卖出26亿元，个股涨跌比约3
