1697626676# #老外眼中“神奇的东方树叶”以茶之名重走丝路一带一路的100个故事
1700446022# #朋友们，VPlus惠聚周年庆最后一天了！还未购买我订阅内容的朋友，全年最低折扣续费！还能抽现金红包，最高1111元，去试试手气！【苹果ios用户支付方法】：。
1696915632# #鲶鱼逃之夭夭，让爷爷替她三代全兜底了左哼哼右哼哼
1701449207# #以色列公布了一张地图，标明了“安全区”，以及以色列占领军将在哪里行动。以色列摧毁了5.4万所房屋，部分摧毁了24万套公寓，那里没有电，大多数加沙人无法上网或使用电脑。
1694100324# #消息：英国林肯郡一对夫妇在自家花园种菜，一年后竟收到相当于4040元人民币的缴费通知，原因是当局称他们改变了土地的用途，要交规划许可费。。。西方是否真的自由，一目了然……
1694576242# #时刻提醒小日子长记性的片子：。《1946年第18届奥斯卡最佳纪录片提名》。TheLastBomb，又名：李梅烧烤。。相信很多人知道，但肯定没看过原片。好，现在给大家带来一段原片（美国战争部出品）
1698903206# #文年生（1907.2.28—1968.6.7）湖南岳阳人，中将军衔，1926年参加国民革命军第36军，1930年参加中国工农红，同年加入中国共产党，参加了长征，1968年6月7日在广州逝世，终年61岁。
1697877349# #中美竞争，美国越来越力不从心了：。1、美国越围堵制裁中国，中国越强大。。2、中国完整的工业体系，可随时转换成军工。。3、具备同样的战略纵深及远程打击能力。。4、中国近海二千公里内作战，美国占不到任何便宜！。5、隔洋互扔核弹，美国也占不到便宜。。6、美国总体实力和影响力正快速下滑。。…………。。
1701675421# #象哥带你看动物与其他狗相比，比特犬有多强壮？
1688981854# #印度向越南赠送了一艘军舰，作为礼物向越南表示两国关系的和睦。我们看公布的图片上写着舷号“P44”，他们叫“INS基尔潘号”。。这是一艘退役的军舰，长91.1米，宽10.5米，吃水2.5米，满载排水量1350吨，航速25节。该军舰安装了地对地导弹，具备海岸安全和反海盗行动等作用。印度海军表示，赠送这艘军舰
1693794446# #杭州亞運會椅子是“紙糊的”，展開載重900斤！（來源：鄉見中國）
1703036861# #⚡🇩🇪JulianRoepcke，德国图片报媒体：。。“我在乌克兰军队内部的联系人也告诉我：。。不仅仅是缺少155毫米和152毫米炮弹——一切都不再起作用了。。。西方自行榴弹炮并不是为真正的长期战争而制造的，而只是为了短期任务而制造的。”
1700015092# #一位前乌贼给以色列大使馆写了一封信，来说明自己已经是精鱿了！笑cry笑cry建议乌鱿们纷纷拿起笔来，你们虽然不能投身到他们的前线，但你们的爱会帮助他们点旺加沙的战火！说不定，你们可以移民到加沙，为犹太复国主义者种橄榄！
1694219940# #《圣地金秋》（高民生1973）——自己动手丰衣足食🇨🇳
1703320750# #乌克兰前线实时画面俄乌局势新进展。。第聂伯集团报告说，他们在第聂伯河右岸干掉了两件乌克兰装备和10名士兵。这些乌克兰人从来没有任何真正的机会，就像所有在他们之前的人一样。更好的选择是乌克兰，投降——在149.200频率与伏尔加联系！
1692634917# #抖音上好多视频都在说，美国微软公司9月30日起，不再给俄罗斯提供一切服务，操作系统就不能用了，俄罗斯的电脑就全趴窝了。好多支持乌克兰的，一致认为这会使俄罗斯一下就回到原始社会酷酷。。其实啊，微软去年3月4日就停止对俄罗斯的销售和服务（但今年4月，微软子公司被发现仍然在偷卖俄罗斯一些东
1690708769# #联合国驻特拉维夫特派团某成员的丑陋的一幕被视频捕捉到偷笑污
1690210829# #⚡️在医生评估一名患有智力障碍的男子“适合服役”后，这名不幸的乌克兰人被征召入伍。他的母亲说她的另一个儿子已经入伍了...。俄乌局势新进展乌克兰前线实时画面
1702969905# #这是为从未去过同性恋脱衣舞俱乐部的人们而准备的。或多或少看起来就是这样。嘻嘻这也是我们英勇的以色列国防军！杀人狠，跳起舞来特别妖娆与温柔！侠骨柔情的模范！。。外军影像
1693552212# #如果你还了一件，你突然发现，大英博物馆就空了......允悲。。请大英博物馆无偿归还中国文物
1691458519# #目前西非局势：。。——马里和布基纳法索代表团抵达尼日尔首都尼亚美，表达对尼日尔新政府的军事支持。两国将军队状态提升至高度战斗状态，并宣布将与尼日尔并肩作战。。。-尼日利亚和贝宁正在尼日尔边境部署部队。。。-西非经共体推迟了尼日尔政府让法国傀儡重新掌权的最后期限。。。-美国和法国正在尽最大努
1688544698# #这不是土耳其。。这些高喊“真主至大”的土耳其裔人群在德国。。不清楚他们在呼吁什么，难道欧洲遇到大麻烦了？
1698301104# #张军：同以色列在这里辩论，不是我的本意。以色列把中国当成对手，也选错了对象。
1693877080# #如果信念有颜色，那一定是中国红。。我们追随的光，是五角的星光。。今天我们这里全部停课啦！！
1695961464# #加拿大总理特鲁多打肿脸充胖子地说：“我宣布在未来三年内向乌克兰提供6.5亿美元的新援助”。。此时在加拿大的街道上…，家庭无法承担租房或拥有的住房费用、食物和许多勉强度日的基本生活用品的费用。税收失控，人们有其他优先事项。乌克兰不是其中之一。。。🐎的，“我”土豆终于升级成党卫军后勤
1691123340# #《笑谈纸老虎-毛泽东接受美国记者安娜·路易斯·斯特朗采访》（李醒韬梁照堂1973）——红星照耀中国🇨🇳
1700232492# #打人不打脸，刚发完，人就被抓了笑cry
1688520736# #乌克兰女孩说，在俄罗斯导弹袭击克拉马托尔斯克时，一名妇女从倒塌的房屋中救出了她的猫。。。一个简单的谷歌反向图像搜索👉一位美国人在2011年龙卷风过后找到了她的猫。
1691160571# #河北有序泄洪是为了数千万人民的生命安全。。请看图，背靠太行山脉，大坝蓄水挡不住连日暴雨倾盆的山水倾泻，如果不及时有序开闸，那不只是牺牲了靠近大山的涿州和门头沟，大坝一旦崩溃，将会有无数城市和人民都将淹没在大水之中。。而图中太行山脉脚下的沿线，大都是被洪水肆虐的所在。
1699848293# #以色列大规模入侵杰宁，冲平民和记者开枪。。巴以冲突巴以冲突升级
1699004131# #因为珍爱和平，所以回首战争，今天大力发展国防，就是为了不重蹈覆辙，不再承受那份屈辱。致敬中国军人
1700579429# #俄罗斯女孩洗礼日！这是俄罗斯传统文化，大家怎么看？
1700935081# #F35头盔比歼20头盔更先进？
1701924528# #以色列占领摧毁了加沙市的中央档案馆，销毁了数千份历史文件，并故意摧毁了所有生命形式；抹去这座城市和它的历史。值得注意的是，这个档案馆保存着一百多年前的文件。巴以冲突
1693496607# #这猫也太神了吧？如此地护幼？！
1688723375# #“巴赫穆特侧翼索莱达尔方向的激烈战斗仍在继续。在克列什切耶夫卡附近，俄罗斯军队已经推进并占领定居点以西的高地，而在别尔霍夫卡附近，俄罗斯武装部队扩大了当地水库附近的控制区。-Rybar。。俄乌局势新进展乌克兰前线实时画面大象军事超话
1697366529# #80、90年代熟悉的电视广告集锦
1696586382# #克里米亚-乌克兰发布前几日与俄罗斯战斗镜头。。乌克兰「阿尔坦」特种部队在半岛西海岸以及滕德里夫和金伯恩沙嘴登陆后与国旗摆拍，发生激战，狼狈撤退中被俘一人。。俄乌局势新进展乌克兰前线实时画面
1697438528# #1964年毛主席亲自到北京机场迎接从莫斯科归来的周总理
1697547222# #我们在巴勒斯坦长不大巴以冲突
1698053445# #空中美男子来了，外号巴伦支海手术刀，影响三国空军发展，苏-27是最强3代机！天空中到处都是它的经典传奇。
1688400717# #德国国防部长鲍里斯·皮斯托里乌斯刚刚报道称，德国和丹麦将在未来几周内向乌克兰交付数十辆豹1A5坦克。
1699002930# #伊尔76运输机正在演示“阿富汗降落法”，这种大角度切入降落，可以尽可能躲开单兵防空导弹的射界，也是当时苏联空军没有办法的办法。
1703125286# #英国《金融时报》援引消息人士的话说，西方国家可以将没收俄罗斯联邦冻结资产合法化，承认自己是乌克兰战争的受害者。。根据美国官员的一份文件，这份名单可能包括在战争期间为乌克兰经济和武装部队提供财政支持的乌克兰盟友。资金可以通过国际银行部分转移到乌克兰。。。然而，批评人士警告称，此类举措可
1699077350# #名扬天下的老房子，一辈子一定要来一次韶山冲！
1699739664# #特工女英雄关露
1693102304# #就是要让我们亡国灭种呗！
1698633993# #长津湖卧雪三天三夜四肢被冻掉，周全弟抱憾未能完成冲锋杀敌任务，致敬老兵！
1699324650# #🇦🇲⛪️☦️❌🇮🇱✡️观看：犹太定居者在耶路撒冷亚美尼亚修道院入口前向一个亚美尼亚男子吐口水并用胡椒喷雾攻击。。。注意他们在懦弱的攻击后如何逃跑。
1699723791# #致敬英雄谭嗣同
1699019560# #盘点各行师傅的满级操作。真是三百六十行，行行出状元！
1695004622# #又一战果！又一批109名缅北电诈犯罪嫌疑人移交中方（来源：人民日报）
1703127804# #拖鞋军胡塞都不敢惹，却有人相信他们敢惹解放军…。土制反舰导弹都怕，却有人相信他们不怕东风26…。波斯湾的军舰都得服从伊朗的命令，却有人相信他们能命令中国…。宗主国以色列都保护不了，却有人相信他们能保护台湾…
1698329730# #六婶原本是大富豪的妻妾，当时六叔还是二打六，常在大富豪家中作客，以致两人日久生情，富豪不但没有棒打鸳鸯，还成人之美，送了一大笔钱给六叔六婶，好让她有嫁妆风光嫁过去，因为看出六叔非池中物，于是在事业上还帮六叔一把，让六叔成为一代传奇大亨。
1698333335# #F-15战斗机双轮着地紧急迫降太帅了。
1700016575# #美国总统乔·拜登访问乌克兰后在波兰降落后不久从飞机楼梯上滑落的画面。应当是年初的时候。
1700966331# #澎湃之子：彭士禄
1688907642# #历史人物身高。大家觉得是真是假？
1693208855# #乌克兰战壕突然收到了来自扎波罗热方向的礼物。。。俄乌局势新进展乌克兰前线实时画面
1697447609# #视频：黎巴嫩真主党反坦克导弹系统击毁以色列梅卡瓦坦克。。。巴以冲突以色列的战争罪行录巴以冲突升级
1694767939# #不怕不识货，就怕货比货。。。没有对比，就没有伤害……。。现在，你能体会两位领导人拿着手机时的心情了吗？。。图二译文：德国总理安格拉·默克尔对美国国家安全局可能在她的手机上收集数据的过度报道感到不满。。。马杜罗称自己用中国手机美国人监听不了华为华为手机
