1696511607# #世界贸易组织：将2023年商品贸易增长预测下调至0.8%（之前为1.7%），将2024年商品贸易增长预测上调至3.3%（之前为3.2%）。
1692456630# #华泰证券：央行2季度货币政策执行报告几大要点值得关注：。要点一，对海外判断更偏乐观，对国内经济保持信心；。要点二，国内经济面临的四大挑战；。要点三，强调“加大宏观政策调控力度”和“总量和结构双重功能”；。要点四，删除了“保持利率水平合理适度”和“市场利率围绕政策利率波动”；。要点五，强
1691031344# #说得很美好，现实很残酷，对未来有期待！你们呢
1690620962# #78只高比例送转股走出贴权行情。。来源:证券时报网07-2717:43。。　　2022年共531家公司分配方案中包含送转，送转比例在10送转5以上的有118家。。　　2022年高比例送转公司中，深市主板有1家、沪市主板有5家、创业板有96家、北交所公司有16家。从业绩看，10送转5以上公司2022年盈利的有116家，占比98.31%
1703128224# #底部的成立，近些年喜欢把融资盘干死，把机构干一批。真相了…
1703044813# #直播间里出了个董宇辉，所以大家都很喜欢。如果直播间出一千个董宇辉，我相信你们看了就会划走。天天直播，为说而说，就会兴致锐减，废话连篇。不光看客们受不了，主播们也会干不下去的！
1701931159# #沉闷的股市，不仅干掉了一大批股民，还干掉了一大批财经自媒体，尤其是靠流量生存的自媒体。而且存在劣币驱良币效应。很多搞分析的分析不下去了，也刷不到了，但是那些卖惨的“股媛”视频人气更盛，容颜依旧焕发。不过，也有股媛赚了流量，赔了大钱，可不是人人都是胡锡进啊……
1695737461# #糖尿病、肥胖、心脑血管、眼科…这些是我最愿意买的。
1690212180# #活跃资本市场的方法就一个字——涨。晚安吧，都早点睡，未来会更好！推荐一部老港剧，含股票厮杀的，二十多年前就道出了这世间的很多真相！剧名：纵横四海！
1699316825# #电商直播带货总说给补贴，国家能不能直播带带股票也给补贴，像股改时候那样，我也好多买点嘻嘻
1697282882# #嘻嘻哈哈来开始盯上转融通业务了
1697380406# #我想先确认一下，你不是广告贴吧允悲
1693652527# #截止到本周五谷歌收盘价市值1.72万亿美元，约等于8个工商银行的市值。
1704155180# #中证指数有限公司将正式发布中证A50指数。今日，中证指数有限公司将正式发布中证A50指数，选取50只各行业市值最大的证券作为样本，多维度刻画资本市场结构特征，持续服务中长期资金配置需求。万科A、比亚迪、宁德时代和药明康德等各行业龙头均在中证A50指数股之列。
1696075123# #谢谢招待，今晚上的全是硬菜，回味无穷！甲鱼炖鸡是王炸！席间，我还被两个小朋友问知不知道超话是什么？幸亏咱网络不是白混的，前天刚建了一个，然后两个小小姑娘赶紧要知道我的微博和超话是什么，要去看，只怕她们还看不懂笑cry搞笑的是问她们喜不喜欢肖战，都说不喜欢。问喜不喜欢周杰伦，都说爱
1701136715# #年终福利🎁炒股大赛周周瓜分2000元正收益红包🧧参赛链接👉🏻👉🏻👉🏻
1691047596# #不用，都是坚守来的，我也快要新高了，一起加油，期待我明天净值再大涨一下并不简单鼓掌太开心
1692458641# #允悲裂开汗黑线挖鼻委屈
1701349915# #我国快递员有8400万？我不敢相信！
1696921596# #昨天有人说，留下“大长腿”什么意思，反弹应该不是底呀。首先我认为是底，其次觉得既然大长腿遇秋，今天不就是把裙子往下拉一拉嘛，猴急你就输了！这不是“走姿终完美”嘛，挺好！耐得住寂寞，才能守得住繁华！嘿～那小子真帅！对吧？！确实等主升浪伸长了脖子，但是允许市场带给我干扰的回响！
1703376076# #财经宠粉季【签到领红包】惊喜回归✌🏻每日完成签到即可领取现金红包。此外还为家人们争取了专属福利！通过我的专属链接完成签到，不仅红包金额更大，还可额外获得一次转盘抽奖机会，最高可得88元现金红包！点击下方链接领取红包👇🏻👇🏻👇🏻
1701735148# #,林园写道：一辈子没求过人，今天求大家加仓。。。不评价！——但老林是懂营销的！
1698246804# #继续悟，书里后面讲的很多内容是更深层次的。所谓的短线成功，有止损有止盈，本质上是策略成功，而不是预测成功。这点一通百通！
1703491519# #国家发改委：研究进一步取消或放宽对港澳投资者的资质要求、持股比例、行业准入等限制。国家发改委发布《粤港澳大湾区国际一流营商环境建设三年行动计划》。其中提到，制定出台横琴粤澳深度合作区放宽市场准入特别措施，支持广州南沙开展放宽市场准入试点，深入推进深圳建设中国特色社会主义先行示范区
1700810448# #卖淫呢？
1699169520# #本周的消息，让大家对于下周的行情又燃起了希望。期待一次，失望一次。于是期待越来越少，失望越来越大。就看各人心态了，对于我来说，你让我失望一次，我就离成功近了一次，从3000点到4000点，不只有空间的距离，还有时间上的距离。时间上的距离在前面跑输空间，在后面又能追上，哈哈😄下周继续加油
1699949985# #需要拍一个特殊的视频嘻嘻嘻嘻嘻嘻
1704075723# #goodgoodgood
1690032367# #我讲这些，跟那些只喜欢追高炒题材炒概念的人是谈不到一块去的。我就发现，那些人年复一年，其实每年没有明显变化，享受不到复利。就连吹牛打的草稿每年的变化都不大。真正享受到的复利人生，我想自己是能感觉到的，大家也是能感觉到的！
1700887975# #我想，与理想平等交易，与喧嚣保持距离
1701273397# #今日收评：平安为首的保险股又被爆投资爆了雷，从而拖累了平安股价，平安又拖累了保险板块，保险拖累大金融，大金融拖累整个主板。在市场缺乏量能和赚钱效应的时候，指数就是如此脆弱。比较不错的是今天的价量关系表现并不算很差。当三千点保卫战再次拉响警报，其实再去盯着这个点位意义已经不大了。我
1702273168# #本文据网上公开资料编辑而成——。。未来有哪个产业做够替代房地产成为新的支柱产业，那一定是智能汽车产业。。前段时间，黄奇帆在一次演讲中明确提出，未来智能汽车产业将替代房地产成为新的支柱产业，这个观点遭受很多人冷嘲热讽。。。在过去燃油车为主的时代，我国每年汽车销售大致是2500万台，我们假定
1700115487# #抖音测试付费短视频功能，抖音概念股全线走强。遥望科技拉升封板，佳云科技、广博股份、省广集团、丽尚国潮、引力传媒等多股涨停，天龙集团大涨超17%。稍早澎湃新闻称，抖音测试付费短视频功能，要求账户粉丝数不少于10万，平台或将抽成30%。
1690364712# #诚以为然，拉动经济和消费，促生产，还是得靠群众，靠中坚力量，培养中坚力量！
1692717151# #收评：仔细思忖今天的逆转走势，我认为大概率是见底了。如果符合我预判的话，那么明天应该是一记放量大涨，无他选择！最后，祝大家七夕节快乐，早点睡觉，少发誓，多花点心思！
1688452220# #国家发展改革委党组书记、主任郑栅洁在《求是》发表署名文章：加快建设以实体经济为支撑的现代化产业体系，当中提及要促进数字经济和实体经济深度融合。加快推进数字产业化，加强数字技术基础研究，培育壮大人工智能、物联网、量子计算等新兴产业，打造具有国际竞争力的数字产业集群。积极稳妥推进产业
1687435591# #我觉得冠军很悲催，这样一来，大家很可能认为，冠军要么被更高级别的人潜规则了，要么就是被更多评委潜规则了
1698920086# #我刚看网上有卖湿房镜的，请问专业人士这个有用吗？有一千多的也有一百多的，还有几十块的，如有用买哪个划算啊，怕交智商税允悲
1699410108# #10:21:03【证监会主席易会满：对量化高频交易加强跟踪研判】证监会主席易会满11月8日在2023金融街论坛年会上做主题演讲时表示，大力推进监管转型，强化监管责任落实和问责力度，切实提高履职水平。他表示，对量化高频交易加强跟踪研判，完善监管举措。加强监管科技建设，强化跨部门信息共享，加强市场
1701051658# #保卫战其实也是保姆战，一站式服务，最后还是会搞起来的。所以站好岗，拿军功。等吧！悄咪咪就起来了！
1701078687# #现在是在拿时间换空间，之所以大家觉得特别难，是因为未来机会超出寻常的大！
1694747487# #【投票调查】你认为下午股市会绝地大反击么？
1701076333# #还能发啥？就看谁更能给大家打气，发的鸡汤更浓了。要么就是有些热点可以蹭一下。但，我实在是提不起兴致。还是给各位打气吧，明天直播还是打气，我觉得这样总比低位让你们缴械投降好！我已经看到了波澜壮阔的未来，怎能轻言放弃？！
