1703755378# #繁花。玲子收阿宝天价饭钱真相终于找到了！汪小姐成最大牺牲品
1703148250# #《一念关山》。宁远周和如意拜堂哪里有三只蝴蝶来到他的肩膀，而那个时候钱昭，孙郎还有元禄已经全部牺牲，他们应该是来看宁头儿最后一次的。而且当时元禄根本没有带够糖丸，跑到一半要吃发现没有了，还和宁头错过了大哭大哭大哭
1703779474# #大结局：女毒贩明知深爱的男友是卧底警察一直在骗她，最后却仍为保护他而鲨人，而男主虽一直在骗她，可却仍信守了护她周全的承诺，放过了她，她虽脱身但却再也无法跟他相见！好虐！&nbsp;
1703951442# #繁花原来爷叔才是全剧最大反派，坑害阿宝家族败露只是原因之一
1703594588# #在新剧中，就如同从笨蛋化身成为了恋爱百科全书🥰从小苦瓜人设脱离之后，转身投入到新的爱情世界里，并且为此努力追逐真爱，主动永远会有故事，一定要把感情紧紧的掌握在自己手里，才会有见月明的那天老师我家张晚意怎么还是小苦瓜
1702516418# #《爱情公寓》。“原来吕子乔没骗我们，他真的是个富二代允悲允悲允悲”
1703950754# #繁花喜欢一个人的眼神是藏不住的，罗晋提着40米的大刀正在赶来的路上笑cry笑cry笑cry
1702627035# #《火星情报局》。火星情报局第六季第七期3
1702085160# #《一念关山》。太多的影视剧告诉我们，flag不要乱立！
1701531280# #《&nbsp;一念关山》。自从答应生孩子之后，宁远舟成了粘人精，原来小侯爷一心想要皇上死，他的目的可不止这么简单允悲允悲允悲
1696760739# #郭晶晶称赞全红婵。她说；“小全跳了3个满分，我觉得，我都很羡慕。我跳了20年水，我都没跳过，小全一场比赛就把它跳出来了。那些特别漂亮，特别干脆的动作，就会勾起以前的回忆。完了就觉得自己，哎呀怎么都没有这种水平，都没有她们跳的这么好。就觉得很惭愧”！。郭晶晶曾是世界跳水冠军，被称作跳水
1702437217# #《一念关山》。因为如意对徒弟二人的不平等，让李同光的心理落差无限放大，一碗水端不平，真的很影响心态，甚至导致了李同光要沙了杨盈，如果如意也对李同光很好，他也不至于这么疯批了
1702081718# #《一念关山》。穷养儿子，富养女，这让李同光知道不得掀翻天&nbsp;
1704119515# #《繁花》。原来背刺汪小姐的人不止梅萍，爷叔的往事早已暗埋伏笔
1703685996# #《鸣龙少年》。雷鸣为了让李燃专心参加机器人决定让他搬到自己家里，并且还自费给他准备实验室
1703949924# #鸣龙少年十一班一起努力，终于帮老雷证明清白，也找到了最开始传播谣言的人
1703951167# #繁花汪小姐被揭穿怀孕三月，阿宝一夜当爹只能结婚，李李好可恶
1701662706# #《一念关山&nbsp;》。曾经唯唯诺诺的哭包小公主一步步成长，成为执掌大权的一代女帝，起驾那一刻帅到我了哇哇哇一整个期待住了&nbsp;
1701577013# #《一念关山》。究竟是无峰的魅厉害还是朱衣卫的白雀厉害"上官浅"任如意"
1702733493# #霍尊陈露我就看看，不说话
1703257118# #《脱轨》。根本就没有穿越！霍柏宇带江晓媛自杀，祁连及时出现；江晓媛在医院醒来，发现没有回去2025，伤心崩溃突然出现应激反应；另外一边霍柏宇已经疯了，分不清虚拟和现实世界&nbsp;&nbsp;&nbsp;
1702601755# #《三个少年》。第二季第六期【2】
1702172199# #《一念关山》。于十三：你俩一起给我喂狗粮，我就要个新簪子怎么了笑cry笑cry不过后面冒烟的两个人，笑死我了😆
1702305813# #周海媚近视1200度也挡不住她的美貌！俏皮又妩媚的感觉！
1704213035# #繁花没想到金花才是隐藏最深BOSS，背刺汪小姐陷害阿宝只是其一
1703567444# #鸣龙少年。鸣龙少年第十七集中，雷鸣头发都白了，我不相信雷鸣变坏泪泪泪
1702478701# #《神隐》。神隐第八集中，孔雀开屏、自作多情……
1702696542# #《一念关山》。郑九元重伤的那一刻我心都要碎了呜呜呜，就算伤成这样他满心都还是在担心到曦安危啊啊啊，编剧你好狠的心啊
1703484509# #《鸣龙少年》。鸣龙少年第十六集下，雷老师是不是把他们给卖了？？感觉雷鸣，好奇惨啊……
1704182413# #前夫去世留下女儿，原以为大妈会欺负她，没想到继女当成亲女儿
1702345376# #周海媚曾辟谣患红斑狼疮，血小板偏低导致身体淤青，严重时会晕倒
1703033860# #《一念关山》。：任如意与宁远舟感情复合，高甜撒糖不断！宁远舟与任如意俩人的爱情是势均力敌的，也是甜虐交织的。势均力敌是因为俩人都是高手，身手无分上下都很强。甜虐交织是因为俩人不管谁受伤，另外一人都会伤心难过，着急。这夫妻俩常常都在玻璃渣里找糖吃。如意受伤，宁远舟用内力帮她恢复内伤
1696760900# #花西子这是要搞啥子嘛？
1703949919# #鸣龙少年十一班一起努力，终于帮老雷证明清白，也找到了最开始传播谣言的人
1702339667# #《鸣龙少年》。&nbsp;“雷鸣创建的十一班面临危机，要招满五人才可以开班，目前是招到了四人还差最后一人.........”该怎么办呢？
1703414925# #《一念关山》。好笑吧，除了杨盈和李同光其余人后面都刀了，当时看到这里打死我都没想到他们两个最后是一对
1704033234# #《三大队》。十三程兵终于抱到了自己的宝贝，2023的遗憾毅玲再也跑不到爸爸的怀里
1703985292# #《三大队》。三大队第十九集预告
1703812340# #神隐难怪凤隐结局亲手杀死红绸，偷走自己与元启孩子只是其一
1704157478# #脱轨江晓媛恢复记忆，身世很凄惨不敢面对现实&nbsp;
1702654404# #《一念关山》。：结局任如意一妻二夫连生三胎，宁远舟李同光抢着带娃，杨盈眼红
1703475967# #白愁飞：老宁这招式我熟啊！😉。刘宇宁。宁远舟。白愁飞酷
1702626191# #《火星情报局》。火星情报局第六季第七期1&nbsp;
1703175016# #《鸣龙少年》。&nbsp;&nbsp;李燃救下被蛇咬的沈耀，从此两人成为好朋友！
1702694931# #《与恶魔有约》。神秘乞丐的预言变现实，九元被杀……&nbsp;感觉后面会很虐，你们觉得呢？
1701397274# #檀健次太帅了，太好了。而且演的很真实。就像从书中走出来的男主角。在追《很想很想你》。这才是偶像剧的正确打开方式。他是我唯一粉的男明星。那种眼中含泪，嘴角在笑。真的让人入坑。记忆深刻。
1701959662# #《一念关山》。一念关山第二十二集预告，敢不敢把李同光的武力值弄高点挖鼻挖鼻
1702606410# #《一念关山》。一念关山第二十九集预告，被于十三说的懵懵的，然后唯一对他，就是听他说的比较多吧，一句话都没说出来笑cry笑cry
1703566737# #鸣龙少年。鸣龙少年第十七集上，年轻时害了自己孩子不够，老了还拖累，有这样的父亲真是无语😓他是一个好老师，但他不是一个好父亲
1701865068# #《与恶魔有约》。宋江新剧来袭氛围感韩剧终于回来了，冷血恶魔遇上财阀千金，先婚后爱剧情带感
1703862005# #神隐东华的真面目如此恶毒，古晋当了一辈子的背锅侠
1702081954# #《一念关山》。他有变回了那个阳光小狗，这一笑我心都化了
1701614419# #《一念关山》。谁能不喜欢这么可爱的小公主！&nbsp;何蓝逗是真逗啊笑cry笑cry
1703257319# #《如懿传》。其实，如懿生十二阿哥的时候，我就觉得皇上不在乎他。皇上那个时候只求嫡子，生出来高兴也是因为终于有嫡子了，所以他在乎的是嫡子而不是这是他和如懿的第一个孩子，只要是嫡子哪怕换个人来生于皇帝也是一样的。看见李玉的反应，看见甄嬛去看如懿，我就觉得皇帝其实真的不在乎如懿的
1702131111# #《一念关山》。李同光终于和师父相认了。在师父面前就跑大腿，就像小奶狗，在县主面前，完全不一样哈
1702738926# #《一念关山》。大结局于十三没死，结局有三只蝴蝶说明五人只剩2人了
1702909111# #《与恶魔有约》。回收灵魂的腹黑恶魔X事业型财阀千金：女主误会他是自己的相亲对象，差点对他心动，结果发现他竟是狡猾的恶魔，在她被追杀时还哄骗她跟自己签订灵魂契约！&nbsp;
1703572930# #鸣龙少年。鸣龙少年第十八集预告，
1702342927# #《一念关山》。六道堂臂力最小的是元禄提水都是用宝宝桶！虽然臂力最大的是钱昭但是任如意的臂力更胜钱昭…
1704030828# #繁花李李被黄河路十几位老板娘刁难，宝总三道菜力挽狂澜，还请出师傅爷叔釜底抽薪让她反败为胜，宝总发现李李背后是A先生，宝总他对李李汪小姐都很好，但他都没有给名分，因为心里有个白月光
1701564248# #《与恶魔有约》。恶魔男主终于对女主心动了，但却因不想爱上她而极力克制心意，甚至故意对她冷漠，直到看见她要跟别人契约结婚，他彻底坐不住了！&nbsp;
1703948563# #当你年少时。自从有了儿媳妇，儿子就成了外人，儿子一脸无辜样
1703553678# #《一念关山》。经历过磨难的人是需要被好好呵护的，而不是因为她经历过就以此为借口继续伤害！
1702534147# #《神隐》。“好家伙赵露思演的阿音第一集就被男主吸光了灵力仙元散尽不过她一袭红衣和白衣真的好美啊”
1703552297# #吴倩张雨剑离婚后首次同框。张雨剑吴倩戏精夫妇甜蜜的日常，但还是逃不过li婚的命运
1701689909# #《一念关山》。一念关山第十八集，李同光终于见到任如意了，师徒线要重启了。。不知道任如意和宁远舟为什么闹了别扭，不过钱昭和于十三好像很了解啊哈哈哈哈哈
1703087053# #《一念关山》。于十三我言白衣胜雪，可13最后瞎了双眼，独守孤城大哭
1701565055# #《文森佐》。愿称之为韩剧爽剧天花板！对反派他真的很喜欢慢慢折磨哎…宋仲基
1703169403# #《一念关山》。大结局于十三宁远舟战S，如意与北磐王同归于尽，替宁远舟完成他没完成的任务
1703120428# #《说英雄谁是英雄》。父亲身死，美女两次被玷污，黑化接手六分半堂！没有人有资格去说她一句，因为没有人经历过她所遭受的一切
1703902835# #王牌对王牌王牌对王牌第八季20231229期第八季第十期8，宋亚轩终于拿下杨迪公公允悲允悲笑不活了
1701957036# #毛晓彤鼻子毛晓彤鼻子有点意思🤔️
1703255293# #《鸣龙少年》。女孩长期被变态继父偷窥，被同学欺负，最后直接霸气反击
1696760446# #任嘉伦黑粉这次可能要坐牢了！
1703603370# #神隐。神隐第十六集下，仙界的五尊位置，一直有一个空缺，孔雀王为了得到这个位置，让华姝做澜沣帝君的工作，可澜沣帝君却不肯帮忙。为了得到这个位置，孔雀王便决定，让华姝和南海三公子联姻，华姝正为之烦恼，听到古晋竟然是小神君，就主动来讨好红绸，想与古晋再续前缘，红绸便决定，利用华姝让阿
