1697334300# #气温开始持续偏高，最高气温每天接近26度
1694144521# #嘉兴市区如果跌到3000一平，还是值得买到，看一年后能不能跌到了
1693361637# #崇明跌破20度了，最低庙镇19.1度，市区范围几个气温低的地方全部出现在公园站点杨浦公园，闸北公园等20.6度
1697039132# #以色列和巴勒斯坦超详细地图一张
1690880833# #欧洲中心的数值六号台风8月9日登陆日本南部并一路向北....美国高富帅8月9日六号台风登陆浙江象山到宁波一带并一路西进消散.....看看两个老牌机构哪个准。
1696585647# #愿女孩平安归来
1702876453# #连苏州气温都比上海市区低4度，难怪08年苏州市区积雪32厘米，徐家汇5厘米....差距一个天一个地了。
1694503174# #几千万人一直在校外培训.....从1990年开始后有校外培训了....2000年后愈演愈烈
1702629172# #一个人哪怕能力低，也应该买得起投胎所在城市的房子...否则对于人类来说不公平。
1703207670# #直接结冰了
1691119749# #2023年全球地平面2米平均气温已经34天超过巴黎协定制定的1.5度警戒线了.....巴黎协定的措施是2099年之前将全球气温升高幅度限制在2度以内....巴黎协定刚刚过去八年不到，就已经超过了警绒线了....全球气温越高，各地极端天气概率就越多，强度越强....希望每个人都低碳生活....否则我们老了之后必将出现
1702339482# #12月15日下午起的寒潮有调强趋势，降雪也可能出现在中旬后期...这轮寒潮21日前后达到最冷阶段，按照gfs最新数值本市西部郊区21到22日最低气温零下7度左右....如果放晴的话气温更低。市区则徐家汇零下3度附近....目前是这个气温预测。但就算降雪的话地面气温偏高不存在积雪可能。
1701693137# #拿钱回家，买瑞士卷和牛排吃吃
1691104659# #美帝最新一报吓出华北一身冷汗，差一点转去渤海了，华北水灾还在救治过程中。
1701164647# #上海市区今年入冬将历史最晚，预计2024年1月份才能稳定入冬....12月5日之后持续大暖没有尽头。
1691715078# #上海那么多失业的其实也可以去打各种暑假语数外物理化学培训机构，买个摄像头全程拍下来就行，不用两个月就几百万粉丝，然后收手抖音带货....直接进入中产
1701649427# #你们去街头拍等红灯的车辆会遇到有人会心一笑做个欢迎的手势吗。就这种抓拍而言，他们的幸福感由内而生的。他们给人的感觉是温馨亲切，随处可以感觉到当地民众那种中华民族传统的待人接物的美德，那是一种深受儒家文化熏陶的善良、宽厚、友爱、真诚、乐于助人、礼貌、守信的传统中国人的道德风尚
1703123764# #李呀咦呀嘿的笔记属实也下太多了偷笑R威海看雪大雪威海（分享自
1693384942# #本来想车险只买交强险了，后来想想几天前小屁孩突然闯红灯的事情，车主还是得判一个疏于观察，可能负三成责任，还是买了200w的三者险
1703052470# #中国股市跌也跌不下去，肯定跌不到我炒股时期最低点1664点左右...涨也涨不起来....就和上海房价一样僵在那里
1703585967# #美国数值计算了好几次1月9日前后上海最高气温20度左右....还有计算出历史有气象记录以来最暖一月上旬....
1700571578# #中国队比赛没啥好看的了，全程被压着打，连射门打机会几乎没有....传球都最多三四脚就失误了....根本不是一个级别的...棒子在80年代足球水平比当时国足差一点，现在强得不是一星半点了
1701088339# #笑死人了，这不就是变相裁员...除非工资一分不少才叫放假.....
1687413172# #亲戚家里140多平米，郊区....舒适度没话说
1689517579# #上海电瓶车改装锂电池的太多了，这种车子运气好没有在车库着火....全上海整个锂电池两轮电瓶车改装数量是很夸张的，只要上海杂牌锂电池每一辆车子理论上都是定时炸弹.
1698496012# #大家出门开电瓶车哪怕一百多米买个菜也戴好头盔吧，最近一个月笔者已经上缴了好多次了，足够买神仙头盔一枚
1689152617# #一大堆40度以上
1690759103# #奇怪的是那些死去的旷工家属也是没有能力在让事件曝光于天下，甚至一条微博热搜都迟到了十几年....底层的发声大家看不到，或者发了声也被淹没在娱乐新闻的热搜中.....
1701040904# #这类事件除非多到一周一次，才可能销量下降下来，特斯拉才会重新设计这套刹车系统
1703462245# #早上七点三刻左右，全市低于零下2度站点还有那么多....今天早上也是市区大型公园，徐家汇不算，最后一个低于零下3度的日子了....下一次低温预计一月中旬了.....
1702621382# #快要弹尽粮绝的中年难就业人群看过来....目前临近年底，各种公司年会开始比较多了，喝酒的也多....可以尝试晚上干代驾，代驾可以从年底一直到春节都不缺单子.....前提开车比较熟练...需要自己购买一楼迷你的电动平衡车或者迷你折叠电瓶车...否则地铁公交停运后难回家......
1692235326# #大家猜猜新华社发文章对股市有没有立竿见影的效果呢，笔者记得1996年新华社的文章可以直接让A股出现翻天覆地的极大影响.....96年一篇社论直接让当时股市两个跌停板二哈二哈现在力挺股市会不会两个涨停板呢
1694183087# #法国巴黎出现九月第二候罕见高温，目前气温35度，一个高纬度的城市，北纬48.5度，比黑龙江鹤岗都要北150公里的地方。欧洲这波高温过程导致我国大部分地区九月上中旬没有任何明显冷空气南下。
1687598847# #我国那么多人买得起上海八w到35w一平到房价，富裕程度宇宙第一。
1696663764# #宝山淞南公园出现午后16.8度的低温，这个地区的气温比预报的最低气温还要低3度
1687771767# #建议拆除上海外卖车所有雨棚，不少于五十万辆外卖电瓶车安装了这狗屁玩意
1702002521# #没编制但是铁饭碗的工作来了....12月11号面试➕黄浦区看守所（月薪8000元）做二休二。。男，本市户籍，40岁以下，大专学历，无犯罪➕无纹身，身高170以上，。。工资到手6500元，做二休二，五险一金。。负责看守所留置区监管犯人.报名抓紧，这个职位比较抢手，犹豫时间长了就没有啦。
1702628306# #百分之98以上大龄，男性42岁以上，女性40岁以上，学历不高的人群，失业后哪怕投一年两年简历，都不会有一个面试机会了，前提投的公司是五险一金做五休二的，工资在社平以上或者略低于社平的。这是我说的。
1701337865# #上海编制的一辈子收入基本上可以达到1000到1500w左右，还不算隐形收入，包括教师，普通医生，还有某些常见公务员，这批人40岁之后收入很高，退休后收入奇高，享受幸福人生
1698660605# #加拿大简直就是太挥霍土地了啊，百分之90的土地直接放弃不建设了，用暴殄天物不足以形容了....就公路地图左一来看，整个国家只有南端地区比较密集，整个哈德逊湾区那么好的地方都荒废了.....那些所谓无人区气候说实话还是可以接受的，除去北极圈里面夏季也很冷....
1688995029# #粉丝专享2030规格海洋大虾鲜活速冻连云港发货。【推荐理由】捕捞现剥,干净卫生,肉质紧实,营养丰富,虾香四溢,肉质肥美,个大肉厚,鲜嫩饱满,孕妇儿童均可食用,美味又健康。【现价】148元。【拼团价】138元。
1703123951# #给力的暴雪....城市蛋计划CITYEGG的笔记威海威海看雪雪（分享自
1692107574# #说实话我这样的技术人才，在软件测试方面颇有造诣，也待业那么久，无法找到一份工作，仅仅因为是年龄超过35岁太多太多，如果我年龄28岁，再就业那是分分秒秒的事情.....现在对于卡年龄太厉害了，超过42岁基本投简历没人看了.....
1687996921# #网约车根本没有饱和，篱笆网友反应下雨天叫车还是等半小时都叫不到车....外卖也是如此，kds网友反应每次叫外卖总是先送其他单子再送自己，也就是一个骑手手上好几个单同时送.....以上总总说明失业率很低
1699799043# #延中绿地居然成为市区气温最低的站点之一，那可是核心区域.....不过话说回来，延中绿地那地方还是比较开阔的，周围高楼虽然很多，但热岛指数没徐家汇那么夸张，其实用来做市区站点比徐家汇合适的多。
1690505289# #厦门运气不错，台风核心区域基本上都影响不到了.....风力八到十级为主.....压力给到福建石狮市沿海地区.....8到10级厦门放假一天半，蛮好的哈哈
1691921174# #我小时候如果去机构补课，估计可以考进华东理工大学计算机系，出来就是码农，职业生涯2004到2035年拿8w到60w年薪干到52岁提前退休.....可惜当年没钱补课，没考入大学二哈二哈
1692279744# #这个节目重来没看过，我看过的是2004到2005年的我型我秀节目，出道的张杰，薛之谦之类的歌手大家也有目共睹，都是真正有实力的歌手.......至于后来的超女之类的也没看过，因为不对味了....听说过张靓颖这种歌手超女里面很早淘汰了，好有李宇春夺冠之类的搞笑事情就说明节目猫腻太多
