1700739205# #杨幂…天…
1698902454# #以爱为营。我的人间烟火2535w，去有风的地方2080w，第三温暖的甜蜜的1086w。以爱为营有两个流量，压1700-2000w，🥭独播差不多了
1693645483# #网友提问，赵露思这是整了吗？还是p图？
1704089699# #别太离谱😅………“185”男，抱着滑雪一趟200块，限制体重100斤……这就，还有一群女人舔👅
1698390167# #权志龙回应涉嫌吸毒。按韩国的娱乐圈生态来说…没吸的可能性，比较低思考
1692092066# #鹊刀门传奇，定档8.18。这是我看爆的一部剧全力以赴，给点力啊🙏
1692090705# #四海重明官博咋回事啊？忘了切号？
1689480682# #骄阳似我和似锦都找了赵露思。这么多人舔的饼，她，竟然不接…
1689308878# #玖月晞谈宋焰许沁。啊啊啊，玖月晞不说话还好点，一说话骂的更多了…
1701519285# #很想很想你，要扑
1696513075# #陈都灵，大梦归离路透🈶，被虫子吓到了笑cry
1700046069# #11.13-11.14云合估算播放量（明月版）
1702901616# #肖战、成毅两家粉丝正在交流中…
1690348286# #云合热播期均集（统计至7.24）。。长风渡5414，偷偷藏不住4056，。玉骨遥2725，消失的十一层2594，。闪耀的她2032，我的人间烟火1803，。曾少年1799，不完美受害人1510，。安乐传1353，当我飞奔向你1222，
1688965584# #羊毛老师别生气，首播已经证明了杨洋的号召力，无论哪个配角爆了，最后都是杨洋的实绩
1699358906# #今晚的《以爱为营》像是没有存在过…
1696947552# #金珍妮和lisa在全球上，到底谁更🔥啊？有没有人说说，不追韩娱，没多少概念你好
1690956310# #邓为，云秀行出妆路透🈶，真是火了，好多人拍他
1702362203# #一念关山，豆瓣评分7.5→7.3，降了0.2
1689049329# #陈哲远的告别小作文
1694507410# #9.11酷云，全端、点播，播放量🈶
1704377303# #有人在意吗？神隐今晚超点了
1702794213# #王一博星光大赏出图啦，卷发棒球帽造型如何？
1702558539# #牛牛危，🐮不会只看了头像和前缀，以为王一博来评论他吧？
1698748146# #陈牧驰粉丝要卖房养他笑cry。最好真卖哦，别打嘴炮doge
1695543136# #9.23酷云，全端、点播，播放量🈶
1702821045# #男明星，内场动图对比🈶。。吴磊、龚俊、许凯、王鹤棣、张晚意、檀健次
1702121907# #杨幂工作室实时广场并不简单
1699767414# #女友悔婚少退15万彩礼男子持刀行凶。悔婚的原因呢？怎么不说？30万能退15万，还有15万不退的原因呢？
1689219811# #今天下午，杨洋、王楚然，要在芒果TV合体扫楼doge
1692887926# #王楚然和任敏的“四生四世情缘”允悲
1703751500# #谭松韵，什么水平？
1690019947# #周也，今日活动图🈶，如何
1696421303# #理涛，安宁如梦，还是必爆局吗？
1704008365# #杨紫，跨年造型🈶
1696652243# #鹿哈自曝带货7个月挣3500万。网络，咋说呢，虽然大部分看不上这种不学无术翻身人上人的事儿，但也算是普通人没被关闭的上升阶级的渠道之一…普通人改变阶级多难，网络还是给了普通人很多机会
1695813909# #屈楚萧跑粉好多。之前张万森爆了的时候和刘昊然家空瓶能空1.7万+，现在本人博内赞几十
1688808426# #“大家觉得路人缘的决定因素是什么？”
1697425063# #杨紫尼龙十月刊封面预告，如何？
1702556524# #酱园弄声明。开拍前各家粉丝争番位戏份出场顺序，这种情况只要扑了一切都好了，扑了就是我们只是客串不扛票房doge
1700558796# #狐妖小红娘月红篇都杀青一年了，还在缝缝补补…真让人感到不妙啊允悲
1698238587# #沈月发的图…有没有点暗搓搓的？。ps.目前已经编辑掉了图2。沈月微博配图
1690441758# #曾舜晞，你好星期六，上班路透🈶，如何？
1695203290# #你俩就在一起得了doge
1691759371# #张晚意，你说说，你是不是被忽悠了doge
1689074072# #这个真的会有人信吗？谁信谁老了买保健品…
1691587374# #娇藏通告单，张晚意一番
1695019408# #李昀锐最帅
1698401250# #毕雯珺、田嘉瑞、许凯、张淼怡，祝绪丹、赵晴，出席文荣奖
1694762394# #云合热播期均集（统计至9.13）。。长相思7363，莲花楼5150，。云之羽2608，安乐传2242，。潜行者1794，七时吉祥1657，。一路朝阳1624，她的城1618，。灼灼风流1544，异人之下1506，。鹊刀门传奇1496，
1692165783# #业内人士评的剧圈95生梯队…如何？
1696591630# #刘亦菲、赵丽颖，两家粉丝在友好交流🀄…
1704028140# #秦霄贤湖南卫视跨年晚会。秦霄贤是第一次参加湖南卫视的跨年晚会吧？他是很多人心目中的天选开心果啊。期待新的一年，我们一起在欢笑中出发。湖南卫视跨年晚会
1700474144# #景甜许凯，互换头像，大家怎么看？
1699081453# #白鹿，这造型，是在搞致敬吗？允悲
1697289627# #杨紫，品牌活动，纯生视频🈶，状态如何？
1691820461# #杨超越算资源咖吗？
1693299229# #粉丝这么能忍？
1698936007# #抓马的事情来了，那个粉丝自己回应了…Angelababy工作室录音是假的，是那个粉丝自己在网上随便搜来的允悲
1694012153# #父辈的荣耀，1.3217％，今天降了一点点，问题不大
1693996748# #9.5云合播放量（兔嘻版）。。云之羽，3150（-60）。骄阳伴我，2885（+11）。灼灼风流，2326（+125）。父辈的荣耀，2208（+99）。鹊刀门传奇，2090（-417）。莲花楼，1707（-97）。长相思，1707（-97）。七时吉祥，1501（+3）。。雪糕补充，昨估算差距，贴一下对比。灼灼
1701956994# #刘宇宁这波，被虐到粉了干饭人
1696504725# #大奉打更人，王鹤棣许七安最新剧照🈶
1696489835# #VOGUE评选“2024春夏巴黎时装周最时尚明星”的内娱艺人：。王一博、迪丽热巴、虞书欣、杨幂、杨紫。vogue评选巴黎时装周最时尚明星
1690286471# #邓为不能做大表情…
1699014254# #男明星怼脸来了。雄竞一把，雷霆嘎巴，谁赢了？
1696770593# #有人猜一只momo怪是🥝的人，评论里有人猜是瑞脂
1694779228# #赵露思，今日活动图🈶，如何？
1700982553# #everybody在你头上暴扣
1694422737# #搬一下酷云吧。9.10酷云，全端、点播，播放量🈶
1700755676# #到点了…吃宵夜了吗？
1695467008# #9.22云合占有率。。西出玉门登顶了
1703235446# #天…我发啥评论都是迪丽热巴王鹤棣…
1698059606# #我怎么还没有访客记录…怒厚此薄彼
1692278430# #吴磊王鹤棣于适邓为95四TOP。看不出来是捆绑…
1690526571# #前天和昨天莲花楼涨幅都很好，本来以为要横了的。周末还能涨一波
1696598507# #卢昱晓，王牌对王牌古装造型
1696914868# #最新一周小🍠，。。卢昱晓，前景很好啊这么靠前。于适，竟然是男的中，排第一哆啦A梦害怕
1697280766# #有时候粉丝看不上的饼，说不定，你家正主求着去演呢畅游畅游
1703848275# #最好别是路透诈骗
1696570089# #金世佳被孩子求抱后续昨天粉丝不都在洗吗？把人家亲儿子都开除血缘关系了允悲
1699366406# #以爱为营官博转了白鹿宣传宁安如梦的微博（目前转的微博已删除）。现在王鹤棣粉丝正在激情批评中…
1695896396# #以我旁观者的角度来看，夜色尚浅cpf，是偏女方的，这可以说吗？
1692078745# #8.14云合占有率。长相思，粗估9500。莲花楼，粗估5100。七时吉祥，粗估2200。白日梦我，粗估1100
1700741922# #迪丽热巴VS古力娜扎，谁赢了？
1695912511# #白鹿，又🈶新造型啦如何？
1703080689# #来了，有人持反对意见了，不理解“掀桌”一词，自己不行怪别人…
1692253199# #于适签到有4万多了，很明显他没有买氵，空瓶什么的都对得上
1691591055# #刘宇宁，真够清醒的
1703143844# #赵露思的剧粉盘
1694770103# #他从火光中走来，定档9.19，来看预告。有人间烟火在前，这是带着参考答案来的，能不能播新的盛况doge。
1695201488# #9.19云合播放量（明月版）。。《云之羽》超点第4天，会员在更-386，相对降得算少的。《西出玉门》停更3天，《异人之下》复更+113。《骄阳伴我》完结第2天，-588。《他从火光中走来》首日6集875，中等开局
1689777057# #受不了了…打脸
1700397993# #我始终认为爱奇艺破万是不氵的。只是说有破万的过程途径不同。有些是靠自己自然热度破万，有些通过推营销推送大屏加更等等…无论哪种方式，破万它就是破万了允悲
1691317175# #害…都怀疑，会不会有人冲舞台笑cry，看起来像帝国姐姐们能做得出来的事…感觉她们的仇恨，已经到了要打死对方的程度…允悲
1704183170# #《鸣龙少年》导演丁黑，点赞吐槽鸣龙少年剧情是狗屎的微博笑cry笑cry，烂到导演都忍不住了，编剧也是牛…b
1698765764# #赵露思…谁教你这么玩的允悲（扶额苦笑
1700142596# #热门85🌸，原音配音表一览。。倪妮91.3％、刘亦菲88.46％、杨颖85.37％％。宋茜83.33％、杨幂64.94％、赵丽颖54.9％。唐嫣48.94％、刘诗诗43.75％
1691213591# #帝国笑话+1
1702524427# #宋家三胞胎现状
1702197528# #林俊杰演唱会回应舞蹈被恶搞配音。林俊杰在演唱会上回应前几天的舞蹈恶搞视频：“开玩笑归开玩笑，但绝对不能拿我的歌迷，还有我们一起的共同成长开玩笑。”。。是小气？还是尊重音乐？
1696940511# #白鹿，直播截图🈶，如何？
1692264292# #8.16云合估算👇
1692013759# #“大家觉得最有事业心的女明星是谁？”
1691659383# #封神路演主持人说cp别乱嗑doge
1701075737# #云合热播期均集播放量（统计至11.25）
1697862695# #天天说四普，结果…前十占四畅游
1700747624# #娜扎、娜然VOGUE走秀🈶
1700734335# #迪丽热巴，造型视频路透来啦，怎么样？。迪丽热巴郭培高定
1696145679# #丞磊，被“调戏”了，全身通红doge
1690539616# #还有问为什么不冲男的新剧，只冲女的？。。男的被冲的更凶，只是凡人修仙传没有官抖作品，全跑到男二徐海乔下面嘲杨洋去了…
1693291038# #啊这…
1703831097# #搜狐的2023抗剧生花top4。。杨紫，成毅，肖战，张颂文
1693396844# #来看评论👀，杨幂工作室被粉丝冲了。
1690177264# #玖月晞真狠啊
1693475244# #8.30云合占有率👇莲花楼还是扛跌的，和长相思挨着了
1692367470# #曾舜晞、邓为，双方粉丝有点箭拔弩张了…
1701680685# #12.3酷云，全端、点播，播放量🈶。12.3云合占有率🈶
1689234943# #这是刘诗诗，倒是突破风格了，就是差点以为是哪个网红…
1697813282# #封神官博，转陈牧驰的杂志，把于适粉给虐到了允悲
1690023303# #不完美受害人涨幅一直良好，每天都是大几百的涨，现在才11集，后期不会低的，这剧的受众在抖，微博上倒是没多少营销。日播放走势：300→1675→2558→3351→3912
1695812794# #娜扎，外网生图🈶，如何？
1688803775# #7.7云合播放量。。长风渡，7537（+1781）。玉骨遥，5272（+178）。偷偷藏不住，4140（-689）。我的人间烟火，3751（+675）。南洋女儿情，2088。闪耀的她，1557。雪鹰领主，1521（+264）。追光的日子，1203（+122）。暮色心约，955（+194）。公诉，849（-11，
1690816208# #有人在意吗？郎君不如意也才播到19集，仿佛已经不存在了…远帝，我们改日再爆
1689914984# #莲花楼和长相思对打呀，快来快来喵喵
1696157816# #杨紫，巴黎街拍路透🈶，如何？
1692181375# #邓为大粉爬墙王一博
1701689278# #这是哪只小熊🐼
1701253654# #南海归墟，空降首播3集1059w，还是不错的。次日2632w，翻2.4倍，就很一般了…后面每天更1集，感觉有点悬…
1694771242# #迪丽热巴，今日活动图🈶，如何？
1702185846# #花渣组90生好感度调查表并不简单。。杨洋1⃣️，龚俊2⃣️，屈楚萧3⃣️，肖战4⃣️，成毅5⃣️
1702554545# #魏大勋方辟谣近期网传《千里江山图》《骄阳似我》影视项目，并未联系接触过
1697023584# #田耕记的编剧…哆啦A梦害怕
1693637661# #胡歌的演技
1693291707# #谭松韵，新杂志🈶
1688877563# #周翊然的古装，如何？
1695712116# #最近开播的这几部剧。。他从火光中走来，有点响声的扑。南风知我意，不动声色的扑。特工任务，无声无息的扑
1702358375# #与凤行，要上央8？
1695197999# #9.19酷云，全端、点播，播放量🈶
1692867065# #张凌赫广场，被白鹿粉屠了
1699847150# #刘大锤曝迪丽热巴黄景瑜同城不联系。人家联没联系，你住人家手机📱里了…？还不如啥也别说，死狗仔没话找话，无语😅
