1700933996# #老人回忆当年大饥荒！
1690558153# #曹德旺和王石一起参观万福寺，寺庙破败不堪，方丈说：重修寺庙需要1600万。曹德旺大手一挥：“这个钱，我来出！”谁知方丈又改口说需要2000万。曹德旺不仅没拒绝，最后更是花了2.5亿重修万福寺。。&nbsp;。王石在日本旅游的时候，偶然间来到了日本的万福寺，在远处的时候他就觉得十分的宏伟了，没想到了近前，
1700364157# #男子崩溃卧轨，幸被工作人员救出，未酿成悲剧！
1698151706# #这位须发皆白，双目失明，又只能靠着轮椅来活动的老人，就是哈马斯的创始人，精神领袖亚辛，在的他的身后，站着4个手持棍棒，身穿迷彩服，满脸涂满油污的敢死队成员。。照片中的她，头发已经谢顶了，他银白色的胡子，身上穿着黄色的外套，看上去身材发福，他祖祖辈辈生活在巴勒斯坦，当以色列占领巴勒斯
1690839106# #女的不应该走，这地方不允许停车，如果直接报警或许能得到赔偿，我这样分析对吗
1704001715# #玩转呼拉圈天花板……
1703974433# #湖北宜昌。女子上公厕遇到偷窥狂，庆幸自己慌乱中拍下这段视频证据。女子：我报警时候的声音都是颤抖的！亿点曝光计划
1703162788# #12月21日，江苏常州，女子吐槽-5℃，学校不到点不让学生进教室。
1690590730# #很奇怪的行为，在海滩上几乎全裸不以为然，在地铁、公交车上露出一星点儿内裤则如临大敌，花容失色！
1697935474# #人民有信仰，国家有力量！
1702382627# #三车事故现场，这个责任怎么划分……
1701832708# #黑龙江哈尔滨，一男子打车不给钱耍酒疯傻眼
1688823730# #身残志坚者必须得到社会的关爱！
1692927464# #几千人的公司，实属无奈。只要我不统计，你就不算失业！dogedoge
1700879914# #鹅兵出恭不及闪。。乌军袭击没武德
1703124412# #甘肃地震灾区大娘被武警官兵救助后，让孙子去当兵，这是最真诚的征兵广告！
1702823092# #小车司机与外卖员发生口角，司机为泄愤驾车连撞3人被提起公诉！
1701743102# #十年不能申请中国签证的。澳籍间谍成蕾称:。不建议太天眞的人去中国大陆。想学中文去台湾
1690712752# #没有实地调查就没有发言权
1702612605# #天寒地冻雪天路滑蒙蒙亮就出来工作，男子吐槽：这天出来的都得是一身饥荒，但凡有200块，也得在家铁锅炖大鹅嘻嘻笑cry。
1702273785# #当拉布拉猪在床上拉了屎还用被子盖住试图不被发现笑cry笑cry最后一脸无辜，宝不知道这是谁干的！
1703593801# #臂力惊人……
1701651520# #衡阳身边事【衡南三塘农户种油菜长萝卜】近日，抖音网友其在衡南县三塘镇购买的“三七”油菜种子，结果长出来了萝卜，之前曾有衡阳县农户反映其购买的同品种油莱籽也长出了萝卜！希望相关部门能找出问题的真正原因，减少农民损失，避免类似事件再发生！
1702734549# #易中天怼cc腿微的高赞视频：问别人幸福吗是一个愚蠢的问题
1700362991# #车祸现场！二哈二哈二哈二哈
1690944002# #实拍日本东京大学大门连像样的牌匾都没有却有12名诺贝尔奖获得者
1702878852# #别致大视野的红包别致大视野在发红包哦，
1701254043# #网传上海一女子在西藏出车祸。“动用关系”让西藏全地区公务员为其献血多方否认:系求助爱心人士自愿献血
1700957302# #这鱼脑子有病不能吃
1701438879# #女子骑电动车和半挂车同行，互不相让最终女子被碾压致死，司机你就不能让让我
1697347213# #苏丹佛系打法，打完下班！
1703070344# #网友吐槽贵州段高速收费偏高，335公里270元高速费……你们觉得这个收费高吗？
1697669792# #不愧是边牧！
1693515359# #63岁黄安出席小县城商演！
1702793921# #女子遭丈夫打断腰椎住院后被砍数刀家暴只有一次和N次，所以离婚不是最好的选择，却是保命的唯一选择。
1703213849# #广州黑人是真的多，都长的人高马大的，尤其晚上三五成群的，街头巷尾都是他们的身影。
1703503250# #另一位加入俄军入侵乌克兰的国人的自白，他机灵的走在了队伍的最后。原本想通过炒作战争成为网红直播带货的，没想到深陷泥潭无法抽身了！他后悔了……抖音账号“在俄猛虎”。
1702239592# #变道引发路怒，开车上路千万不要冲动！
1702892640# #高速上掉头逆行，这个车流量真不知道害怕！！衰安全出行
1702311948# #婚礼现场，新郎新娘亲友团齐跳科目三，现场气氛直接嗨翻天！
1697088448# #犯罪嫌疑人指认现场
1702871860# #情侣在街边发生争执，女生一气之下竟然当场脱掉裙子……网友：不能理解，这是在拿自己惩罚别人吗？
1697386372# #新西兰90后华裔议员：非常自豪，我永远是个中国人。
1700693065# #何为不当言论？
1703033753# #卡梅伦要求港府释放黎智英美议员威胁制裁港法官，中国外交部表示坚决反对美英说三道四！
1700484540# #这贫困户把领导气的脸都绿了！
1702791316# #印度选民登记员拒绝给没有身份证的穆斯林妇女登记，遭到穆斯林的残酷殴打。。。。。印度网民悲伤的评价：这些穆斯林对非穆斯林充满了仇恨，一有机会就要凶残的伤害他们泪
1690968235# #终于爆发了！山东烟台，因旅行团强制游客在购物店内待够一个半小时，游客与导游发生激烈冲突，导游在购物店内被游客群殴。事后，网友却纷纷叫好：恶人自有恶人磨！。事情发生在7月31日，视频中一群中年游客正在殴打一名年轻男导游，双方情绪非常激动，有穿着制服的女性试图拉架，但是毫无用处。根据相关
1690720675# #这开车得戴头盔啊！
1697804442# #薪火相传！
1702293001# #无语！你俩吵架踹别人车干什么？
1693621968# #摩托车司机突然歪头的原因，竟然是……
1701837700# #还知道抹一抹！喵喵喵喵
1703424678# #据云南市场监管12月21日发布，云南农村集体聚餐实行申报备案管理，集体聚餐5桌以上需报备。（中国新闻周刊）
1690763223# #李显龙说：“我们坚决不能以剥削本国人民，给外国人发福利，特意讨好外国人！”
1697027532# #巴勒斯坦起义录像！
1703506706# #上海马戏城发生演出事故，蹦床皮筋断裂，演员被弹飞，工作人员：“该项目近期会暂停”
1702605329# #哈尔滨工业大学国际文化节，萨摩亚留学生跳叮叮当！
1692818807# #没想到会以这种方式结束！
1702640871# #俄罗斯士兵弹匣都冻住了！这鬼天气还打什么战！
1700057461# #秃鹫分布于中国青海、西藏、甘肃等地，欧洲南部、非洲西北部、中亚等地也均有分布。是鹰形目鹰科秃鹫属大型猛禽。成鸟头颈部部分裸露，额至枕部具褐色绒羽；头侧眼周和耳区生有稀疏黑色毛发状绒羽，眉部和后颈裸露；皮肤蓝灰色，颈基部生有披针状簇羽；体羽暗褐色，飞羽黑褐色；虹膜暗褐色，喙强壮；幼
1702885683# #半岛电视台再次独家直播哈马斯对以色列部队的袭击，他们已经成为哈马斯的发言人。。。以色列政府真是太软弱了，竟然没有勇气关闭以色列的半岛电视台。。。来源：半岛电视台
1693055938# #彭佳慧湖南衡阳曲园大酒店演唱《相见恨晚》
1702427703# #司机大哥摊上大事了
1701332924# #11月29日，广西梧州，校方辟谣军训教官向女生表白：双方均为23级新生，事发前已是男女朋友关系。
1703910596# #神级老师的神操作盘点各科老师的神操作上课突然有趣了
1701970770# #医院回应缴费窗口工作人员玩手游。已暂停其工作将按规处理
1703669313# #【巴西男子与15岁侄女发生关系被妻子阉割】巴西男子与侄女发生关系被妻阉割综合多家巴西媒体报道，巴西阿蒂巴亚，一名34岁的巴西女子得知39岁的丈夫与自己15岁的侄女发生性关系后，将丈夫引诱到床上绑住手脚，砍掉了生殖器。因为听说可以“重新连接”，她将砍掉的生殖器拍照后冲进了马桶。12月22
1693629461# #现代版骆驼祥子！别致大视野的专属圈子超话
1703939353# #湖南衡阳，网友在已干的渔塘捡野鱼，收获颇丰……
1702047377# #小姐姐买个车被气哭了，听听怎么回事晕
1690951749# #益阳女子遭电诈反“赚”5万元:。我说暂时没这么多钱投资，他就筹钱给我
1692819360# #8月22日，商场里大妈与多名未成年coser起冲突，大喊：崇洋媚外，不学好，帮你们父母教训你们这群人！还动手打了coser，打到救护车都来了……
1702898368# #12月18日，董宇辉出任新东方文旅副总裁俞敏洪发文：祝贺宇辉，风雨同行！
1700956997# #老哥一个人带动了整个小区的丝袜文化且还在打窝！
1694565155# #这场战争之后，人类不会再出现国与国之间的大规模战争，邪恶势力无力再发动，只能自保。
1698625851# #你到咱这试试，一千人就行运营一个几亿用户的社交网站，做梦呢！前几年要求微博平台自己审查，结果腾讯、搜狐、网易微博应声关闭，负担不起审核员薪水。
1703651917# #男子称从ATM机取了1500元，20天后竟发现6张练功券，银行监控还原真相……
1702042905# #女子实名举报（丈夫）武汉大学人民医院胰腺外科主任医师，武汉大学教授汤志刚，嫖娼！赌博！医疗腐败！行贿受贿！盗取病患隐私信息！渎职旷工私会情人！心理变态！性变态！以玩弄、虐待、伤害女性为乐！骗婚！出轨！家暴！杀子！。。来源：黄恩乐在普陀2
1696281838# #摩托车呼啸而过迎面撞上大货车，是嫌车飞得太低吗？
1703386869# #千万不要在未知水域游泳…
1702703438# #白所成等被通缉后，老街开始发生混乱，白所成下面分成了两派，一派是想和的，一派是想死磕到底的。前天传出郭家女婿当场射杀其老丈人郭武，后又遭大舅哥反杀的内讧枪战场面，引得山上李家文等伸着脖子看热闹……今天基本证实了。
1703506424# #高铁上一男子拒绝补票，不断辱骂乘务员和乘警“装XXX刘德华呢！”高铁上的一幕社会百态
1690345215# #秦刚外长职务被免去这才上任不到半年，4个多月吧？怎么就免职了呢？此前从电视上和网络上看到的公开视频，人们对秦外长的评价还是很高的，到底怎么回事？
1703585883# #“全公交车的人半夜想起来都恨不得打自己一巴掌”
1702358725# #火车拥挤就算了，轮渡客流量也这么夸张吗！看到最后我放心了！
1703762133# #女孩骑车追尾，态度嚣张，打人后若无其事骑车离去～…亿点曝光计划
1701512232# #下雨了，先披上雨披！
1688860356# #实际上财长在美国的权力继承序列排第五位，尽管是这样一个显赫人物，我强国还是只派了一个外交部司长接机。。所以小气的美国佬就变脸了，居心叵测滴把我们百姓和管理百姓的人分开来说事儿。
1703127742# #【一92年男子已当岳父】近日，山东菏泽一男子发视频称自己是92年的，已经嫁女儿当上岳父了，引发一众网友讨论。有评论称“92年的都嫁姑娘了，我93年的还没嫁人”，还有人称“96的，我觉得我自己还是个宝宝”。据辖区公安局介绍，该男子年龄属实，系出嫁女子的继父，二人并不在一个户口本上。
