1579082355# #蔡英文声称这次选举彰显了拒绝“一国两制”国台办回应
1691657654# #广东，一名76岁大爷向邻居借了牛耕地，因为心疼费用就顶着烈日干了一天，不料牛却累死了。因害怕牛主任追究，老大爷哭着上门“负荆请罪”，牛主人一声叹息：你也不容易，算了吧……。广东农村的刘大爷（化名）今年76岁了，因为家中贫穷，即使已经是古稀之年也没得“享福”，即使身体已经大不如前还是要
1569328397# #为什么华为不怕转让全部5G技术？技术过时，体系长存
1612015690# #深圳新增1例境外输入无症状感染者：系复阳，曾在天津隔离14天，密接1人已被隔离手机新浪网
1534570291# #美国强大之根源：不是科技，不是金钱！而是这24个原点 转 但斌 博客
1697008128# #华君武先生对姜昆的批评，对吗？
1577259581# #BBS发明人去世他曾创造了一个时代
1571146818# #转发微博
1699015157# #杨坤在长沙演出结束后返回酒店途中被打？别传了，假的
1664186887# #世界杯-中国女篮胜波多黎各35分提前晋级八强
1651307181# #5月3日起北京核酸检测对市民免费
1660830799# #劳荣枝及其辩护人称量刑过重被出庭检察员反驳！庭审仍在继续劳荣枝案庭审对抗激烈或持续多日劳荣枝案双方就11项异议举证质证法庭驳回劳荣枝对案件管辖权异议
1590250116# #协助戈恩潜逃的美国前特种兵被抓个人履历曝光……
1697336765# #海口海警截停走私快艇“大飞”，查获走私香烟1.7万余条
1577921207# #罗振宇调侃王思聪：富二代越勤奋搞投资越不好当
1576159685# #焦点丨徐翔入狱四年间~南方人物周刊。
1553955299# #求证：毛泽东与江青结婚，中央究竟有无“约法三章”？--文史--人民网。
1597883496# #12艘捕捞船一无所获，这里“天灾级别的鱼荒”再上演？！价格一度翻涨四五倍，今年还要贵下去？。
1566190393# #史学探研读书笔记：马克思《第六届莱茵省议会的辩论》摘要
1631275793# #邓恢林被控受贿4267万，从副处贪到副部
1694228111# #U15东亚杯决赛-中国U15点球大战4-2日本U15夺冠
1549480747# #苏东的歌
1585993662# #美国新冠肺炎死亡病例日增1169例系单日最大增幅
1611617919# #程序员到底是一种什么样的存在？阿言教编程的博客-CSDN博客程序员存在的意义
1631458565# #外媒：反塔力量领导人马苏德仍在阿富汗
1544861642# #《权健有望胜诉？外援叛将暂离德乙队获宣布！他继续无球可踢成定局》虽然科隆队宣称莫德斯特离队的原因是家庭原因，但相信所有人都知道真实的原因是什么。
1693626943# #克里姆林宫开会，谈到中俄要道过境蒙古，普京当场表示很有意思
1683210646# #摄影家唐遵之『【图说周浦】妈妈，到那边去——怀念叔父唐遵之』
1701109905# #暴风雪冻结战争！连匈牙利和斯洛伐克也认为，乌克兰获胜符合利益
1592064074# #北京进入非常时期！国家卫健委已派出专家组
1612191648# #加拿大因新冠肺炎死亡的人数超过2万人
1645080678# #U型场地技巧资格赛-谷爱凌第一领衔中国3金花晋级
1643942362# #急转|今早7时起，天津这些区域进行核酸检测！
1632226039# #俄媒：普京所在执政党“统一俄罗斯”党在俄国家杜马选举中获胜
1591967406# #李国庆午餐拍卖价超10亿李国庆:有人恶意抬价将重拍
1682338933# #爸爸下班来接女儿放学，女儿看到爸爸的瞬间，笑开了花
1606959436# #郭艾伦27分韩德君10+16辽篮艰难逆转广州
1580618301# #被红会保安“掐断”的央视直播，我们发现了彩蛋
1561802650# #温网男单解签：德费签运尚佳纳达尔或战克耶高斯
1612862368# #2021年我国快递业务量已超100亿件
1599529867# #【（分享来自
1577249498# #王思聪自己筹钱取消限高令港媒曝其母帮儿子还债
1640771277# #售价2.99-4.39万元奇瑞QQ冰淇淋正式上市
1564137369# #漫谈趣史“阿庆嫂”之死
1570930978# #傻子太多，骗子明显不够用了：为什么我们越来越不喜欢发朋友圈了?
1543557867# #荷兰皇家航空客机飞行员广播：我是你们的国王
1582553794# #李嘉欣谈与刘銮雄旧情：没想到会伤害那么多人
1635416262# #深陷“28亿质押疑云”中的渤海银行：个别储户欲提前兑付理财产品
1646658362# #名嘴窦文涛情感经历丰富,与王菲、俞飞鸿传过绯闻,但至今仍单身
1535947826# #刘强东“涉性侵女大学生”被捕照片【一点资讯】
1598799363# #北京丰台：顾客随手将纸团扔进餐馆的汤锅，造成万元损失-今日头条-手机光明网。
1547683942# #崔康熙被天海发函要求解约要抗议并要公开声明
1547440505# #权健束某某等16人因涉嫌组织传销活动等罪被依法逮捕
1641584042# #《重庆武隆食堂坍塌事故已救出20人，其中9人因抢救无效死亡》截至发稿时，已搜救出被困人员20人，其中9人因抢救无效死亡，其余人员正在全力救治。
1681194080# #爱德华王子曾经是个不靠谱的人，坑遍亲人，连菲利普亲王也没放过
1548606297# #分享自晚睡姐姐《“吵架时，我给男友打了几百个电话”》-...(来自-
1579849753# #王蔷成大满贯胜小威中国第1人：我相信自己可以的
1696384249# #不要轻易毁掉我们今天得来不易的小康生活，要珍惜
1627007983# #消息称顺丰将拿出2亿元给快递员加薪
1683730046# #警方发现江阴枪击案两名嫌疑人尸体身边有自制枪械
1543111579# #男子花390英镑买二手保险箱内藏580万英镑(图)
1573985560# #印度一头牛爬上60多米高水塔被吊车救下(图)
1651539710# #斯诺克纪录之王再封神还有奥沙利文拿不到的么？
1546236818# #权健之外，还有多少伪中医保健的套路？
1672803153# #司马南老师在美国老照片：来到林肯纪念堂参观，与一群美国朋友合影。这些年轻人在这地方做俯卧撑比赛，大家见到司马南老师后，十分高兴，热情谈话，将他高高举起。照片拍摄时间是几年前。
1670749917# #我们中国人默认的科学观的核心就是“科学”与“技术”不分。在我们中国人的日常语言中，“科学”二字特别容易念成“科技”，可是“科技”二字深究起来，更多的是指“技术”，而不是“科学”和“技术”的简称。这说明，在我们的潜意识里，是将“科学”和“技术”混为一谈的。。这种混为一谈，不能说完全
1647047277# #陈道明为什么说郭德纲的相声是很俗，但俗就代表...手机网易网
1548924312# #婚变后相约和谈！朱莉激动曝青筋皮特狂喝水
1637369719# #春兰空调覆灭史：连续8年销冠，年利润6亿，如今靠卖房续命？|陶建幸|格力|春兰集团|科龙网易订阅春兰空调覆灭史：连续8年销冠，年利润6亿，如今靠卖房续命？,春兰,陶建幸,空调,格力,春兰集团,科龙（分享自
1694677920# #殖民17载，青岛为何不讨厌德国？
1691677271# #湖南一镇干部与一名女子水库夜泳，女子溺亡后制造假象驾车逃离
1596847033# #世锦赛-丁俊晖紧咬奥沙利文第一阶段4-4战平
1608904427# #高圆圆没法参加《浪姐》？没有才艺展示，贡献不了任何东西
1557396159# #去了趟天津吃早点，回来把广东早茶忘了
1556375128# #巴塞罗那赛纳达尔盘末发威双7-5获胜晋级四强
1578378562# #京媒:足协签李铁半年不公平早有限薪令没人归化了
1703126396# #断电三日，小城寒战
1681980533# #宝马展台上一段偷拍视频流出，刺痛了多少人：你跪舔的样子，真丑
1620610588# #德云社郭德纲去北京曲协探班，为了于谦的相声剧，郭德纲真局气网友
1583937072# #财新网•世界【意大利祭出非常手段重现武汉封城】封城涉及意大利最重要经济中心的伦巴第、威尼托、艾米利亚-罗马涅大区的绝大部分地区。米兰、威尼斯等重要城市均在此列，影响人数达到1600万人
1551194194# #发表了博文《中监委调查组组长李坚：亲历1961年安徽饥荒调查》中监委调查组组长李坚：亲历1961年安徽饥荒调查-公法评论网
1541954543# #《沙特记者卡舒吉死前最后一句话曝光：我要窒息了》土耳其媒体11日透露了卡舒吉遇害案相关录音的部分内容，卡舒吉死前的最后一句话也被曝光。
1594537786# #江西鄱阳民居被冲垮村民曾想回家拿钱被9岁女儿抱住
1696395227# #私搭浮桥18人获罪案启动再审：“原判决适用法律确有错误”
1650798348# #转发微博
1698937184# #为了以色列，为了全世界，应如何摧毁哈马斯的恐怖主义商业模式？
1606979060# #英媒：继谷歌之后，美国政府计划下周对脸书提起诉讼
1547743383# #此人曾是陆军上将，因老婆太美被暗杀，后代出了个大明星家喻户晓
1701619300# #你见过7353米长的火车吗，8个火车头才能拉得动，10万吨火车
1673178123# #王室回击了哈里！在父亲的加冕礼上只能当观众，如果愿意来的话
1535380265# #徐贲：苏联人信仰崩溃的三大原因七洲志钝角网
1650087387# #为“莫斯科号”复仇！俄军空袭基辅导弹工厂
1649773109# #韩艺术家送大S具俊晔结婚礼物被曝或办私人婚礼
1621395765# #孙杨案裁决结果关乎奥运资格依然有直通东京可能
1673437831# #哈里王子大曝英王室猛料，持枪警卫贴身保护直言永不重返英王室
1679978145# #《冰山上的来客》对原剧本进行了颠覆式改编，才成就了最终的经典
1578763160# #《高速ETC通道空空如也，人工通道却排起长队，车主：不敢再用ETC了》ETC在当下的汽车界有了一定热度，自从省界收费站被取消后，ETC成为了高速收费的趋势。
1587572844# #载有大量明朝景德镇瓷器！土耳其沉船在地中海被发现
1608078542# #一个叫卡纳瓦罗的灰姑娘，丢掉了一双叫保利尼奥的水晶鞋新浪竞技风暴新浪网
1679887270# #自制手电钻剪铁皮转换接头，用废铁下脚料就能做成，机加工好帮手
1558965619# #千万别以为越老越妖理所当然费纳之前网球不这样
1572507268# #组图：巩俐陈可辛深夜聚会两人牵手拥抱依依惜别交情好锛堢粍鍥撅級鈥斺€�新浪娱乐讯10月31日，媒体曝光巩俐和导演陈可辛深夜聚餐的画面，当天在北京某饭店门口巩俐和陈可辛现身，二人应该是拍戏收工后一起聚餐，巩俐身穿十分休闲的运动套装，长发披肩，打扮低调接地气。陈可
1588583100# #巨亏超540亿美元！巴菲特感慨：我也是“活久见”
1585991130# #组图：牛犇与妻子年轻时合影首曝光孙女出镜颜值高却不做演员（组图）——新浪娱乐讯近日，《鲁豫有约一日行》采访了老艺术家牛犇，节目不仅曝光了牛犇与妻子王惠玲年轻时的旧照，孙女王昕也罕见出镜，颜值不输明星的她是一名幼儿园老师。
1639837968# #电影解说博主：曾月入10万，现同行给煤老板当司机专家：短视频协同共治是必然
1674059148# #澳网-纳达尔突遇伤情坚持完赛0-3落败卫冕梦碎
1590169599# #王思聪旗下上海熊猫互娱再成失信被执行人
1686128336# #6月7日俄乌战报：82年的轮回
1657255276# #1-3！4次世锦赛冠军爆冷出局，世界第3无缘32强，创下尴尬纪录
1666507222# #凤凰新闻【华为排第二！广东民企“一哥”不是腾讯，而是它】网友纷纷发问：它是做什么的？...
1552643394# #发表了博文《2019年03月15日》O网页链接
1591282948# #购买复刻手表需要了解的简单知识。
1553704004# #韩国男足耍赖？各种拖时间法尔考怒扔韩队医箱子
1670377994# #600公里隐蔽突破，乌军空爆俄军超音速轰炸机：乌军特工就在现场
1620462101# #组图：景甜穿白色抹胸裙好清新搭靓丽耳坠手捧鲜花仙气十足（组图）——新浪娱乐讯7日，景甜工作室分享最新写真，照片中的景甜身着白色缎面裙，极具设计感的耳坠衬托精致妆容，轻抚花枝优雅大方，不愧是人间富贵花！
