1695775261# #12306还能出票吗？明天就28号了二哈
1694251077# #刘诗诗好像神女。刘诗诗走路真的很爱很爱呀！。她怎么可以这么好看呀！。刘诗诗走路粉太激动了呀！。微风。微风。刘诗诗
1700357199# #又在翻相册了。。近2年刘诗诗寄出了很多有趣的明信片。。是只有用心才能接收的一姐才有的可爱。。鲜花。你收到姐姐的爱心了吗？。心。刘诗诗鲜花
1695959198# #一念关山有自己的嫦娥。说的是这个刘诗诗任如意吗？。一姐刘诗诗真的是优雅大方。
1702561472# #刘诗诗跳舞这里，反复拉进度条观看。一姐真的会跳。好美丽动人呀！刘诗诗任如意
1692870471# #刘诗诗哇哇哇，刘诗诗太好看了呀！
1702084791# #刘诗诗戏份。只能说心疼刘诗诗任如意。。任如意：“世人都说我令人生畏，我却笑他们不知女子立世之难”。。。任如意是很好的，后面只看任如意了。。。微风微风微风。刘诗诗任如意给力给力给力
1695862502# #王垲智范依岚宣布分手。一一不爱王哥
1697157118# #刘诗诗不干涉剧方选角，也不会看不起新人。。微风微风微风。还有就是，人最终获得称赞是靠自己努力的结果，不是靠合作了谁。。微风微风微风。刘诗诗人品好是一线头部女演员，这是她自己努力的结果。她只代表她自己。。微风。你们想证明其他人的好，大可不必带刘诗诗，合作过刘诗诗不是别人买的
1700298405# #其实刘诗诗每次出现，都觉得是惊喜。刘诗诗超话
1701874536# #才看到这么美丽的刘诗诗任如意
1692144865# #刘诗诗。撤掉没什么用处的对接，真的不需要。。如果只是发布讯息，还不如重启SSTV。。你俩不要赖着不下了。。没什用处还不自动退出，不要逼人恶语相向哦！。刘诗诗怎么老遇到这种人，啥事不干还背刺！
1699146451# #爱你，加油😊
1701521575# #相认这里有点感动，任如意的家人上线啦
1704049074# #新年祝福到！赢牛奶我获得了微博开新年跨年惊喜祝福小卡【乐】，每日完成发博+转评赞互动，轻松集齐开红包~快来加入，领走新年好运气&gt;&gt;
1702722146# #哇，你居然还有存图心
1699024078# #这套气场好强，我爱这套，哎呀，今天刘诗诗美美美
1701751123# #任如意绝对大女主。多的是人喜欢任如意，而我们任姐并不在意。
1688868817# #刘诗诗对待身边所有人都好真诚呀！。好朋友也会一直放在心上。。哎呀呀，一姐可真好呀！。忙碌的工作之余还密会了很久不久的朋友。。我相信刘诗诗她很忙碌了。。永远生活工作两不误，真的是很优秀的榜样。。。刘诗诗
1700304702# #暴打尖叫虎。真的笑抽抽了，看过综艺笑到不行，来微博再看，还是笑出眼泪了。
1702996390# #刘诗诗热心公益
1704241435# #2024最想抬上来的待播剧。刘诗诗东方淮竹，看完了刘诗诗的一念关山任如意，现在很期待狐妖小红娘竹业篇。。。。。微风。2024年一定要播呀！真的好期待！。微风。。刘诗诗现在的状态好惊艳。。刘诗诗给力
1693134627# #刘诗诗|一念关山|任如意。微风。微风。微风微风微风刘诗诗微风微风微风。微风刘诗诗超话微风刘诗诗一念关山
1698986248# #哇塞，看哭了鲜花
1703066509# #刘诗诗回应古装是自己的统治区。一念关山即将完结撒花。。以后在带话题就是刘诗诗东方淮竹啦爱你爱你爱你。。最后在带带我们英姿飒爽的刘诗诗任如意心心心。任如意就是刘诗诗的人生角色，大女主内核太喜欢啦！。刘诗诗演技超牛的。。。刘诗诗任如意
1701684340# #郡主任如意上线啦心开心追剧刘诗诗任如意
1698674668# #温柔惬意的一姐刘诗诗
1699271665# #难道不是又去上班了吗鲜花鲜花鲜花
1694659591# #刘诗诗超话。任如意女侠反差萌。。刘诗诗演的也太好了吧！。万分期待刘诗诗任如意呀！。。微风爱你微风。刘诗诗微风刘诗诗一念关山
1701528176# #刘诗诗任如意，大家的老公姐
1703827915# #2023最亮眼的女性角色任如意。感谢刘诗诗塑造了那么好的任如意。
1690119898# #因角色爆火的明星。刘诗诗的若曦，步步惊心永远的爱。
1703839043# #很期待刘诗诗桂林大片心心心
1699265436# #刘诗诗这组图绝美
1701269278# #刘诗诗演技真的值得夸，我好爱任如意
1693930217# #刘诗诗超话早安，晚安😊刘诗诗刘诗诗
1701990092# #一念关山简直就是刘诗诗演技大赏呀！。任如意的精彩程度是出现即高光。。微风微风微风。不磕任何CP的任如意梦女已疯，。刘诗诗演技太牛啦！。。微风微风微风。。我漂亮的姐姐刘诗诗多多拍戏，向着实力派大奖冲鸭冲鸭冲鸭！！！。刘诗诗任如意心心刘诗诗超话
1696241748# #放假休息，很少上线，。中秋节看了下海报，姐粉改后的海报真的很爱呀！。今天终于有时间吃🍉了，吃完瓜更心疼刘诗诗了怎么办？。爱你。破圈最好的方式是深耕自己。这些刘诗诗都做到了。。爱你。作为小狮子，就好好期待一念关山任如意和狐妖小红娘竹业篇的东方淮竹吧！。微风。刘诗诗微风
1691582088# #内娱古装女主天花板。必须是刘诗诗，古装剧免检，气质一绝无人能及，内娱无代餐
1695173474# #12306称不可能给第三方平台优先购票权能不能给一张票，想回家，开票即候补都不给票吗？笑cry笑cry笑cry
1701873280# #哇哇哇，刘诗诗如意红啊！期待明晚的剧情。刘诗诗任如意
1703052868# #哇，这个风格的刘诗诗我也很爱心心心
1695524307# #12306回应压票再分批放票。我们短途的就是不给票呗！都候补10天了。。。。不给票就别让候补了呀，我们好及时换出行方式。。。
1695386778# #吃了个🍉。有内部人员爆料，说刘诗诗这人特别体面。。还说刘诗诗对待所有人都很和善。。我来了。这些爆料我都有证据的。。羞嗒嗒。比如一念关山是部女性传奇剧，刘诗诗说群像剧，步步惊心刘诗诗说群像剧。。再比如，拍摄一念关山，刘诗诗天天发小零食，还经常请群演喝茶。。还送羽绒服和小盆栽还有防晒等
1699272366# #刘诗诗举手投足的美丽优雅
1693955062# #狐妖小红娘竹业篇的保密工作也太好了吧？。刘诗诗东方淮竹啥时候能有点新物料呀？。爱奇艺大会能等到吗？。。刘诗诗微风刘诗诗狐妖小红娘竹业篇
1701390206# #刘诗诗任如意付出了很多。刘诗诗演技很好鲜花你们加油
1692261490# #刘大锤称刘诗诗没离婚。额😓。我姐刘诗诗剧组搬砖呢，别带了。。快来预约一念关山任如意吧！。还有狐妖小红娘竹业篇东方淮竹也值得期待呀！
1694081649# #香奈儿品牌大使刘诗诗来喽！
1701866631# #啊啊啊啊，还以为刘诗诗发自拍了
1702731968# #刘诗诗上次录节目是十一年前。看完了你好星期六，妈呀，刘诗诗怎么那么可爱，脸都笑抽筋了。。。刘诗诗和剧里的反差好大呀！。一姐声音好甜，超级萌呀！。。我要大声说，姐宝，你很适合综艺。
1695687656# #还有2天就放假啦！开心呢！。今天几点出刘诗诗最美表演呀？。昨天的预告还是令人期待的！。刘诗诗演技很细腻。。刘诗诗超话爱你刘诗诗最美表演
1699265749# #我爱刘诗诗
1694765019# #哇，kono厉害了爱你
1700472269# #好漂亮的一姐。。高贵明艳的大明星刘诗诗下班路透，。真真是美到心坎里。。微风微风微风。刘诗诗心刘诗诗hi6逆应援
1700613352# #明天又能看到刘诗诗的新鲜物料
1701870388# #刘诗诗演技大赏。我爱刘诗诗任如意。
1696136341# #刘诗诗疑惑的小表情，太可爱了，又努力又可爱。
1699320558# #想说刘诗诗这么多年没变过，一直优雅美丽，温柔诗意。。鲜花鲜花鲜花。可是刘诗诗每一次出现，又会让人觉得很惊喜。。给力给力给力。爱了十几年的一姐，还是常常有新鲜感，所以我总爱意汹涌。。爱你爱你爱你。刘诗诗
1690598440# #很火还很努力的明星。刘诗诗进组前训练挺佩服呀，不仅武戏，还有文戏也都会提前做足准备。赞赞赞。主要交出的作品也很优秀啦！。哈哈哈，刘诗诗的每部作品除了乱剪辑的2部，其他我都喜欢。。步步惊心，风中奇缘，亲爱的自己还有流金岁月都好喜欢。。现在就期待一念关山任如意和狐妖小红娘竹业篇东方
1694063077# #大周导都被开除啦？可真够官方的笑cry。一念关山现在进行到弱化女主任如意任辛啦！。别太离谱，一番刘诗诗没得商量。。微风。真心劝戒，少搞小心思，小心多埋几部剧。。微风。我们任如意是小豹子，不是野猫。。有些人真的是为个二番拼命呀！刘诗诗微风刘诗诗一念关山
1702636970# #一念关山安都副本决胜局你爱我吗？
1700103057# #这周快要结束了，东方淮竹杀青特辑还没来！。微风微风微风。刘诗诗东方淮竹666刘诗诗狐妖小红娘竹业篇
1689213782# #不同风格的一姐刘诗诗
1700528490# #一念关山举牌牌是剧组策划还是台里呀？。刘诗诗纯纯i人误入e人局了。。微风微风微风。哈哈哈，你们怎么说服刘诗诗做这事的？。估计姐姐都没犹豫就答应了吧！笑cry。期待一姐刘诗诗任如意呀！。鲜花鲜花鲜花。刘诗诗
1702738706# #刘诗诗任如意真的好靓
1700990066# #孤狼任如意要来了，真的很期待刘诗诗任如意
1700803656# #任如意上一世龙葵。我能借龙葵的势吗？。我要安利任如意鲜花鲜花鲜花。刘诗诗演技真好。
1702019219# #啊啊啊啊，如意如意如我心意。刘诗诗任如意
1703171686# #刘诗诗的杂志花絮
1701527174# #一念关山最帅的男人出现了，她还是一念关山里最潇洒风流的男人，她就是刘诗诗任如意心古装女主以后就这么演
1703345011# #很爱任如意，感谢刘诗诗心心心
1699343083# #刘诗诗：宠爱和温柔，同时也代表着支持和尊重。。心心心。亲爱的刘诗诗，我永远爱你，永远支持你和尊重你的决定。。微风微风微风。刘诗诗
1701873312# #真的好养眼呀！任如意和于十三。
1694084415# #期待刘诗诗任如意女侠，一念关山该播就播吧
1689748072# #刘诗诗真的自带流量呢！
1696403750# #提到人间香奈儿，只想到了刘诗诗。
1703332020# #刘诗诗签名照我来啦心
1699240712# #啊啊啊啊，这套有视频啦，刘诗诗走路粉来了
1701164614# #刘诗诗这封信请小狮子们亲启。姐姐，坐等孤狼任如意。。小狮子爱你👄
1693092102# #今年刘诗诗尝试了好多风格呀！。18宫格放不下，每一个造型都好好看呀！。微风微风微风。。刘诗诗微风刘诗诗超话
1691990007# #清新靓丽的一姐刘诗诗
1704640854# #刘诗诗靠张云龙肩膀路透。我还沉浸于一念关山任如意，。大家都开始期待刘诗诗东方淮竹啦！。吃瓜吃瓜吃瓜。不行，我的心现在还是女侠任如意的。
1692349586# #刘诗诗户外风穿搭。她也太好看了吧！我好爱呀！。。一姐刘诗诗真的可可爱爱呀！
1689814014# #这么美的刘诗诗居然才看到
1699686937# #古装剧也太爱拿刘诗诗热饼了吧！。一姐上部古装竹业篇今天才杀青呀！。下部剧现代剧吧！。求求了，我都盼了2年了。。刘诗诗
1702636163# #一念关山安都副本决胜局。姐宝每天也在追剧吗？
1701703588# #师徒线好嗑。啊，一念关山任门师徒线确实好磕。。。可是我更磕任如意和杨盈小公主。。好想加入任门，我爱任如意师傅。。。刘诗诗任如意
1701141162# #期待孤狼任如意姐姐，刘诗诗我等你
1700838383# #一念关山超话。刘诗诗眼睛里都是戏，好会演好会演。。打call打call打call。刘诗诗那么多古装剧，但是每个角色都有明显的区别，这就是好演员的魅力。。给力给力给力。任如意魅力赛高，我太爱你了鲜花。微风微风微风。刘诗诗任如意心
1701616009# #杀人者，任辛
1703381419# #一念关山be。这个话题里的男主粉好搞笑呀！。微风。刘诗诗说任如意有大义，他们说自私。。刘诗诗说任如意解救朱衣卫，他们说自私。。刘诗诗说任如意守护身边亲近的人，守护百姓，他们说自私。。……。……。……。。扶额苦笑，这家是真的从上到下无文化呀！。。剧都播完了，再也不见。。。微风。
1693801589# #和你不同，和你一样微风刘诗诗为你读诗
1694226292# #刘宇宁家这是消息链呀
1702636942# #一念关山安都副本决胜局出来进去好多次了，刘诗诗你真的不看看我吗？快，说爱我！
1697716188# #优质国产影视剧IP效应。哈哈哈，上周刚看了一遍步步惊心。。若兰去世那场戏简直太好哭了，。感觉刘诗诗的若曦也哭怆了。。步步惊心看了很多遍，还是觉得很好看。。经典永恒。。刘诗诗
